,Focused_Organoids,Blurry_Organoids,Focused_Shrapnel,Blurry_Shrapnel
M001B04P003L02_A_01,166,35,89,103
M001B04P003L02_A_02,166,44,114,193
M001B04P003L02_A_03,128,28,100,106
M001B04P003L02_A_04,158,22,107,102
M001B04P003L02_A_05,144,21,95,90
M001B04P003L02_A_06,125,33,89,110
M001B04P003L02_A_07,141,46,122,175
M001B04P003L02_A_08,92,35,88,88
M001B04P003L02_A_09,136,46,135,141
M001B04P003L02_A_10,143,44,92,146
M001B04P003L02_A_11,158,37,112,151
M001B04P003L02_A_12,142,18,82,48
M001B04P003L02_A_13,177,37,104,163
M001B04P003L02_A_14,60,37,114,91
M001B04P003L02_A_15,151,68,113,245
M001B04P003L02_A_16,129,22,58,102
M001B04P003L02_A_17,124,32,129,72
M001B04P003L02_A_18,236,25,78,101
M001B04P003L02_A_19,144,43,93,127
M001B04P003L02_A_20,164,47,98,177
M001B04P003L02_A_21,140,43,105,132
M001B04P003L02_A_22,129,49,88,169
M001B04P003L02_A_23,142,45,81,123
M001B04P003L02_A_24,164,37,97,141
M001B04P003L02_B_01,162,45,120,162
M001B04P003L02_B_02,182,41,198,206
M001B04P003L02_B_03,105,57,75,87
M001B04P003L02_B_04,134,36,103,149
M001B04P003L02_B_05,152,39,106,146
M001B04P003L02_B_06,106,17,178,130
M001B04P003L02_B_07,4,0,43,10
M001B04P003L02_B_08,151,30,102,126
M001B04P003L02_B_09,114,27,130,101
M001B04P003L02_B_10,144,55,134,171
M001B04P003L02_B_11,139,32,118,139
M001B04P003L02_B_12,135,40,98,146
M001B04P003L02_B_13,175,27,146,148
M001B04P003L02_B_14,151,70,123,227
M001B04P003L02_B_15,56,18,76,55
M001B04P003L02_B_16,175,38,104,165
M001B04P003L02_B_17,107,47,104,99
M001B04P003L02_B_18,167,52,135,205
M001B04P003L02_B_19,197,56,153,230
M001B04P003L02_B_20,164,27,128,183
M001B04P003L02_B_21,164,41,89,162
M001B04P003L02_B_22,167,53,87,155
M001B04P003L02_B_23,147,35,106,152
M001B04P003L02_B_24,139,48,79,140
M001B04P003L02_C_01,140,48,92,169
M001B04P003L02_C_02,150,45,73,158
M001B04P003L02_C_03,132,59,75,144
M001B04P003L02_C_04,166,59,148,281
M001B04P003L02_C_05,198,45,107,172
M001B04P003L02_C_06,152,34,93,181
M001B04P003L02_C_07,97,38,146,159
M001B04P003L02_C_08,159,34,106,141
M001B04P003L02_C_09,107,31,116,81
M001B04P003L02_C_10,143,46,92,161
M001B04P003L02_C_11,157,33,96,168
M001B04P003L02_C_12,151,35,105,201
M001B04P003L02_C_13,143,29,74,110
M001B04P003L02_C_14,150,53,90,217
M001B04P003L02_C_15,132,22,179,183
M001B04P003L02_C_16,168,39,119,192
M001B04P003L02_C_17,167,25,87,124
M001B04P003L02_C_18,102,13,131,60
M001B04P003L02_C_19,151,32,136,156
M001B04P003L02_C_20,177,25,128,184
M001B04P003L02_C_21,122,36,118,90
M001B04P003L02_C_22,144,42,104,173
M001B04P003L02_C_23,162,40,85,145
M001B04P003L02_C_24,124,32,108,151
M001B04P003L02_D_01,164,43,88,186
M001B04P003L02_D_02,161,53,108,186
M001B04P003L02_D_03,183,62,142,207
M001B04P003L02_D_04,168,43,119,192
M001B04P003L02_D_05,150,35,91,107
M001B04P003L02_D_06,145,32,117,173
M001B04P003L02_D_07,107,37,133,166
M001B04P003L02_D_08,157,39,114,184
M001B04P003L02_D_09,67,47,72,67
M001B04P003L02_D_10,116,31,120,160
M001B04P003L02_D_11,144,37,93,187
M001B04P003L02_D_12,165,42,138,206
M001B04P003L02_D_13,181,42,148,259
M001B04P003L02_D_14,169,22,132,130
M001B04P003L02_D_15,77,34,96,104
M001B04P003L02_D_16,155,27,109,156
M001B04P003L02_D_17,177,45,129,193
M001B04P003L02_D_18,180,30,176,211
M001B04P003L02_D_19,66,37,97,108
M001B04P003L02_D_20,169,40,92,174
M001B04P003L02_D_21,183,34,77,164
M001B04P003L02_D_22,150,34,110,160
M001B04P003L02_D_23,137,41,92,130
M001B04P003L02_D_24,179,36,139,139
M001B04P003L02_E_01,36,25,74,41
M001B04P003L02_E_02,167,49,112,194
M001B04P003L02_E_03,92,21,107,60
M001B04P003L02_E_04,148,74,139,290
M001B04P003L02_E_05,50,15,87,46
M001B04P003L02_E_06,164,78,140,257
M001B04P003L02_E_07,178,45,155,238
M001B04P003L02_E_08,167,76,108,255
M001B04P003L02_E_09,176,41,129,210
M001B04P003L02_E_10,128,58,112,159
M001B04P003L02_E_11,71,11,152,68
M001B04P003L02_E_12,165,41,126,168
M001B04P003L02_E_13,152,53,124,187
M001B04P003L02_E_14,152,47,114,149
M001B04P003L02_E_15,162,32,158,198
M001B04P003L02_E_16,173,32,91,151
M001B04P003L02_E_17,151,39,96,139
M001B04P003L02_E_18,132,31,89,107
M001B04P003L02_E_19,161,33,136,134
M001B04P003L02_E_20,178,22,143,127
M001B04P003L02_E_21,27,8,69,25
M001B04P003L02_E_22,155,39,111,180
M001B04P003L02_E_23,192,49,159,195
M001B04P003L02_E_24,138,52,90,174
M001B04P003L02_F_01,123,57,71,139
M001B04P003L02_F_02,168,27,82,134
M001B04P003L02_F_03,153,49,119,140
M001B04P003L02_F_04,149,55,134,194
M001B04P003L02_F_05,144,27,119,148
M001B04P003L02_F_06,133,36,109,173
M001B04P003L02_F_07,83,32,92,73
M001B04P003L02_F_08,171,42,137,189
M001B04P003L02_F_09,166,38,94,182
M001B04P003L02_F_10,66,37,92,99
M001B04P003L02_F_11,122,85,152,330
M001B04P003L02_F_12,146,45,122,180
M001B04P003L02_F_13,149,69,108,209
M001B04P003L02_F_14,179,53,119,177
M001B04P003L02_F_15,75,19,68,75
M001B04P003L02_F_16,164,47,87,167
M001B04P003L02_F_17,131,61,100,189
M001B04P003L02_F_18,164,49,106,233
M001B04P003L02_F_19,76,38,40,107
M001B04P003L02_F_20,141,25,112,125
M001B04P003L02_F_21,154,31,96,168
M001B04P003L02_F_22,171,36,143,177
M001B04P003L02_F_23,132,36,103,151
M001B04P003L02_F_24,160,42,128,136
M001B04P003L02_G_01,108,27,123,94
M001B04P003L02_G_02,168,25,92,138
M001B04P003L02_G_03,81,7,153,64
M001B04P003L02_G_04,148,86,126,353
M001B04P003L02_G_05,156,48,111,175
M001B04P003L02_G_06,154,25,95,140
M001B04P003L02_G_07,172,60,131,207
M001B04P003L02_G_08,163,35,112,207
M001B04P003L02_G_09,87,36,118,105
M001B04P003L02_G_10,127,61,47,82
M001B04P003L02_G_11,121,85,174,275
M001B04P003L02_G_12,180,62,109,189
M001B04P003L02_G_13,173,47,131,242
M001B04P003L02_G_14,126,59,94,130
M001B04P003L02_G_15,90,52,86,128
M001B04P003L02_G_16,150,40,104,136
M001B04P003L02_G_17,51,10,119,56
M001B04P003L02_G_18,180,41,91,138
M001B04P003L02_G_19,128,50,102,186
M001B04P003L02_G_20,135,22,96,100
M001B04P003L02_G_21,140,36,96,156
M001B04P003L02_G_22,33,15,71,29
M001B04P003L02_G_23,137,42,106,161
M001B04P003L02_G_24,146,43,105,166
M001B04P003L02_H_01,141,30,66,100
M001B04P003L02_H_02,145,26,100,102
M001B04P003L02_H_03,168,52,148,192
M001B04P003L02_H_04,155,39,146,183
M001B04P003L02_H_05,131,76,110,287
M001B04P003L02_H_06,169,44,118,159
M001B04P003L02_H_07,106,45,99,101
M001B04P003L02_H_08,150,26,101,128
M001B04P003L02_H_09,181,28,100,137
M001B04P003L02_H_10,169,35,122,206
M001B04P003L02_H_11,138,37,78,147
M001B04P003L02_H_12,141,40,93,136
M001B04P003L02_H_13,105,39,79,116
M001B04P003L02_H_14,94,37,125,142
M001B04P003L02_H_15,68,31,64,53
M001B04P003L02_H_16,173,39,125,167
M001B04P003L02_H_17,146,53,106,207
M001B04P003L02_H_18,159,40,71,165
M001B04P003L02_H_19,148,52,80,168
M001B04P003L02_H_20,153,37,94,135
M001B04P003L02_H_21,43,17,57,43
M001B04P003L02_H_22,125,32,72,165
M001B04P003L02_H_23,145,34,100,121
M001B04P003L02_H_24,127,37,70,120
M001B04P003L02_I_01,127,35,95,155
M001B04P003L02_I_02,166,35,98,158
M001B04P003L02_I_03,113,32,133,201
M001B04P003L02_I_04,167,45,135,204
M001B04P003L02_I_05,63,8,92,53
M001B04P003L02_I_06,130,31,108,139
M001B04P003L02_I_07,138,28,103,108
M001B04P003L02_I_08,184,32,120,184
M001B04P003L02_I_09,144,39,104,151
M001B04P003L02_I_10,146,45,153,218
M001B04P003L02_I_11,161,39,80,145
M001B04P003L02_I_12,149,52,77,98
M001B04P003L02_I_13,164,35,127,184
M001B04P003L02_I_14,172,20,74,103
M001B04P003L02_I_15,154,49,106,224
M001B04P003L02_I_16,161,40,108,204
M001B04P003L02_I_17,133,48,106,114
M001B04P003L02_I_18,112,29,80,57
M001B04P003L02_I_19,121,80,112,222
M001B04P003L02_I_20,139,36,92,193
M001B04P003L02_I_21,132,62,129,237
M001B04P003L02_I_22,81,38,83,130
M001B04P003L02_I_23,145,55,113,136
M001B04P003L02_I_24,139,36,124,169
M001B04P003L02_J_01,120,48,69,131
M001B04P003L02_J_02,132,40,113,166
M001B04P003L02_J_03,88,35,147,137
M001B04P003L02_J_04,167,32,112,131
M001B04P003L02_J_05,160,42,95,235
M001B04P003L02_J_06,167,35,109,139
M001B04P003L02_J_07,126,29,122,123
M001B04P003L02_J_08,161,41,125,213
M001B04P003L02_J_09,81,22,77,46
M001B04P003L02_J_10,153,30,122,153
M001B04P003L02_J_11,73,29,85,62
M001B04P003L02_J_12,167,33,134,167
M001B04P003L02_J_13,150,24,108,144
M001B04P003L02_J_14,144,50,124,209
M001B04P003L02_J_15,124,29,111,112
M001B04P003L02_J_16,135,31,96,118
M001B04P003L02_J_17,154,36,83,191
M001B04P003L02_J_18,142,48,119,191
M001B04P003L02_J_19,174,28,98,164
M001B04P003L02_J_20,141,52,92,171
M001B04P003L02_J_21,171,28,112,151
M001B04P003L02_J_22,143,39,85,149
M001B04P003L02_J_23,163,29,124,165
M001B04P003L02_J_24,160,31,107,163
M001B04P003L02_K_01,138,42,94,161
M001B04P003L02_K_02,106,22,163,57
M001B04P003L02_K_03,102,36,146,105
M001B04P003L02_K_04,163,39,140,185
M001B04P003L02_K_05,49,36,50,69
M001B04P003L02_K_06,107,33,94,65
M001B04P003L02_K_07,124,37,102,161
M001B04P003L02_K_08,180,28,105,145
M001B04P003L02_K_09,148,43,117,188
M001B04P003L02_K_10,136,51,89,159
M001B04P003L02_K_11,148,44,89,145
M001B04P003L02_K_12,171,28,134,155
M001B04P003L02_K_13,150,43,130,199
M001B04P003L02_K_14,132,53,79,164
M001B04P003L02_K_15,98,43,127,144
M001B04P003L02_K_16,165,14,78,63
M001B04P003L02_K_17,139,43,82,133
M001B04P003L02_K_18,182,20,136,142
M001B04P003L02_K_19,125,39,82,132
M001B04P003L02_K_20,143,36,83,139
M001B04P003L02_K_21,183,37,88,116
M001B04P003L02_K_22,148,40,107,178
M001B04P003L02_K_23,123,45,81,154
M001B04P003L02_K_24,132,50,100,131
M001B04P003L02_L_01,89,45,102,102
M001B04P003L02_L_02,114,54,108,279
M001B04P003L02_L_03,150,54,106,204
M001B04P003L02_L_04,143,37,90,208
M001B04P003L02_L_05,137,39,111,159
M001B04P003L02_L_06,151,28,118,153
M001B04P003L02_L_07,171,22,62,74
M001B04P003L02_L_08,154,41,115,152
M001B04P003L02_L_09,136,37,91,167
M001B04P003L02_L_10,86,34,73,90
M001B04P003L02_L_11,159,28,85,117
M001B04P003L02_L_12,130,35,128,154
M001B04P003L02_L_13,103,26,84,84
M001B04P003L02_L_14,153,29,144,188
M001B04P003L02_L_15,120,38,83,126
M001B04P003L02_L_16,132,36,99,150
M001B04P003L02_L_17,67,20,80,55
M001B04P003L02_L_18,143,41,139,224
M001B04P003L02_L_19,139,42,94,141
M001B04P003L02_L_20,157,36,122,175
M001B04P003L02_L_21,151,52,129,150
M001B04P003L02_L_22,173,30,113,173
M001B04P003L02_L_23,137,26,86,146
M001B04P003L02_L_24,132,38,89,115
M001B04P003L02_M_01,70,40,74,67
M001B04P003L02_M_02,133,49,103,137
M001B04P003L02_M_03,140,25,101,129
M001B04P003L02_M_04,172,52,132,274
M001B04P003L02_M_05,85,28,140,88
M001B04P003L02_M_06,141,44,139,231
M001B04P003L02_M_07,189,25,116,138
M001B04P003L02_M_08,142,38,113,180
M001B04P003L02_M_09,168,32,123,152
M001B04P003L02_M_10,159,30,126,135
M001B04P003L02_M_11,135,37,92,147
M001B04P003L02_M_12,146,72,140,292
M001B04P003L02_M_13,128,34,91,129
M001B04P003L02_M_14,109,82,64,208
M001B04P003L02_M_15,68,42,74,68
M001B04P003L02_M_16,150,20,59,84
M001B04P003L02_M_17,152,28,122,164
M001B04P003L02_M_18,158,40,117,153
M001B04P003L02_M_19,148,28,96,117
M001B04P003L02_M_20,140,30,77,79
M001B04P003L02_M_21,87,46,105,120
M001B04P003L02_M_22,154,44,106,196
M001B04P003L02_M_23,160,25,120,183
M001B04P003L02_M_24,139,22,81,115
M001B04P003L02_N_01,155,22,101,134
M001B04P003L02_N_02,151,20,83,82
M001B04P003L02_N_03,167,54,127,297
M001B04P003L02_N_04,146,41,97,197
M001B04P003L02_N_05,141,35,89,159
M001B04P003L02_N_06,120,38,129,103
M001B04P003L02_N_07,150,46,144,174
M001B04P003L02_N_08,176,37,118,143
M001B04P003L02_N_09,192,35,107,111
M001B04P003L02_N_10,169,40,111,218
M001B04P003L02_N_11,127,34,78,141
M001B04P003L02_N_12,142,40,93,150
M001B04P003L02_N_13,198,37,117,197
M001B04P003L02_N_14,148,34,95,154
M001B04P003L02_N_15,107,37,141,141
M001B04P003L02_N_16,170,23,141,154
M001B04P003L02_N_17,141,47,90,185
M001B04P003L02_N_18,72,19,87,76
M001B04P003L02_N_19,150,61,126,186
M001B04P003L02_N_20,144,36,85,168
M001B04P003L02_N_21,175,21,58,121
M001B04P003L02_N_22,151,32,95,178
M001B04P003L02_N_23,140,40,115,121
M001B04P003L02_N_24,122,45,88,151
M001B04P003L02_O_01,88,51,66,63
M001B04P003L02_O_02,156,25,71,96
M001B04P003L02_O_03,137,29,96,125
M001B04P003L02_O_04,142,45,95,174
M001B04P003L02_O_05,177,36,100,154
M001B04P003L02_O_06,159,31,104,159
M001B04P003L02_O_07,133,24,97,125
M001B04P003L02_O_08,140,40,88,162
M001B04P003L02_O_09,87,43,92,110
M001B04P003L02_O_10,106,59,70,76
M001B04P003L02_O_11,134,31,85,137
M001B04P003L02_O_12,122,59,104,202
M001B04P003L02_O_13,125,39,60,87
M001B04P003L02_O_14,163,38,105,136
M001B04P003L02_O_15,145,43,127,124
M001B04P003L02_O_16,130,62,143,343
M001B04P003L02_O_17,114,39,117,122
M001B04P003L02_O_18,121,34,79,126
M001B04P003L02_O_19,149,33,88,110
M001B04P003L02_O_20,163,32,81,112
M001B04P003L02_O_21,39,3,130,27
M001B04P003L02_O_22,164,28,113,150
M001B04P003L02_O_23,150,34,120,160
M001B04P003L02_O_24,155,36,67,144
M001B04P003L02_P_01,167,44,105,165
M001B04P003L02_P_02,107,26,98,104
M001B04P003L02_P_03,73,20,109,58
M001B04P003L02_P_04,132,36,126,135
M001B04P003L02_P_05,155,46,127,284
M001B04P003L02_P_06,155,44,126,190
M001B04P003L02_P_07,134,32,78,66
M001B04P003L02_P_08,143,54,99,147
M001B04P003L02_P_09,90,25,113,119
M001B04P003L02_P_10,142,21,101,124
M001B04P003L02_P_11,183,64,111,259
M001B04P003L02_P_12,143,35,114,141
M001B04P003L02_P_13,104,28,80,100
M001B04P003L02_P_14,120,43,124,195
M001B04P003L02_P_15,75,26,118,86
M001B04P003L02_P_16,139,25,83,188
M001B04P003L02_P_17,120,35,95,95
M001B04P003L02_P_18,140,31,123,139
M001B04P003L02_P_19,148,40,99,174
M001B04P003L02_P_20,149,30,105,151
M001B04P003L02_P_21,155,28,106,147
M001B04P003L02_P_22,132,36,70,132
M001B04P003L02_P_23,179,26,120,155
M001B04P003L02_P_24,141,45,86,135
