,Focused_Organoids,Blurry_Organoids,Focused_Shrapnel,Blurry_Shrapnel
M001W01P012L05_A_01,65,18,5,16
M001W01P012L05_A_02,82,33,7,29
M001W01P012L05_A_03,70,22,4,18
M001W01P012L05_A_04,80,21,4,17
M001W01P012L05_A_05,67,19,4,18
M001W01P012L05_A_06,63,24,6,15
M001W01P012L05_A_07,72,12,6,18
M001W01P012L05_A_08,75,15,4,27
M001W01P012L05_A_09,92,19,10,16
M001W01P012L05_A_10,81,12,8,19
M001W01P012L05_A_11,81,16,5,22
M001W01P012L05_A_12,64,47,1,24
M001W01P012L05_A_13,95,29,4,31
M001W01P012L05_A_14,74,12,7,17
M001W01P012L05_A_15,75,18,6,25
M001W01P012L05_A_16,85,19,12,39
M001W01P012L05_A_17,77,23,4,21
M001W01P012L05_A_18,89,15,6,25
M001W01P012L05_A_19,81,12,5,28
M001W01P012L05_A_20,91,13,2,27
M001W01P012L05_A_21,71,27,7,26
M001W01P012L05_A_22,91,24,6,28
M001W01P012L05_A_23,88,26,8,35
M001W01P012L05_A_24,27,18,11,20
M001W01P012L05_B_01,69,11,13,20
M001W01P012L05_B_02,83,13,5,17
M001W01P012L05_B_03,87,14,1,20
M001W01P012L05_B_04,80,21,7,14
M001W01P012L05_B_05,77,17,11,30
M001W01P012L05_B_06,69,17,8,21
M001W01P012L05_B_07,77,17,8,17
M001W01P012L05_B_08,90,15,15,23
M001W01P012L05_B_09,83,11,9,26
M001W01P012L05_B_10,63,23,2,28
M001W01P012L05_B_11,67,14,5,11
M001W01P012L05_B_12,91,20,3,25
M001W01P012L05_B_13,110,13,4,23
M001W01P012L05_B_14,73,23,7,16
M001W01P012L05_B_15,80,15,7,24
M001W01P012L05_B_16,81,18,9,13
M001W01P012L05_B_17,79,26,4,18
M001W01P012L05_B_18,91,9,8,22
M001W01P012L05_B_19,69,20,5,25
M001W01P012L05_B_20,86,15,9,17
M001W01P012L05_B_21,64,37,4,15
M001W01P012L05_B_22,66,18,4,23
M001W01P012L05_B_23,45,34,5,12
M001W01P012L05_B_24,41,15,12,40
M001W01P012L05_C_01,60,24,8,29
M001W01P012L05_C_02,72,22,2,22
M001W01P012L05_C_03,61,22,9,16
M001W01P012L05_C_04,69,20,3,20
M001W01P012L05_C_05,66,18,6,37
M001W01P012L05_C_06,76,19,4,21
M001W01P012L05_C_07,63,23,5,22
M001W01P012L05_C_08,82,22,3,23
M001W01P012L05_C_09,67,19,4,26
M001W01P012L05_C_10,90,20,3,19
M001W01P012L05_C_11,85,17,6,22
M001W01P012L05_C_12,99,14,7,21
M001W01P012L05_C_13,69,30,5,22
M001W01P012L05_C_14,80,17,5,17
M001W01P012L05_C_15,85,12,11,21
M001W01P012L05_C_16,63,16,9,33
M001W01P012L05_C_17,87,16,11,20
M001W01P012L05_C_18,90,15,5,19
M001W01P012L05_C_19,92,13,2,18
M001W01P012L05_C_20,78,20,7,16
M001W01P012L05_C_21,70,19,6,30
M001W01P012L05_C_22,57,33,1,10
M001W01P012L05_C_23,64,19,2,32
M001W01P012L05_C_24,46,21,3,12
M001W01P012L05_D_01,57,44,3,23
M001W01P012L05_D_02,65,18,7,17
M001W01P012L05_D_03,35,11,33,78
M001W01P012L05_D_04,79,24,7,18
M001W01P012L05_D_05,68,22,5,19
M001W01P012L05_D_06,88,9,5,23
M001W01P012L05_D_07,41,21,6,14
M001W01P012L05_D_08,92,15,6,33
M001W01P012L05_D_09,69,22,10,16
M001W01P012L05_D_10,72,18,4,35
M001W01P012L05_D_11,73,39,5,24
M001W01P012L05_D_12,83,12,6,18
M001W01P012L05_D_13,96,13,8,24
M001W01P012L05_D_14,79,11,5,15
M001W01P012L05_D_15,70,15,8,26
M001W01P012L05_D_16,75,20,3,22
M001W01P012L05_D_17,72,22,6,20
M001W01P012L05_D_18,54,24,3,27
M001W01P012L05_D_19,67,25,9,23
M001W01P012L05_D_20,75,19,18,20
M001W01P012L05_D_21,56,23,3,18
M001W01P012L05_D_22,65,26,3,18
M001W01P012L05_D_23,61,10,4,13
M001W01P012L05_D_24,50,19,5,18
M001W01P012L05_E_01,79,18,7,16
M001W01P012L05_E_02,93,12,3,28
M001W01P012L05_E_03,102,16,10,21
M001W01P012L05_E_04,90,12,6,21
M001W01P012L05_E_05,53,8,17,45
M001W01P012L05_E_06,96,11,15,26
M001W01P012L05_E_07,91,19,8,25
M001W01P012L05_E_08,83,17,9,23
M001W01P012L05_E_09,72,19,4,24
M001W01P012L05_E_10,69,21,3,34
M001W01P012L05_E_11,81,11,7,28
M001W01P012L05_E_12,52,7,26,65
M001W01P012L05_E_13,89,11,7,20
M001W01P012L05_E_14,100,18,4,16
M001W01P012L05_E_15,87,13,18,54
M001W01P012L05_E_16,106,8,5,24
M001W01P012L05_E_17,100,17,14,53
M001W01P012L05_E_18,60,5,36,69
M001W01P012L05_E_19,85,22,13,36
M001W01P012L05_E_20,85,15,4,24
M001W01P012L05_E_21,79,16,3,23
M001W01P012L05_E_22,69,26,5,22
M001W01P012L05_E_23,72,22,9,24
M001W01P012L05_E_24,26,16,4,13
M001W01P012L05_F_01,63,21,3,34
M001W01P012L05_F_02,74,11,11,28
M001W01P012L05_F_03,72,12,8,44
M001W01P012L05_F_04,96,18,9,29
M001W01P012L05_F_05,72,22,3,24
M001W01P012L05_F_06,78,22,3,21
M001W01P012L05_F_07,73,17,2,21
M001W01P012L05_F_08,73,18,4,18
M001W01P012L05_F_09,73,19,9,22
M001W01P012L05_F_10,101,11,6,25
M001W01P012L05_F_11,99,11,8,35
M001W01P012L05_F_12,118,17,6,25
M001W01P012L05_F_13,89,22,11,27
M001W01P012L05_F_14,88,13,3,27
M001W01P012L05_F_15,84,14,15,24
M001W01P012L05_F_16,93,26,10,32
M001W01P012L05_F_17,99,15,5,30
M001W01P012L05_F_18,84,16,4,21
M001W01P012L05_F_19,68,26,3,14
M001W01P012L05_F_20,90,23,3,26
M001W01P012L05_F_21,70,26,2,14
M001W01P012L05_F_22,58,41,4,26
M001W01P012L05_F_23,46,16,18,23
M001W01P012L05_F_24,23,7,9,17
M001W01P012L05_G_01,74,19,7,16
M001W01P012L05_G_02,85,18,2,21
M001W01P012L05_G_03,96,19,8,25
M001W01P012L05_G_04,98,8,6,22
M001W01P012L05_G_05,95,10,5,19
M001W01P012L05_G_06,92,13,4,31
M001W01P012L05_G_07,84,19,4,14
M001W01P012L05_G_08,89,9,6,22
M001W01P012L05_G_09,108,4,6,26
M001W01P012L05_G_10,92,18,14,23
M001W01P012L05_G_11,55,29,8,19
M001W01P012L05_G_12,54,29,5,18
M001W01P012L05_G_13,70,20,9,29
M001W01P012L05_G_14,73,6,53,104
M001W01P012L05_G_15,74,24,3,23
M001W01P012L05_G_16,106,11,8,54
M001W01P012L05_G_17,81,20,2,26
M001W01P012L05_G_18,105,11,6,21
M001W01P012L05_G_19,88,11,10,24
M001W01P012L05_G_20,70,18,10,28
M001W01P012L05_G_21,84,25,6,20
M001W01P012L05_G_22,79,24,4,20
M001W01P012L05_G_23,71,20,6,27
M001W01P012L05_G_24,54,22,13,19
M001W01P012L05_H_01,87,26,7,22
M001W01P012L05_H_02,78,1,8,23
M001W01P012L05_H_03,67,27,9,20
M001W01P012L05_H_04,92,20,7,24
M001W01P012L05_H_05,70,16,7,14
M001W01P012L05_H_06,81,11,13,17
M001W01P012L05_H_07,84,11,1,16
M001W01P012L05_H_08,89,6,5,21
M001W01P012L05_H_09,69,17,5,21
M001W01P012L05_H_10,112,12,13,30
M001W01P012L05_H_11,94,10,5,32
M001W01P012L05_H_12,100,20,6,27
M001W01P012L05_H_13,75,22,4,13
M001W01P012L05_H_14,59,14,6,21
M001W01P012L05_H_15,115,4,7,22
M001W01P012L05_H_16,72,20,15,6
M001W01P012L05_H_17,65,21,2,34
M001W01P012L05_H_18,91,17,9,18
M001W01P012L05_H_19,103,15,4,26
M001W01P012L05_H_20,75,19,5,19
