,Focused_Organoids,Blurry_Organoids,Focused_Shrapnel,Blurry_Shrapnel
D018T01P002L03_A_01,170,43,6,69
D018T01P002L03_A_02,160,49,5,82
D018T01P002L03_A_03,151,51,7,55
D018T01P002L03_A_04,159,60,6,79
D018T01P002L03_A_05,92,5,181,237
D018T01P002L03_A_06,106,14,105,172
D018T01P002L03_A_07,175,8,118,139
D018T01P002L03_A_08,165,48,4,111
D018T01P002L03_A_09,208,8,32,30
D018T01P002L03_A_10,198,56,11,132
D018T01P002L03_A_11,170,10,75,157
D018T01P002L03_A_12,175,38,6,109
D018T01P002L03_A_13,186,13,32,77
D018T01P002L03_A_14,188,51,7,79
D018T01P002L03_A_15,171,41,11,85
D018T01P002L03_A_16,152,46,7,82
D018T01P002L03_A_17,135,85,8,141
D018T01P002L03_A_18,188,50,13,92
D018T01P002L03_A_19,209,24,21,41
D018T01P002L03_A_20,158,59,5,103
D018T01P002L03_A_21,141,20,44,95
D018T01P002L03_A_22,193,39,8,58
D018T01P002L03_A_23,172,56,6,67
D018T01P002L03_A_24,173,35,8,72
D018T01P002L03_B_01,230,20,28,63
D018T01P002L03_B_02,157,53,6,64
D018T01P002L03_B_03,195,24,8,58
D018T01P002L03_B_04,175,34,8,66
D018T01P002L03_B_05,76,9,117,86
D018T01P002L03_B_06,190,34,5,68
D018T01P002L03_B_07,139,31,24,161
D018T01P002L03_B_08,148,5,84,161
D018T01P002L03_B_09,169,36,13,83
D018T01P002L03_B_10,194,37,6,74
D018T01P002L03_B_11,86,12,40,73
D018T01P002L03_B_12,157,20,57,165
D018T01P002L03_B_13,193,45,19,69
D018T01P002L03_B_14,157,40,6,58
D018T01P002L03_B_15,148,42,6,62
D018T01P002L03_B_16,156,60,11,94
D018T01P002L03_B_17,160,6,36,100
D018T01P002L03_B_18,224,17,12,41
D018T01P002L03_B_19,191,35,7,53
D018T01P002L03_B_20,197,26,5,56
D018T01P002L03_B_21,182,37,7,41
D018T01P002L03_B_22,172,38,18,95
D018T01P002L03_B_23,162,50,9,59
D018T01P002L03_B_24,188,28,9,49
D018T01P002L03_C_01,192,38,10,65
D018T01P002L03_C_02,155,40,11,93
D018T01P002L03_C_03,178,68,13,86
D018T01P002L03_C_04,178,50,5,69
D018T01P002L03_C_05,97,100,7,273
D018T01P002L03_C_06,169,35,13,48
D018T01P002L03_C_07,159,42,10,88
D018T01P002L03_C_08,178,51,6,74
D018T01P002L03_C_09,159,49,18,156
D018T01P002L03_C_10,123,57,16,166
D018T01P002L03_C_11,146,21,91,126
D018T01P002L03_C_12,160,57,6,83
D018T01P002L03_C_13,161,70,4,96
D018T01P002L03_C_14,195,26,10,63
D018T01P002L03_C_15,201,16,16,63
D018T01P002L03_C_16,198,57,10,75
D018T01P002L03_C_17,192,25,11,80
D018T01P002L03_C_18,174,54,9,79
D018T01P002L03_C_19,191,39,12,58
D018T01P002L03_C_20,174,35,13,74
