,Focused_Organoids,Blurry_Organoids,Focused_Shrapnel,Blurry_Shrapnel
M001B04P005L04_A_01,57,2,148,42
M001B04P005L04_A_02,150,38,106,163
M001B04P005L04_A_03,60,19,114,93
M001B04P005L04_A_04,151,38,73,174
M001B04P005L04_A_05,174,59,68,173
M001B04P005L04_A_06,118,31,82,115
M001B04P005L04_A_07,92,53,83,138
M001B04P005L04_A_08,150,50,75,146
M001B04P005L04_A_09,144,29,93,81
M001B04P005L04_A_10,147,55,132,154
M001B04P005L04_A_11,18,0,76,24
M001B04P005L04_A_12,162,43,90,137
M001B04P005L04_A_13,48,10,108,33
M001B04P005L04_A_14,214,12,84,71
M001B04P005L04_A_15,133,50,68,94
M001B04P005L04_A_16,139,61,133,228
M001B04P005L04_A_17,149,54,91,169
M001B04P005L04_A_18,187,20,152,111
M001B04P005L04_A_19,157,44,81,137
M001B04P005L04_A_20,184,40,104,139
M001B04P005L04_A_21,160,33,104,117
M001B04P005L04_A_22,180,20,76,125
M001B04P005L04_A_23,165,42,92,127
M001B04P005L04_A_24,152,58,98,174
M001B04P005L04_B_01,118,24,55,96
M001B04P005L04_B_02,169,53,115,172
M001B04P005L04_B_03,167,23,148,75
M001B04P005L04_B_04,115,31,91,75
M001B04P005L04_B_05,137,56,91,127
M001B04P005L04_B_06,136,55,110,146
M001B04P005L04_B_07,129,41,147,84
M001B04P005L04_B_08,131,40,85,110
M001B04P005L04_B_09,124,17,144,75
M001B04P005L04_B_10,131,41,79,147
M001B04P005L04_B_11,150,26,102,115
M001B04P005L04_B_12,172,50,141,182
M001B04P005L04_B_13,153,56,99,139
M001B04P005L04_B_14,140,48,84,150
M001B04P005L04_B_15,144,54,83,121
M001B04P005L04_B_16,125,29,61,126
M001B04P005L04_B_17,160,42,118,175
M001B04P005L04_B_18,151,38,93,174
M001B04P005L04_B_19,112,34,171,148
M001B04P005L04_B_20,152,46,115,154
M001B04P005L04_B_21,145,51,102,180
M001B04P005L04_B_22,120,41,90,135
M001B04P005L04_B_23,161,34,96,96
M001B04P005L04_B_24,147,46,96,170
M001B04P005L04_C_01,155,29,80,91
M001B04P005L04_C_02,174,29,113,127
M001B04P005L04_C_03,64,2,251,31
M001B04P005L04_C_04,156,25,85,147
M001B04P005L04_C_05,151,33,135,156
M001B04P005L04_C_06,157,58,88,196
M001B04P005L04_C_07,79,22,115,126
M001B04P005L04_C_08,148,39,111,157
M001B04P005L04_C_09,122,36,96,89
M001B04P005L04_C_10,155,48,128,173
M001B04P005L04_C_11,139,50,89,135
M001B04P005L04_C_12,132,34,94,83
M001B04P005L04_C_13,101,36,84,62
M001B04P005L04_C_14,187,38,130,183
M001B04P005L04_C_15,118,39,76,136
M001B04P005L04_C_16,98,62,49,122
M001B04P005L04_C_17,150,41,101,145
M001B04P005L04_C_18,160,45,102,178
M001B04P005L04_C_19,155,33,95,100
M001B04P005L04_C_20,172,51,109,133
M001B04P005L04_C_21,172,47,102,147
M001B04P005L04_C_22,156,42,130,155
M001B04P005L04_C_23,162,49,91,140
M001B04P005L04_C_24,87,42,62,121
M001B04P005L04_D_01,114,46,117,126
M001B04P005L04_D_02,151,30,116,156
M001B04P005L04_D_03,162,48,144,163
M001B04P005L04_D_04,155,37,98,170
M001B04P005L04_D_05,205,51,159,248
M001B04P005L04_D_06,149,37,125,203
M001B04P005L04_D_07,166,43,127,158
M001B04P005L04_D_08,186,39,123,180
M001B04P005L04_D_09,166,31,133,142
M001B04P005L04_D_10,200,42,138,156
M001B04P005L04_D_11,150,35,128,156
M001B04P005L04_D_12,203,36,153,149
M001B04P005L04_D_13,163,38,120,154
M001B04P005L04_D_14,176,38,135,143
M001B04P005L04_D_15,176,45,115,158
M001B04P005L04_D_16,184,35,105,149
M001B04P005L04_D_17,174,32,105,144
M001B04P005L04_D_18,141,38,112,200
M001B04P005L04_D_19,117,28,157,173
M001B04P005L04_D_20,198,46,126,151
M001B04P005L04_D_21,200,30,117,137
M001B04P005L04_D_22,152,35,119,156
M001B04P005L04_D_23,187,46,118,151
M001B04P005L04_D_24,143,43,99,141
M001B04P005L04_E_01,107,40,71,104
M001B04P005L04_E_02,108,17,105,91
M001B04P005L04_E_03,116,19,114,67
M001B04P005L04_E_04,177,62,120,196
M001B04P005L04_E_05,159,39,110,145
M001B04P005L04_E_06,154,63,129,220
M001B04P005L04_E_07,103,27,173,46
M001B04P005L04_E_08,193,42,116,172
M001B04P005L04_E_09,176,25,174,116
M001B04P005L04_E_10,161,49,135,192
M001B04P005L04_E_11,174,47,129,150
M001B04P005L04_E_12,84,13,168,67
M001B04P005L04_E_13,161,38,111,107
M001B04P005L04_E_14,134,50,133,160
M001B04P005L04_E_15,72,1,225,35
M001B04P005L04_E_16,161,47,140,140
M001B04P005L04_E_17,159,60,112,188
M001B04P005L04_E_18,172,38,137,139
M001B04P005L04_E_19,195,40,108,172
M001B04P005L04_E_20,177,42,131,172
M001B04P005L04_E_21,194,31,125,163
M001B04P005L04_E_22,176,38,112,122
M001B04P005L04_E_23,167,39,124,138
M001B04P005L04_E_24,111,46,78,145
M001B04P005L04_F_01,85,52,117,90
M001B04P005L04_F_02,148,48,82,144
M001B04P005L04_F_03,63,2,245,32
M001B04P005L04_F_04,173,40,125,185
M001B04P005L04_F_05,163,37,114,137
M001B04P005L04_F_06,154,51,115,165
M001B04P005L04_F_07,168,44,127,202
M001B04P005L04_F_08,174,38,165,189
M001B04P005L04_F_09,182,36,136,147
M001B04P005L04_F_10,189,56,151,228
M001B04P005L04_F_11,176,40,153,146
M001B04P005L04_F_12,175,32,124,122
M001B04P005L04_F_13,172,29,84,126
M001B04P005L04_F_14,179,28,142,140
M001B04P005L04_F_15,170,40,108,180
M001B04P005L04_F_16,181,38,131,190
M001B04P005L04_F_17,161,40,125,145
M001B04P005L04_F_18,174,46,100,173
M001B04P005L04_F_19,129,25,154,108
M001B04P005L04_F_20,173,36,144,168
M001B04P005L04_F_21,151,44,102,188
M001B04P005L04_F_22,157,52,119,156
M001B04P005L04_F_23,167,53,99,143
M001B04P005L04_F_24,130,46,129,151
M001B04P005L04_G_01,123,39,125,103
M001B04P005L04_G_02,155,62,93,212
M001B04P005L04_G_03,149,19,135,94
M001B04P005L04_G_04,147,45,107,161
M001B04P005L04_G_05,53,0,110,29
M001B04P005L04_G_06,172,39,130,160
M001B04P005L04_G_07,129,34,161,170
M001B04P005L04_G_08,156,46,109,188
M001B04P005L04_G_09,181,35,82,160
M001B04P005L04_G_10,168,45,120,171
M001B04P005L04_G_11,143,68,124,159
M001B04P005L04_G_12,161,50,142,198
M001B04P005L04_G_13,122,55,98,141
M001B04P005L04_G_14,175,47,110,185
M001B04P005L04_G_15,39,0,295,51
M001B04P005L04_G_16,104,50,60,138
M001B04P005L04_G_17,164,42,109,185
M001B04P005L04_G_18,144,59,109,196
M001B04P005L04_G_19,164,36,156,181
M001B04P005L04_G_20,177,54,118,233
M001B04P005L04_G_21,103,3,117,40
M001B04P005L04_G_22,164,39,121,171
M001B04P005L04_G_23,157,58,122,189
M001B04P005L04_G_24,146,45,115,153
M001B04P005L04_H_01,134,30,83,122
M001B04P005L04_H_02,149,44,135,145
M001B04P005L04_H_03,121,25,157,107
M001B04P005L04_H_04,160,38,108,187
M001B04P005L04_H_05,144,34,140,184
M001B04P005L04_H_06,193,26,106,117
M001B04P005L04_H_07,169,47,118,175
M001B04P005L04_H_08,150,33,107,177
M001B04P005L04_H_09,159,43,103,121
M001B04P005L04_H_10,175,41,119,160
M001B04P005L04_H_11,166,37,123,235
M001B04P005L04_H_12,168,52,128,149
M001B04P005L04_H_13,173,35,127,188
M001B04P005L04_H_14,151,54,95,199
M001B04P005L04_H_15,179,42,153,162
M001B04P005L04_H_16,170,32,143,178
M001B04P005L04_H_17,145,35,128,157
M001B04P005L04_H_18,144,36,134,129
M001B04P005L04_H_19,146,43,119,137
M001B04P005L04_H_20,163,25,90,117
M001B04P005L04_H_21,164,31,111,159
M001B04P005L04_H_22,174,27,162,133
M001B04P005L04_H_23,152,51,117,161
M001B04P005L04_H_24,128,40,115,129
M001B04P005L04_I_01,59,3,194,26
M001B04P005L04_I_02,140,43,81,148
M001B04P005L04_I_03,165,39,142,149
M001B04P005L04_I_04,144,30,130,165
M001B04P005L04_I_05,173,40,131,195
M001B04P005L04_I_06,177,30,129,150
M001B04P005L04_I_07,144,49,124,148
M001B04P005L04_I_08,164,38,124,154
M001B04P005L04_I_09,147,12,178,147
M001B04P005L04_I_10,154,36,146,202
M001B04P005L04_I_11,165,25,163,132
M001B04P005L04_I_12,178,40,104,181
M001B04P005L04_I_13,145,42,127,193
M001B04P005L04_I_14,113,27,134,122
M001B04P005L04_I_15,43,0,240,39
M001B04P005L04_I_16,169,27,133,171
M001B04P005L04_I_17,168,32,127,161
M001B04P005L04_I_18,149,31,85,150
M001B04P005L04_I_19,142,38,183,142
M001B04P005L04_I_20,143,34,87,137
M001B04P005L04_I_21,150,30,163,147
M001B04P005L04_I_22,173,55,136,156
M001B04P005L04_I_23,152,28,131,162
M001B04P005L04_I_24,101,13,155,73
M001B04P005L04_J_01,107,46,101,125
M001B04P005L04_J_02,145,33,137,158
M001B04P005L04_J_03,168,52,100,171
M001B04P005L04_J_04,162,28,106,146
M001B04P005L04_J_05,159,56,129,192
M001B04P005L04_J_06,148,32,121,147
M001B04P005L04_J_07,161,27,108,130
M001B04P005L04_J_08,162,32,121,209
M001B04P005L04_J_09,157,33,109,153
M001B04P005L04_J_10,147,45,130,175
M001B04P005L04_J_11,164,39,124,182
M001B04P005L04_J_12,148,36,88,125
M001B04P005L04_J_13,164,43,151,165
M001B04P005L04_J_14,157,37,114,202
M001B04P005L04_J_15,157,42,139,149
M001B04P005L04_J_16,137,28,103,109
M001B04P005L04_J_17,148,30,115,130
M001B04P005L04_J_18,156,33,110,162
M001B04P005L04_J_19,147,21,107,120
M001B04P005L04_J_20,148,24,73,118
M001B04P005L04_J_21,156,36,134,179
M001B04P005L04_J_22,151,39,117,205
M001B04P005L04_J_23,129,23,93,126
M001B04P005L04_J_24,142,40,109,161
M001B04P005L04_K_01,142,38,107,130
M001B04P005L04_K_02,147,29,68,121
M001B04P005L04_K_03,102,4,246,40
M001B04P005L04_K_04,170,31,128,144
M001B04P005L04_K_05,176,34,136,165
M001B04P005L04_K_06,143,48,109,150
M001B04P005L04_K_07,149,19,130,160
M001B04P005L04_K_08,140,25,104,94
M001B04P005L04_K_09,173,19,100,124
M001B04P005L04_K_10,138,30,96,163
M001B04P005L04_K_11,143,54,139,225
M001B04P005L04_K_12,175,28,110,132
M001B04P005L04_K_13,149,37,136,152
M001B04P005L04_K_14,155,24,90,142
M001B04P005L04_K_15,178,42,142,189
M001B04P005L04_K_16,42,2,60,34
M001B04P005L04_K_17,164,23,157,136
M001B04P005L04_K_18,150,32,114,157
M001B04P005L04_K_19,154,28,162,112
M001B04P005L04_K_20,158,34,120,169
M001B04P005L04_K_21,150,35,124,148
M001B04P005L04_K_22,166,34,121,128
M001B04P005L04_K_23,159,27,91,120
M001B04P005L04_K_24,142,30,77,120
M001B04P005L04_L_01,55,4,80,11
M001B04P005L04_L_02,111,26,113,109
M001B04P005L04_L_03,169,30,145,153
M001B04P005L04_L_04,137,33,114,119
M001B04P005L04_L_05,153,41,127,118
M001B04P005L04_L_06,151,39,96,164
M001B04P005L04_L_07,177,35,102,153
M001B04P005L04_L_08,151,23,82,123
M001B04P005L04_L_09,168,59,122,183
M001B04P005L04_L_10,162,28,125,119
M001B04P005L04_L_11,148,32,109,149
M001B04P005L04_L_12,150,27,140,151
M001B04P005L04_L_13,149,55,72,140
M001B04P005L04_L_14,153,33,145,135
M001B04P005L04_L_15,168,45,137,153
M001B04P005L04_L_16,158,23,114,119
M001B04P005L04_L_17,149,27,121,162
M001B04P005L04_L_18,153,23,131,152
M001B04P005L04_L_19,170,19,107,135
M001B04P005L04_L_20,154,36,88,127
M001B04P005L04_L_21,174,52,103,181
M001B04P005L04_L_22,160,38,144,183
M001B04P005L04_L_23,156,26,96,100
M001B04P005L04_L_24,143,34,108,101
M001B04P005L04_M_01,86,18,108,66
M001B04P005L04_M_02,137,35,86,136
M001B04P005L04_M_03,105,16,165,91
M001B04P005L04_M_04,165,27,133,141
M001B04P005L04_M_05,112,26,144,124
M001B04P005L04_M_06,155,26,110,123
M001B04P005L04_M_07,135,19,82,60
M001B04P005L04_M_08,158,21,109,127
M001B04P005L04_M_09,51,8,62,28
M001B04P005L04_M_10,141,35,90,152
M001B04P005L04_M_11,99,22,165,110
M001B04P005L04_M_12,144,27,88,112
M001B04P005L04_M_13,122,29,177,139
M001B04P005L04_M_14,130,40,107,135
M001B04P005L04_M_15,171,39,141,166
M001B04P005L04_M_16,161,37,125,179
M001B04P005L04_M_17,171,21,132,112
M001B04P005L04_M_18,139,36,104,152
M001B04P005L04_M_19,159,31,113,146
M001B04P005L04_M_20,167,36,102,135
M001B04P005L04_M_21,155,35,124,125
M001B04P005L04_M_22,140,31,99,128
M001B04P005L04_M_23,138,35,122,126
M001B04P005L04_M_24,131,34,62,130
M001B04P005L04_N_01,92,43,60,100
M001B04P005L04_N_02,124,35,74,159
M001B04P005L04_N_03,132,29,88,109
M001B04P005L04_N_04,137,22,117,115
M001B04P005L04_N_05,153,30,154,109
M001B04P005L04_N_06,140,21,121,107
M001B04P005L04_N_07,156,16,83,108
M001B04P005L04_N_08,153,20,109,123
M001B04P005L04_N_09,136,27,104,164
M001B04P005L04_N_10,148,32,87,126
M001B04P005L04_N_11,145,21,146,139
M001B04P005L04_N_12,142,35,132,181
M001B04P005L04_N_13,170,10,205,71
M001B04P005L04_N_14,151,28,105,122
M001B04P005L04_N_15,165,24,109,135
M001B04P005L04_N_16,137,24,91,127
M001B04P005L04_N_17,151,37,104,133
M001B04P005L04_N_18,117,59,106,223
M001B04P005L04_N_19,131,32,112,154
M001B04P005L04_N_20,145,25,101,123
M001B04P005L04_N_21,149,35,133,121
M001B04P005L04_N_22,131,33,104,147
M001B04P005L04_N_23,138,28,104,146
M001B04P005L04_N_24,120,32,106,128
M001B04P005L04_O_01,110,30,81,99
M001B04P005L04_O_02,150,30,99,94
M001B04P005L04_O_03,80,8,130,39
M001B04P005L04_O_04,128,19,95,101
M001B04P005L04_O_05,144,29,80,98
M001B04P005L04_O_06,139,29,92,120
M001B04P005L04_O_07,123,27,107,99
M001B04P005L04_O_08,112,35,72,87
M001B04P005L04_O_09,112,53,162,161
M001B04P005L04_O_10,136,32,91,124
M001B04P005L04_O_11,68,4,123,25
M001B04P005L04_O_12,116,21,113,116
M001B04P005L04_O_13,97,29,136,104
M001B04P005L04_O_14,146,24,84,85
M001B04P005L04_O_15,163,19,106,97
M001B04P005L04_O_16,122,42,89,117
M001B04P005L04_O_17,38,3,41,12
M001B04P005L04_O_18,137,23,92,170
M001B04P005L04_O_19,131,43,120,141
M001B04P005L04_O_20,137,22,119,122
M001B04P005L04_O_21,141,30,109,106
M001B04P005L04_O_22,127,26,92,118
M001B04P005L04_O_23,132,38,109,131
M001B04P005L04_O_24,82,28,96,66
M001B04P005L04_P_01,119,33,115,104
M001B04P005L04_P_02,135,39,90,114
M001B04P005L04_P_03,91,33,157,127
M001B04P005L04_P_04,133,30,88,96
M001B04P005L04_P_05,147,28,99,128
M001B04P005L04_P_06,108,35,98,114
M001B04P005L04_P_07,126,27,86,94
M001B04P005L04_P_08,127,30,104,127
M001B04P005L04_P_09,150,25,117,104
M001B04P005L04_P_10,123,40,80,122
M001B04P005L04_P_11,117,44,97,176
M001B04P005L04_P_12,101,22,68,78
M001B04P005L04_P_13,100,31,71,117
M001B04P005L04_P_14,90,14,68,61
M001B04P005L04_P_15,122,32,107,147
M001B04P005L04_P_16,114,18,80,75
M001B04P005L04_P_17,97,26,80,106
M001B04P005L04_P_18,150,26,113,120
M001B04P005L04_P_19,115,31,52,90
M001B04P005L04_P_20,136,37,111,131
M001B04P005L04_P_21,138,20,109,102
M001B04P005L04_P_22,139,32,84,110
M001B04P005L04_P_23,165,31,79,125
M001B04P005L04_P_24,158,32,93,115
