,Focused_Organoids,Blurry_Organoids,Focused_Shrapnel,Blurry_Shrapnel
M001A03P012L05_A_01,146,41,99,139
M001A03P012L05_A_02,111,38,50,108
M001A03P012L05_A_03,166,26,130,175
M001A03P012L05_A_04,138,26,80,84
M001A03P012L05_A_05,161,23,100,106
M001A03P012L05_A_06,164,47,121,159
M001A03P012L05_A_07,146,51,118,142
M001A03P012L05_A_08,144,31,95,120
M001A03P012L05_A_09,145,47,108,159
M001A03P012L05_A_10,147,33,97,121
M001A03P012L05_A_11,157,27,81,139
M001A03P012L05_A_12,126,43,81,135
M001A03P012L05_A_13,139,24,88,117
M001A03P012L05_A_14,174,36,90,128
M001A03P012L05_A_15,151,44,138,160
M001A03P012L05_A_16,149,27,80,113
M001A03P012L05_A_17,117,35,56,83
M001A03P012L05_A_18,163,31,108,196
M001A03P012L05_A_19,147,35,101,134
M001A03P012L05_A_20,176,42,92,167
M001A03P012L05_A_21,149,40,71,139
M001A03P012L05_A_22,186,42,105,176
M001A03P012L05_A_23,126,42,105,156
M001A03P012L05_A_24,96,14,66,64
M001A03P012L05_B_01,134,35,88,133
M001A03P012L05_B_02,183,15,121,132
M001A03P012L05_B_03,128,59,125,152
M001A03P012L05_B_04,159,27,87,120
M001A03P012L05_B_05,131,29,104,109
M001A03P012L05_B_06,123,30,70,123
M001A03P012L05_B_07,161,30,99,124
M001A03P012L05_B_08,148,26,72,120
M001A03P012L05_B_09,170,26,114,187
M001A03P012L05_B_10,160,39,74,106
M001A03P012L05_B_11,132,30,74,123
M001A03P012L05_B_12,125,36,82,115
M001A03P012L05_B_13,166,28,88,141
M001A03P012L05_B_14,180,30,115,156
M001A03P012L05_B_15,133,36,119,193
M001A03P012L05_B_16,165,31,154,160
M001A03P012L05_B_17,160,38,103,161
M001A03P012L05_B_18,170,20,110,132
M001A03P012L05_B_19,132,42,97,124
M001A03P012L05_B_20,129,31,92,128
M001A03P012L05_B_21,141,31,87,104
M001A03P012L05_B_22,150,45,123,161
M001A03P012L05_B_23,145,51,85,144
M001A03P012L05_B_24,107,25,132,102
M001A03P012L05_C_01,152,44,82,139
M001A03P012L05_C_02,111,52,61,92
M001A03P012L05_C_03,142,41,83,108
M001A03P012L05_C_04,132,30,118,155
M001A03P012L05_C_05,134,27,84,129
M001A03P012L05_C_06,144,28,117,155
M001A03P012L05_C_07,161,35,126,194
M001A03P012L05_C_08,131,52,93,167
M001A03P012L05_C_09,120,45,125,96
M001A03P012L05_C_10,164,29,69,145
M001A03P012L05_C_11,142,39,92,102
M001A03P012L05_C_12,130,39,110,141
M001A03P012L05_C_13,154,29,92,146
M001A03P012L05_C_14,129,38,94,186
M001A03P012L05_C_15,154,32,99,111
M001A03P012L05_C_16,165,22,105,103
M001A03P012L05_C_17,140,38,85,142
M001A03P012L05_C_18,149,38,81,144
M001A03P012L05_C_19,128,30,71,128
M001A03P012L05_C_20,170,41,78,205
M001A03P012L05_C_21,133,34,109,149
M001A03P012L05_C_22,149,44,91,128
M001A03P012L05_C_23,145,34,97,138
M001A03P012L05_C_24,142,48,135,201
M001A03P012L05_D_01,120,35,59,106
M001A03P012L05_D_02,140,29,103,137
M001A03P012L05_D_03,121,9,275,55
M001A03P012L05_D_04,143,40,88,163
M001A03P012L05_D_05,133,23,67,96
M001A03P012L05_D_06,152,26,93,145
M001A03P012L05_D_07,157,37,92,211
M001A03P012L05_D_08,181,37,101,140
M001A03P012L05_D_09,137,24,85,107
M001A03P012L05_D_10,149,36,100,119
M001A03P012L05_D_11,147,45,104,131
M001A03P012L05_D_12,187,33,141,137
M001A03P012L05_D_13,151,35,70,115
M001A03P012L05_D_14,155,31,97,129
M001A03P012L05_D_15,120,40,106,159
M001A03P012L05_D_16,117,25,140,86
M001A03P012L05_D_17,134,34,81,171
M001A03P012L05_D_18,136,57,86,169
M001A03P012L05_D_19,116,51,76,146
M001A03P012L05_D_20,185,44,114,173
M001A03P012L05_D_21,182,41,120,183
M001A03P012L05_D_22,143,39,108,196
M001A03P012L05_D_23,100,42,82,122
M001A03P012L05_D_24,125,48,56,151
M001A03P012L05_E_01,151,31,127,151
M001A03P012L05_E_02,172,43,121,157
M001A03P012L05_E_03,137,26,73,114
M001A03P012L05_E_04,116,42,122,185
M001A03P012L05_E_05,114,11,238,82
M001A03P012L05_E_06,129,38,79,167
M001A03P012L05_E_07,137,41,85,142
M001A03P012L05_E_08,125,29,84,121
M001A03P012L05_E_09,131,48,106,205
M001A03P012L05_E_10,114,26,76,95
M001A03P012L05_E_11,108,42,83,160
