,Focused_Organoids,Blurry_Organoids,Focused_Shrapnel,Blurry_Shrapnel
D019T01P001L02_A_01,578,47,127,563
D019T01P001L02_A_02,569,23,110,337
D019T01P001L02_A_03,569,40,96,374
D019T01P001L02_A_04,577,42,96,358
D019T01P001L02_A_05,566,42,85,346
D019T01P001L02_A_06,593,27,100,343
D019T01P001L02_A_07,570,21,86,337
D019T01P001L02_A_08,353,16,659,732
D019T01P001L02_A_09,578,33,100,332
D019T01P001L02_A_10,564,30,82,336
D019T01P001L02_A_11,563,23,85,322
D019T01P001L02_A_12,456,49,144,986
D019T01P001L02_A_13,576,14,115,343
D019T01P001L02_A_14,621,20,99,324
D019T01P001L02_A_15,332,19,440,600
D019T01P001L02_A_16,612,20,72,318
D019T01P001L02_A_17,259,38,567,827
D019T01P001L02_A_18,584,22,114,310
D019T01P001L02_A_19,543,28,77,358
D019T01P001L02_A_20,526,18,101,330
D019T01P001L02_A_21,543,24,95,325
D019T01P001L02_A_22,555,28,90,318
D019T01P001L02_A_23,573,25,101,354
D019T01P001L02_A_24,566,20,78,308
D019T01P001L02_B_01,598,28,242,641
D019T01P001L02_B_02,537,17,167,419
D019T01P001L02_B_03,440,42,143,676
D019T01P001L02_B_04,541,28,115,278
D019T01P001L02_B_05,507,60,72,396
D019T01P001L02_B_06,585,11,227,362
D019T01P001L02_B_07,443,14,322,390
D019T01P001L02_B_08,540,58,84,315
D019T01P001L02_B_09,596,15,149,334
D019T01P001L02_B_10,575,10,122,283
D019T01P001L02_B_11,538,23,82,319
D019T01P001L02_B_12,584,37,101,389
D019T01P001L02_B_13,519,21,104,316
D019T01P001L02_B_14,561,24,77,369
D019T01P001L02_B_15,397,35,249,361
D019T01P001L02_B_16,551,24,82,326
D019T01P001L02_B_17,347,24,358,813
D019T01P001L02_B_18,586,19,105,324
D019T01P001L02_B_19,412,25,513,1495
D019T01P001L02_B_20,602,44,68,382
D019T01P001L02_B_21,562,24,168,490
D019T01P001L02_B_22,548,27,118,327
D019T01P001L02_B_23,614,12,100,397
D019T01P001L02_B_24,543,22,87,323
D019T01P001L02_C_01,647,30,129,398
D019T01P001L02_C_02,492,110,60,494
D019T01P001L02_C_03,599,22,117,409
D019T01P001L02_C_04,563,38,118,374
D019T01P001L02_C_05,587,44,115,358
D019T01P001L02_C_06,552,39,91,347
D019T01P001L02_C_07,565,39,111,343
D019T01P001L02_C_08,619,41,110,366
D019T01P001L02_C_09,349,40,325,572
D019T01P001L02_C_10,530,33,81,310
D019T01P001L02_C_11,566,52,102,384
D019T01P001L02_C_12,553,24,89,379
D019T01P001L02_C_13,629,37,79,336
D019T01P001L02_C_14,607,28,131,407
D019T01P001L02_C_15,569,29,106,361
D019T01P001L02_C_16,604,14,130,301
D019T01P001L02_C_17,564,31,114,374
D019T01P001L02_C_18,534,23,134,409
D019T01P001L02_C_19,574,27,153,481
D019T01P001L02_C_20,541,17,194,510
D019T01P001L02_C_21,289,32,363,665
D019T01P001L02_C_22,522,16,140,420
D019T01P001L02_C_23,547,16,182,410
D019T01P001L02_C_24,575,27,69,326
D019T01P001L02_D_01,569,25,127,374
D019T01P001L02_D_02,559,31,113,381
D019T01P001L02_D_03,522,55,71,411
D019T01P001L02_D_04,543,39,114,363
D019T01P001L02_D_05,543,28,126,413
D019T01P001L02_D_06,520,34,96,356
D019T01P001L02_D_07,316,47,277,680
D019T01P001L02_D_08,574,24,103,289
D019T01P001L02_D_09,430,21,260,484
D019T01P001L02_D_10,552,37,86,361
D019T01P001L02_D_11,541,26,69,488
D019T01P001L02_D_12,571,20,80,367
D019T01P001L02_D_13,541,32,114,364
D019T01P001L02_D_14,577,25,82,324
D019T01P001L02_D_15,439,10,344,416
