,Focused_Organoids,Blurry_Organoids,Focused_Shrapnel,Blurry_Shrapnel
M001B04P013L06_A_01,125,56,86,108
M001B04P013L06_A_02,121,60,127,143
M001B04P013L06_A_03,122,43,100,118
M001B04P013L06_A_04,127,44,83,108
M001B04P013L06_A_05,71,5,92,1
M001B04P013L06_A_06,132,37,73,114
M001B04P013L06_A_07,149,52,121,147
M001B04P013L06_A_08,137,38,97,99
M001B04P013L06_A_09,133,22,121,126
M001B04P013L06_A_10,127,36,78,101
M001B04P013L06_A_11,118,42,85,154
M001B04P013L06_A_12,146,33,92,125
M001B04P013L06_A_13,149,37,88,145
M001B04P013L06_A_14,119,39,119,131
M001B04P013L06_A_15,114,37,106,122
M001B04P013L06_A_16,121,44,88,136
M001B04P013L06_A_17,110,46,84,161
M001B04P013L06_A_18,123,46,76,142
M001B04P013L06_A_19,101,38,96,82
M001B04P013L06_A_20,122,46,75,104
M001B04P013L06_A_21,132,40,93,112
M001B04P013L06_A_22,129,46,109,136
M001B04P013L06_A_23,118,47,85,161
M001B04P013L06_A_24,121,58,92,99
M001B04P013L06_B_01,152,48,99,189
M001B04P013L06_B_02,146,44,105,137
M001B04P013L06_B_03,152,49,107,198
M001B04P013L06_B_04,132,48,56,130
M001B04P013L06_B_05,54,12,143,32
M001B04P013L06_B_06,148,51,128,149
M001B04P013L06_B_07,65,47,83,88
M001B04P013L06_B_08,151,41,97,131
M001B04P013L06_B_09,102,46,110,115
M001B04P013L06_B_10,149,45,117,159
M001B04P013L06_B_11,149,31,114,123
M001B04P013L06_B_12,153,38,117,142
M001B04P013L06_B_13,138,37,99,148
M001B04P013L06_B_14,130,25,109,111
M001B04P013L06_B_15,151,47,112,153
M001B04P013L06_B_16,153,35,93,133
M001B04P013L06_B_17,141,41,91,145
M001B04P013L06_B_18,169,52,121,183
M001B04P013L06_B_19,156,49,83,134
M001B04P013L06_B_20,151,35,108,125
M001B04P013L06_B_21,135,57,76,125
M001B04P013L06_B_22,143,42,112,159
M001B04P013L06_B_23,131,60,80,127
M001B04P013L06_B_24,184,74,85,202
M001B04P013L06_C_01,149,52,89,138
M001B04P013L06_C_02,168,45,103,166
M001B04P013L06_C_03,165,68,83,163
M001B04P013L06_C_04,165,60,104,149
M001B04P013L06_C_05,204,40,162,203
M001B04P013L06_C_06,177,36,97,139
M001B04P013L06_C_07,174,70,116,175
M001B04P013L06_C_08,172,45,117,149
M001B04P013L06_C_09,171,39,135,184
M001B04P013L06_C_10,174,47,130,210
M001B04P013L06_C_11,166,51,134,213
M001B04P013L06_C_12,180,47,115,208
M001B04P013L06_C_13,180,47,124,152
M001B04P013L06_C_14,176,49,109,116
M001B04P013L06_C_15,171,56,130,209
M001B04P013L06_C_16,174,38,115,169
M001B04P013L06_C_17,174,52,148,210
M001B04P013L06_C_18,154,52,126,188
M001B04P013L06_C_19,176,59,153,205
M001B04P013L06_C_20,168,49,104,167
M001B04P013L06_C_21,172,48,94,152
M001B04P013L06_C_22,157,48,161,200
M001B04P013L06_C_23,148,103,105,223
M001B04P013L06_C_24,133,65,96,128
M001B04P013L06_D_01,132,61,99,142
M001B04P013L06_D_02,177,46,130,197
M001B04P013L06_D_03,197,45,118,196
M001B04P013L06_D_04,150,56,97,183
M001B04P013L06_D_05,49,17,193,59
M001B04P013L06_D_06,171,36,155,197
M001B04P013L06_D_07,153,54,82,145
M001B04P013L06_D_08,153,46,158,215
M001B04P013L06_D_09,163,50,102,194
M001B04P013L06_D_10,169,46,116,172
M001B04P013L06_D_11,171,54,164,204
M001B04P013L06_D_12,171,36,120,182
M001B04P013L06_D_13,169,54,102,172
M001B04P013L06_D_14,175,80,149,274
M001B04P013L06_D_15,191,41,139,152
M001B04P013L06_D_16,119,70,95,174
M001B04P013L06_D_17,186,52,145,179
M001B04P013L06_D_18,176,56,129,210
M001B04P013L06_D_19,174,48,126,188
M001B04P013L06_D_20,168,53,119,195
M001B04P013L06_D_21,155,52,106,157
M001B04P013L06_D_22,166,67,104,212
M001B04P013L06_D_23,103,86,100,158
M001B04P013L06_D_24,60,41,53,77
M001B04P013L06_E_01,144,86,119,169
M001B04P013L06_E_02,183,58,93,186
M001B04P013L06_E_03,136,39,135,110
M001B04P013L06_E_04,175,55,125,210
M001B04P013L06_E_05,94,61,72,104
M001B04P013L06_E_06,192,54,127,218
M001B04P013L06_E_07,171,49,157,182
M001B04P013L06_E_08,183,46,132,230
M001B04P013L06_E_09,161,46,148,191
M001B04P013L06_E_10,181,30,144,172
M001B04P013L06_E_11,160,48,130,269
M001B04P013L06_E_12,184,31,104,180
M001B04P013L06_E_13,179,46,146,122
M001B04P013L06_E_14,182,55,115,178
M001B04P013L06_E_15,164,57,95,148
M001B04P013L06_E_16,179,57,119,146
M001B04P013L06_E_17,173,32,132,198
M001B04P013L06_E_18,176,45,120,180
M001B04P013L06_E_19,162,38,206,214
M001B04P013L06_E_20,168,54,111,192
M001B04P013L06_E_21,172,43,120,151
M001B04P013L06_E_22,155,48,134,163
M001B04P013L06_E_23,151,55,113,180
M001B04P013L06_E_24,143,50,92,155
M001B04P013L06_F_01,144,39,85,137
M001B04P013L06_F_02,167,62,98,235
M001B04P013L06_F_03,164,43,112,151
M001B04P013L06_F_04,163,46,170,228
M001B04P013L06_F_05,213,55,140,229
M001B04P013L06_F_06,151,33,158,202
