,Focused_Organoids,Blurry_Organoids,Focused_Shrapnel,Blurry_Shrapnel
M001W01P013L06_A_01,71,25,3,14
M001W01P013L06_A_02,51,39,6,20
M001W01P013L06_A_03,53,36,8,20
M001W01P013L06_A_04,72,25,5,16
M001W01P013L06_A_05,61,7,14,45
M001W01P013L06_A_06,71,6,11,16
M001W01P013L06_A_07,65,32,1,21
M001W01P013L06_A_08,103,16,15,22
M001W01P013L06_A_09,64,17,8,13
M001W01P013L06_A_10,74,16,13,19
M001W01P013L06_A_11,79,12,9,17
M001W01P013L06_A_12,88,7,6,12
M001W01P013L06_A_13,86,13,10,11
M001W01P013L06_A_14,62,17,16,23
M001W01P013L06_A_15,90,14,8,12
M001W01P013L06_A_16,80,18,7,8
M001W01P013L06_A_17,72,26,6,18
M001W01P013L06_A_18,94,12,12,16
M001W01P013L06_A_19,67,13,16,12
M001W01P013L06_A_20,80,23,6,26
M001W01P013L06_A_21,89,11,11,11
M001W01P013L06_A_22,94,18,21,16
M001W01P013L06_A_23,83,10,10,20
M001W01P013L06_A_24,78,18,9,13
M001W01P013L06_B_01,69,10,14,8
M001W01P013L06_B_02,66,27,7,18
M001W01P013L06_B_03,104,6,12,14
M001W01P013L06_B_04,94,17,10,11
M001W01P013L06_B_05,39,0,32,71
M001W01P013L06_B_06,90,18,11,26
M001W01P013L06_B_07,51,12,16,25
M001W01P013L06_B_08,81,14,13,18
M001W01P013L06_B_09,74,22,10,16
M001W01P013L06_B_10,74,16,16,16
M001W01P013L06_B_11,71,18,8,11
M001W01P013L06_B_12,78,20,11,23
M001W01P013L06_B_13,84,19,12,14
M001W01P013L06_B_14,74,24,7,36
M001W01P013L06_B_15,76,18,2,15
M001W01P013L06_B_16,62,21,9,16
M001W01P013L06_B_17,56,19,8,15
M001W01P013L06_B_18,78,23,9,4
M001W01P013L06_B_19,61,30,3,11
M001W01P013L06_B_20,64,29,9,18
M001W01P013L06_B_21,63,19,4,16
M001W01P013L06_B_22,60,22,8,15
M001W01P013L06_B_23,66,20,8,7
M001W01P013L06_B_24,72,15,7,19
M001W01P013L06_C_01,76,20,6,15
M001W01P013L06_C_02,75,21,7,6
M001W01P013L06_C_03,51,24,7,21
M001W01P013L06_C_04,85,20,15,12
M001W01P013L06_C_05,81,14,11,21
M001W01P013L06_C_06,64,18,3,18
M001W01P013L06_C_07,67,13,6,6
M001W01P013L06_C_08,72,17,2,23
M001W01P013L06_C_09,65,17,8,13
M001W01P013L06_C_10,74,23,9,15
M001W01P013L06_C_11,69,12,4,16
M001W01P013L06_C_12,82,11,17,18
M001W01P013L06_C_13,88,15,3,23
M001W01P013L06_C_14,96,16,13,38
M001W01P013L06_C_15,68,11,4,10
M001W01P013L06_C_16,70,24,9,22
M001W01P013L06_C_17,80,15,10,13
M001W01P013L06_C_18,53,18,8,26
M001W01P013L06_C_19,88,20,4,20
M001W01P013L06_C_20,71,32,4,24
M001W01P013L06_C_21,74,29,3,23
M001W01P013L06_C_22,43,25,3,11
M001W01P013L06_C_23,65,23,20,127
M001W01P013L06_C_24,59,32,12,7
M001W01P013L06_D_01,44,27,8,7
M001W01P013L06_D_02,67,24,9,21
M001W01P013L06_D_03,84,19,15,19
M001W01P013L06_D_04,83,19,11,16
M001W01P013L06_D_05,28,9,14,31
M001W01P013L06_D_06,38,30,2,14
M001W01P013L06_D_07,54,27,7,47
M001W01P013L06_D_08,53,19,6,26
M001W01P013L06_D_09,79,6,13,11
M001W01P013L06_D_10,90,22,13,20
M001W01P013L06_D_11,92,9,10,15
M001W01P013L06_D_12,50,22,8,12
M001W01P013L06_D_13,83,12,10,15
M001W01P013L06_D_14,69,23,12,9
M001W01P013L06_D_15,83,13,9,25
M001W01P013L06_D_16,69,4,23,64
M001W01P013L06_D_17,60,30,2,27
M001W01P013L06_D_18,67,15,5,8
M001W01P013L06_D_19,98,14,12,11
M001W01P013L06_D_20,84,19,13,13
M001W01P013L06_D_21,95,16,11,15
M001W01P013L06_D_22,47,25,14,26
M001W01P013L06_D_23,42,17,7,25
M001W01P013L06_D_24,34,7,14,25
M001W01P013L06_E_01,79,15,10,23
M001W01P013L06_E_02,91,6,10,13
M001W01P013L06_E_03,83,18,12,29
M001W01P013L06_E_04,93,20,7,21
M001W01P013L06_E_05,87,4,23,17
M001W01P013L06_E_06,79,19,9,24
M001W01P013L06_E_07,75,12,7,20
M001W01P013L06_E_08,85,25,6,15
M001W01P013L06_E_09,82,27,10,30
