,Focused_Organoids,Blurry_Organoids,Focused_Shrapnel,Blurry_Shrapnel
M001A03P003L02_A_01,91,76,51,130
M001A03P003L02_A_02,109,30,60,115
M001A03P003L02_A_03,58,49,68,93
M001A03P003L02_A_04,81,26,82,88
M001A03P003L02_A_05,93,60,62,111
M001A03P003L02_A_06,56,18,55,57
M001A03P003L02_A_07,142,39,101,154
M001A03P003L02_A_08,59,28,67,76
M001A03P003L02_A_09,127,29,116,101
M001A03P003L02_A_10,106,49,89,159
M001A03P003L02_A_11,112,35,101,132
M001A03P003L02_A_12,115,43,50,105
M001A03P003L02_A_13,145,33,141,130
M001A03P003L02_A_14,24,52,43,77
M001A03P003L02_A_15,93,63,71,143
M001A03P003L02_A_16,85,26,63,115
M001A03P003L02_A_17,45,67,60,126
M001A03P003L02_A_18,217,34,142,125
M001A03P003L02_A_19,103,36,104,174
M001A03P003L02_A_20,156,35,106,133
M001A03P003L02_A_21,75,45,77,98
M001A03P003L02_A_22,68,42,57,108
M001A03P003L02_A_23,103,45,94,156
M001A03P003L02_A_24,78,32,59,111
M001A03P003L02_B_01,124,40,98,140
M001A03P003L02_B_02,113,50,99,131
M001A03P003L02_B_03,61,57,54,109
M001A03P003L02_B_04,118,16,96,121
M001A03P003L02_B_05,110,51,114,179
M001A03P003L02_B_06,74,27,85,93
M001A03P003L02_B_07,28,38,51,68
M001A03P003L02_B_08,90,25,113,124
M001A03P003L02_B_09,89,29,98,96
M001A03P003L02_B_10,126,29,116,131
M001A03P003L02_B_11,116,23,129,103
M001A03P003L02_B_12,112,28,158,162
M001A03P003L02_B_13,126,17,118,99
M001A03P003L02_B_14,108,35,135,129
M001A03P003L02_B_15,29,30,55,44
M001A03P003L02_B_16,120,17,128,138
M001A03P003L02_B_17,76,45,63,105
M001A03P003L02_B_18,124,19,113,183
M001A03P003L02_B_19,224,13,214,201
M001A03P003L02_B_20,122,27,116,110
M001A03P003L02_B_21,156,28,147,145
M001A03P003L02_B_22,86,34,78,135
M001A03P003L02_B_23,101,38,72,115
M001A03P003L02_B_24,87,34,61,135
M001A03P003L02_C_01,129,34,126,109
M001A03P003L02_C_02,113,28,89,91
M001A03P003L02_C_03,82,48,84,121
M001A03P003L02_C_04,143,31,141,152
M001A03P003L02_C_05,171,36,127,264
M001A03P003L02_C_06,181,16,124,140
M001A03P003L02_C_07,37,33,75,79
M001A03P003L02_C_08,97,43,86,108
M001A03P003L02_C_09,72,43,107,99
M001A03P003L02_C_10,126,38,136,174
M001A03P003L02_C_11,120,35,102,134
M001A03P003L02_C_12,180,30,190,176
M001A03P003L02_C_13,166,29,161,118
M001A03P003L02_C_14,140,40,140,182
M001A03P003L02_C_15,106,42,123,168
M001A03P003L02_C_16,158,27,160,169
M001A03P003L02_C_17,152,32,161,162
M001A03P003L02_C_18,43,28,93,64
M001A03P003L02_C_19,134,21,129,102
M001A03P003L02_C_20,124,21,113,106
M001A03P003L02_C_21,74,34,57,106
M001A03P003L02_C_22,123,27,119,125
M001A03P003L02_C_23,115,29,95,116
M001A03P003L02_C_24,103,29,112,112
M001A03P003L02_D_01,212,21,173,184
M001A03P003L02_D_02,88,31,87,117
M001A03P003L02_D_03,170,40,205,237
M001A03P003L02_D_04,140,20,114,154
M001A03P003L02_D_05,102,46,116,135
M001A03P003L02_D_06,110,30,93,153
M001A03P003L02_D_07,47,34,75,99
M001A03P003L02_D_08,116,30,109,139
M001A03P003L02_D_09,51,46,91,78
M001A03P003L02_D_10,75,34,70,83
M001A03P003L02_D_11,168,29,143,163
