,Focused_Organoids,Blurry_Organoids,Focused_Shrapnel,Blurry_Shrapnel
M001W01P011L04_A_01,60,23,13,192
M001W01P011L04_A_02,93,26,18,28
M001W01P011L04_A_03,27,13,6,31
M001W01P011L04_A_04,97,9,5,28
M001W01P011L04_A_05,82,20,6,19
M001W01P011L04_A_06,87,16,4,25
M001W01P011L04_A_07,84,19,3,21
M001W01P011L04_A_08,83,22,4,21
M001W01P011L04_A_09,85,23,13,18
M001W01P011L04_A_10,61,17,4,11
M001W01P011L04_A_11,31,5,9,82
M001W01P011L04_A_12,59,31,7,12
M001W01P011L04_A_13,42,34,7,38
M001W01P011L04_A_14,64,21,5,40
M001W01P011L04_A_15,66,24,5,23
M001W01P011L04_A_16,79,23,7,24
M001W01P011L04_A_17,77,21,5,16
M001W01P011L04_A_18,66,9,7,39
M001W01P011L04_A_19,95,19,8,16
M001W01P011L04_A_20,51,17,9,14
M001W01P011L04_A_21,65,23,6,13
M001W01P011L04_A_22,69,22,7,28
M001W01P011L04_A_23,40,40,1,19
M001W01P011L04_A_24,72,22,12,15
M001W01P011L04_B_01,60,10,1,15
M001W01P011L04_B_02,49,24,4,20
M001W01P011L04_B_03,65,17,11,13
M001W01P011L04_B_04,68,30,3,25
M001W01P011L04_B_05,75,15,15,21
M001W01P011L04_B_06,98,13,7,30
M001W01P011L04_B_07,66,14,5,23
M001W01P011L04_B_08,84,12,6,23
M001W01P011L04_B_09,59,22,3,16
M001W01P011L04_B_10,77,11,9,15
M001W01P011L04_B_11,72,24,12,16
M001W01P011L04_B_12,69,5,16,15
M001W01P011L04_B_13,53,16,0,11
M001W01P011L04_B_14,62,11,8,12
M001W01P011L04_B_15,86,10,1,15
M001W01P011L04_B_16,56,18,8,20
M001W01P011L04_B_17,77,19,16,23
M001W01P011L04_B_18,51,18,6,7
M001W01P011L04_B_19,40,9,9,37
M001W01P011L04_B_20,63,17,8,18
M001W01P011L04_B_21,59,25,10,17
M001W01P011L04_B_22,31,21,1,12
M001W01P011L04_B_23,41,29,0,18
M001W01P011L04_B_24,50,27,4,17
M001W01P011L04_C_01,91,3,10,16
M001W01P011L04_C_02,67,29,4,13
M001W01P011L04_C_03,42,3,19,30
M001W01P011L04_C_04,64,9,7,22
M001W01P011L04_C_05,44,12,4,15
M001W01P011L04_C_06,63,25,6,14
M001W01P011L04_C_07,63,18,4,27
M001W01P011L04_C_08,71,32,4,36
M001W01P011L04_C_09,73,14,8,7
M001W01P011L04_C_10,54,21,4,21
M001W01P011L04_C_11,69,20,6,15
M001W01P011L04_C_12,80,17,5,18
M001W01P011L04_C_13,60,18,7,19
M001W01P011L04_C_14,63,23,4,25
M001W01P011L04_C_15,66,19,4,43
M001W01P011L04_C_16,66,16,7,14
M001W01P011L04_C_17,77,26,3,32
M001W01P011L04_C_18,55,21,2,10
M001W01P011L04_C_19,61,16,4,14
M001W01P011L04_C_20,55,17,4,12
M001W01P011L04_C_21,78,22,7,67
M001W01P011L04_C_22,38,29,1,26
M001W01P011L04_C_23,42,26,1,19
M001W01P011L04_C_24,17,38,0,8
M001W01P011L04_D_01,50,16,7,18
M001W01P011L04_D_02,80,10,10,21
M001W01P011L04_D_03,64,22,3,7
M001W01P011L04_D_04,51,20,6,9
M001W01P011L04_D_05,74,15,5,13
M001W01P011L04_D_06,40,28,5,15
M001W01P011L04_D_07,63,23,2,22
M001W01P011L04_D_08,46,22,2,28
M001W01P011L04_D_09,72,22,6,20
M001W01P011L04_D_10,70,19,5,16
M001W01P011L04_D_11,51,12,4,19
M001W01P011L04_D_12,64,14,5,21
M001W01P011L04_D_13,51,20,7,20
M001W01P011L04_D_14,72,28,4,13
M001W01P011L04_D_15,54,29,4,15
M001W01P011L04_D_16,60,26,7,19
M001W01P011L04_D_17,76,17,13,32
M001W01P011L04_D_18,84,11,9,14
M001W01P011L04_D_19,49,28,2,12
M001W01P011L04_D_20,88,16,9,29
M001W01P011L04_D_21,59,19,3,18
M001W01P011L04_D_22,39,30,3,10
M001W01P011L04_D_23,56,27,7,20
M001W01P011L04_D_24,60,18,8,15
M001W01P011L04_E_01,83,18,8,19
M001W01P011L04_E_02,46,6,12,26
M001W01P011L04_E_03,68,6,16,50
M001W01P011L04_E_04,95,29,3,32
M001W01P011L04_E_05,73,22,6,17
M001W01P011L04_E_06,84,22,3,31
M001W01P011L04_E_07,44,4,0,41
M001W01P011L04_E_08,72,24,3,18
M001W01P011L04_E_09,70,13,9,36
M001W01P011L04_E_10,80,21,2,26
M001W01P011L04_E_11,78,19,5,15
M001W01P011L04_E_12,39,7,4,13
M001W01P011L04_E_13,60,24,6,47
M001W01P011L04_E_14,70,21,7,22
M001W01P011L04_E_15,46,3,30,43
M001W01P011L04_E_16,76,15,4,21
M001W01P011L04_E_17,78,21,9,26
M001W01P011L04_E_18,89,19,9,33
M001W01P011L04_E_19,83,16,9,13
M001W01P011L04_E_20,41,20,6,22
M001W01P011L04_E_21,76,24,6,14
M001W01P011L04_E_22,44,36,1,17
M001W01P011L04_E_23,35,22,6,12
M001W01P011L04_E_24,57,12,5,15
M001W01P011L04_F_01,94,15,13,28
M001W01P011L04_F_02,72,21,8,24
M001W01P011L04_F_03,43,4,31,66
M001W01P011L04_F_04,82,29,6,15
M001W01P011L04_F_05,82,12,5,19
M001W01P011L04_F_06,60,24,7,26
M001W01P011L04_F_07,84,15,6,18
M001W01P011L04_F_08,60,8,4,20
M001W01P011L04_F_09,77,17,5,20
M001W01P011L04_F_10,73,11,3,13
M001W01P011L04_F_11,50,26,14,18
M001W01P011L04_F_12,77,15,7,16
M001W01P011L04_F_13,71,21,4,30
M001W01P011L04_F_14,58,24,12,69
M001W01P011L04_F_15,79,25,14,18
M001W01P011L04_F_16,66,21,6,18
M001W01P011L04_F_17,84,13,5,42
M001W01P011L04_F_18,80,19,8,13
M001W01P011L04_F_19,71,8,13,26
M001W01P011L04_F_20,90,14,6,19
M001W01P011L04_F_21,40,21,1,12
M001W01P011L04_F_22,42,15,0,7
M001W01P011L04_F_23,28,23,2,14
M001W01P011L04_F_24,71,17,5,22
M001W01P011L04_G_01,75,14,11,19
M001W01P011L04_G_02,88,15,6,19
M001W01P011L04_G_03,27,5,7,30
M001W01P011L04_G_04,103,18,3,35
M001W01P011L04_G_05,74,9,10,25
M001W01P011L04_G_06,121,10,13,27
M001W01P011L04_G_07,65,10,12,11
M001W01P011L04_G_08,68,25,1,13
M001W01P011L04_G_09,85,20,8,27
M001W01P011L04_G_10,68,32,3,11
M001W01P011L04_G_11,95,7,14,32
M001W01P011L04_G_12,63,20,5,26
M001W01P011L04_G_13,30,9,8,71
M001W01P011L04_G_14,73,26,5,16
M001W01P011L04_G_15,29,14,14,111
M001W01P011L04_G_16,69,25,8,18
M001W01P011L04_G_17,57,21,3,8
M001W01P011L04_G_18,62,31,3,25
M001W01P011L04_G_19,95,17,12,31
M001W01P011L04_G_20,42,32,5,28
M001W01P011L04_G_21,27,11,13,18
M001W01P011L04_G_22,38,24,2,22
M001W01P011L04_G_23,67,17,3,28
M001W01P011L04_G_24,34,22,6,16
M001W01P011L04_H_01,50,19,1,11
M001W01P011L04_H_02,47,21,4,34
M001W01P011L04_H_03,68,11,8,31
M001W01P011L04_H_04,65,22,3,17
M001W01P011L04_H_05,96,17,7,29
M001W01P011L04_H_06,63,13,9,10
M001W01P011L04_H_07,75,13,7,26
M001W01P011L04_H_08,64,26,6,25
M001W01P011L04_H_09,49,25,3,20
M001W01P011L04_H_10,42,25,0,19
M001W01P011L04_H_11,69,14,5,21
M001W01P011L04_H_12,77,21,6,30
M001W01P011L04_H_13,39,31,8,17
M001W01P011L04_H_14,46,28,3,18
M001W01P011L04_H_15,74,11,5,12
M001W01P011L04_H_16,66,28,7,11
M001W01P011L04_H_17,56,24,7,7
M001W01P011L04_H_18,68,14,6,17
M001W01P011L04_H_19,74,12,4,16
M001W01P011L04_H_20,35,21,3,19
M001W01P011L04_H_21,92,17,9,16
M001W01P011L04_H_22,79,17,8,16
M001W01P011L04_H_23,68,22,8,20
M001W01P011L04_H_24,25,36,0,12
M001W01P011L04_I_01,52,5,14,53
M001W01P011L04_I_02,88,11,5,29
M001W01P011L04_I_03,102,16,5,50
M001W01P011L04_I_04,95,10,11,25
