,Focused_Organoids,Blurry_Organoids,Focused_Shrapnel,Blurry_Shrapnel
M001B04P006L05_A_01,141,52,137,173
M001B04P006L05_A_02,127,49,73,165
M001B04P006L05_A_03,121,46,117,140
M001B04P006L05_A_04,132,36,95,171
M001B04P006L05_A_05,140,36,135,176
M001B04P006L05_A_06,135,34,114,129
M001B04P006L05_A_07,121,40,118,171
M001B04P006L05_A_08,124,48,119,174
M001B04P006L05_A_09,127,37,115,118
M001B04P006L05_A_10,147,46,93,195
M001B04P006L05_A_11,142,37,122,146
M001B04P006L05_A_12,137,56,112,172
M001B04P006L05_A_13,103,55,102,154
M001B04P006L05_A_14,137,48,122,206
M001B04P006L05_A_15,115,52,112,151
M001B04P006L05_A_16,166,42,111,186
M001B04P006L05_A_17,163,54,129,150
M001B04P006L05_A_18,158,42,144,260
M001B04P006L05_A_19,146,55,135,200
M001B04P006L05_A_20,147,36,131,143
M001B04P006L05_A_21,134,38,105,143
M001B04P006L05_A_22,136,49,107,133
M001B04P006L05_A_23,148,37,119,159
M001B04P006L05_A_24,23,4,85,34
M001B04P006L05_B_01,105,52,46,122
M001B04P006L05_B_02,112,44,80,144
M001B04P006L05_B_03,165,33,118,160
M001B04P006L05_B_04,126,62,98,169
M001B04P006L05_B_05,150,47,107,180
M001B04P006L05_B_06,158,51,129,172
M001B04P006L05_B_07,139,47,152,129
M001B04P006L05_B_08,150,49,121,143
M001B04P006L05_B_09,135,38,139,159
M001B04P006L05_B_10,136,53,111,157
M001B04P006L05_B_11,140,37,128,193
M001B04P006L05_B_12,158,60,126,253
M001B04P006L05_B_13,113,47,110,139
M001B04P006L05_B_14,156,46,146,192
M001B04P006L05_B_15,134,50,168,242
M001B04P006L05_B_16,150,51,139,148
M001B04P006L05_B_17,150,48,127,190
M001B04P006L05_B_18,152,46,160,221
M001B04P006L05_B_19,155,55,155,192
M001B04P006L05_B_20,134,51,96,166
M001B04P006L05_B_21,127,43,104,152
M001B04P006L05_B_22,117,39,116,180
M001B04P006L05_B_23,119,29,88,125
M001B04P006L05_B_24,103,38,76,73
M001B04P006L05_C_01,126,41,81,128
M001B04P006L05_C_02,149,52,98,160
M001B04P006L05_C_03,137,35,110,153
M001B04P006L05_C_04,142,33,96,136
M001B04P006L05_C_05,144,45,106,191
M001B04P006L05_C_06,158,42,143,191
M001B04P006L05_C_07,155,39,110,175
M001B04P006L05_C_08,153,47,158,220
M001B04P006L05_C_09,85,35,105,131
M001B04P006L05_C_10,154,35,131,167
M001B04P006L05_C_11,139,46,135,182
M001B04P006L05_C_12,149,46,127,224
M001B04P006L05_C_13,163,44,132,159
M001B04P006L05_C_14,133,38,129,142
M001B04P006L05_C_15,152,26,146,200
M001B04P006L05_C_16,34,18,68,62
M001B04P006L05_C_17,157,41,171,194
M001B04P006L05_C_18,55,0,206,13
M001B04P006L05_C_19,155,59,133,188
M001B04P006L05_C_20,41,5,72,8
M001B04P006L05_C_21,58,1,80,7
M001B04P006L05_C_22,161,55,147,183
M001B04P006L05_C_23,116,62,90,152
M001B04P006L05_C_24,98,47,86,111
M001B04P006L05_D_01,127,49,95,134
M001B04P006L05_D_02,128,27,107,130
M001B04P006L05_D_03,68,13,195,74
M001B04P006L05_D_04,144,45,122,167
M001B04P006L05_D_05,136,43,103,212
M001B04P006L05_D_06,123,54,136,159
M001B04P006L05_D_07,190,35,146,155
M001B04P006L05_D_08,157,35,149,163
M001B04P006L05_D_09,151,22,143,147
M001B04P006L05_D_10,147,40,105,149
M001B04P006L05_D_11,159,39,121,190
M001B04P006L05_D_12,143,48,116,218
M001B04P006L05_D_13,173,39,140,149
M001B04P006L05_D_14,155,41,135,176
M001B04P006L05_D_15,135,45,130,255
M001B04P006L05_D_16,126,43,186,178
M001B04P006L05_D_17,131,40,130,188
M001B04P006L05_D_18,58,1,84,4
M001B04P006L05_D_19,42,1,38,8
M001B04P006L05_D_20,67,2,117,3
M001B04P006L05_D_21,56,0,77,5
M001B04P006L05_D_22,47,9,77,12
M001B04P006L05_D_23,103,28,69,107
M001B04P006L05_D_24,121,54,106,177
M001B04P006L05_E_01,141,32,139,180
M001B04P006L05_E_02,129,48,103,155
M001B04P006L05_E_03,147,45,104,199
M001B04P006L05_E_04,147,41,107,204
M001B04P006L05_E_05,86,21,164,81
M001B04P006L05_E_06,156,42,140,252
M001B04P006L05_E_07,148,68,142,238
M001B04P006L05_E_08,132,50,118,170
M001B04P006L05_E_09,152,83,176,255
M001B04P006L05_E_10,141,44,117,171
M001B04P006L05_E_11,130,47,101,180
M001B04P006L05_E_12,119,25,154,73
M001B04P006L05_E_13,159,40,128,158
M001B04P006L05_E_14,147,45,82,146
