,Focused_Organoids,Blurry_Organoids,Focused_Shrapnel,Blurry_Shrapnel
M001W01P004L03_A_01,36,12,6,17
M001W01P004L03_A_02,37,9,9,16
M001W01P004L03_A_03,33,11,10,31
M001W01P004L03_A_04,38,14,6,15
M001W01P004L03_A_05,14,2,3,21
M001W01P004L03_A_06,19,2,17,86
M001W01P004L03_A_07,18,8,17,60
M001W01P004L03_A_08,48,8,13,14
M001W01P004L03_A_09,41,4,12,16
M001W01P004L03_A_10,37,8,13,14
M001W01P004L03_A_11,23,5,15,54
M001W01P004L03_A_12,63,5,5,11
M001W01P004L03_A_13,31,10,8,50
M001W01P004L03_A_14,57,5,12,28
M001W01P004L03_A_15,43,13,11,25
M001W01P004L03_A_16,46,7,4,16
M001W01P004L03_A_17,23,10,15,79
M001W01P004L03_A_18,53,12,2,16
M001W01P004L03_A_19,50,2,13,22
M001W01P004L03_A_20,39,6,9,8
M001W01P004L03_A_21,37,1,61,91
M001W01P004L03_A_22,42,15,8,12
M001W01P004L03_A_23,31,7,5,13
M001W01P004L03_A_24,55,26,16,103
M001W01P004L03_B_01,42,6,9,23
M001W01P004L03_B_02,51,11,12,22
M001W01P004L03_B_03,50,3,3,11
M001W01P004L03_B_04,15,14,4,21
M001W01P004L03_B_05,21,6,13,63
M001W01P004L03_B_06,40,13,5,29
M001W01P004L03_B_07,20,0,4,16
M001W01P004L03_B_08,20,12,6,25
M001W01P004L03_B_09,40,10,15,45
M001W01P004L03_B_10,69,5,16,15
M001W01P004L03_B_11,17,3,5,47
M001W01P004L03_B_12,36,15,2,16
M001W01P004L03_B_13,44,11,4,28
M001W01P004L03_B_14,13,7,2,18
M001W01P004L03_B_15,23,8,7,10
M001W01P004L03_B_16,43,4,11,18
M001W01P004L03_B_17,30,10,18,87
M001W01P004L03_B_18,40,7,4,25
M001W01P004L03_B_19,36,8,7,20
M001W01P004L03_B_20,34,16,8,18
M001W01P004L03_B_21,45,17,8,14
M001W01P004L03_B_22,30,15,9,24
M001W01P004L03_B_23,37,10,8,21
M001W01P004L03_B_24,43,20,6,38
