,Focused_Organoids,Blurry_Organoids,Focused_Shrapnel,Blurry_Shrapnel
M001B04P010L03_A_01,173,21,136,155
M001B04P010L03_A_02,151,36,91,128
M001B04P010L03_A_03,128,44,99,153
M001B04P010L03_A_04,162,36,122,146
M001B04P010L03_A_05,119,16,124,74
M001B04P010L03_A_06,11,4,63,18
M001B04P010L03_A_07,39,3,116,19
M001B04P010L03_A_08,155,48,106,169
M001B04P010L03_A_09,130,34,156,181
M001B04P010L03_A_10,169,42,173,207
M001B04P010L03_A_11,130,35,101,139
M001B04P010L03_A_12,167,35,167,168
M001B04P010L03_A_13,73,28,94,83
M001B04P010L03_A_14,163,27,120,171
M001B04P010L03_A_15,164,48,158,201
M001B04P010L03_A_16,159,30,119,202
M001B04P010L03_A_17,140,44,110,116
M001B04P010L03_A_18,129,35,116,149
M001B04P010L03_A_19,145,44,128,187
M001B04P010L03_A_20,177,31,121,168
M001B04P010L03_A_21,125,25,108,162
M001B04P010L03_A_22,149,40,178,178
M001B04P010L03_A_23,163,39,114,218
M001B04P010L03_A_24,181,44,158,201
M001B04P010L03_B_01,118,35,122,144
M001B04P010L03_B_02,126,51,129,217
M001B04P010L03_B_03,207,16,217,140
M001B04P010L03_B_04,148,29,130,137
M001B04P010L03_B_05,46,3,148,43
M001B04P010L03_B_06,130,27,99,119
M001B04P010L03_B_07,152,21,80,104
M001B04P010L03_B_08,128,37,133,131
M001B04P010L03_B_09,132,18,123,69
M001B04P010L03_B_10,132,29,95,141
M001B04P010L03_B_11,58,4,129,14
M001B04P010L03_B_12,153,10,89,47
M001B04P010L03_B_13,148,30,114,191
M001B04P010L03_B_14,48,13,75,47
M001B04P010L03_B_15,120,39,69,118
M001B04P010L03_B_16,120,21,84,66
M001B04P010L03_B_17,134,14,162,102
M001B04P010L03_B_18,171,21,52,76
M001B04P010L03_B_19,155,30,149,185
M001B04P010L03_B_20,142,32,133,194
M001B04P010L03_B_21,175,31,147,164
M001B04P010L03_B_22,168,42,173,228
M001B04P010L03_B_23,183,60,135,266
M001B04P010L03_B_24,157,27,125,175
M001B04P010L03_C_01,136,41,123,192
M001B04P010L03_C_02,147,28,118,149
M001B04P010L03_C_03,126,10,140,65
M001B04P010L03_C_04,160,28,115,185
M001B04P010L03_C_05,49,7,106,21
M001B04P010L03_C_06,147,27,116,110
M001B04P010L03_C_07,113,33,142,133
M001B04P010L03_C_08,181,28,153,187
M001B04P010L03_C_09,116,36,108,156
M001B04P010L03_C_10,109,17,167,76
M001B04P010L03_C_11,177,27,102,120
M001B04P010L03_C_12,197,33,125,178
M001B04P010L03_C_13,153,23,128,167
M001B04P010L03_C_14,67,20,139,94
M001B04P010L03_C_15,94,30,149,87
M001B04P010L03_C_16,119,48,111,191
M001B04P010L03_C_17,96,44,158,134
M001B04P010L03_C_18,158,52,117,163
M001B04P010L03_C_19,187,37,159,176
M001B04P010L03_C_20,168,41,160,164
M001B04P010L03_C_21,99,28,121,80
M001B04P010L03_C_22,184,41,150,224
M001B04P010L03_C_23,166,39,114,188
M001B04P010L03_C_24,184,13,180,162
M001B04P010L03_D_01,116,30,65,99
M001B04P010L03_D_02,117,55,87,195
M001B04P010L03_D_03,200,45,172,244
M001B04P010L03_D_04,179,57,154,309
M001B04P010L03_D_05,164,35,145,188
M001B04P010L03_D_06,159,37,165,190
M001B04P010L03_D_07,171,24,170,179
M001B04P010L03_D_08,146,34,99,195
M001B04P010L03_D_09,119,32,149,91
M001B04P010L03_D_10,169,37,108,197
M001B04P010L03_D_11,163,27,153,215
M001B04P010L03_D_12,172,44,156,285
M001B04P010L03_D_13,189,39,126,205
M001B04P010L03_D_14,158,35,162,204
M001B04P010L03_D_15,208,49,253,298
M001B04P010L03_D_16,165,32,178,208
M001B04P010L03_D_17,170,48,137,208
M001B04P010L03_D_18,126,9,169,42
M001B04P010L03_D_19,161,14,126,90
M001B04P010L03_D_20,202,30,179,160
M001B04P010L03_D_21,177,36,206,203
M001B04P010L03_D_22,173,47,122,212
M001B04P010L03_D_23,129,30,126,156
M001B04P010L03_D_24,162,30,123,158
M001B04P010L03_E_01,111,36,89,126
M001B04P010L03_E_02,168,30,116,193
M001B04P010L03_E_03,125,43,212,250
M001B04P010L03_E_04,134,41,113,244
M001B04P010L03_E_05,54,2,206,20
M001B04P010L03_E_06,140,58,235,286
M001B04P010L03_E_07,114,17,86,80
M001B04P010L03_E_08,164,37,147,206
M001B04P010L03_E_09,205,42,202,209
M001B04P010L03_E_10,161,79,216,392
M001B04P010L03_E_11,86,34,135,109
M001B04P010L03_E_12,185,36,117,152
M001B04P010L03_E_13,45,1,75,26
M001B04P010L03_E_14,47,3,110,26
M001B04P010L03_E_15,154,22,117,131
M001B04P010L03_E_16,179,33,167,192
M001B04P010L03_E_17,132,35,230,164
M001B04P010L03_E_18,174,19,134,157
M001B04P010L03_E_19,201,68,243,357
M001B04P010L03_E_20,167,23,153,225
M001B04P010L03_E_21,189,33,142,172
M001B04P010L03_E_22,192,34,116,172
M001B04P010L03_E_23,177,35,154,227
M001B04P010L03_E_24,193,35,176,197
M001B04P010L03_F_01,145,42,116,134
M001B04P010L03_F_02,139,50,112,255
M001B04P010L03_F_03,142,45,145,215
M001B04P010L03_F_04,169,46,183,322
M001B04P010L03_F_05,108,18,165,77
M001B04P010L03_F_06,156,28,153,172
M001B04P010L03_F_07,118,38,233,171
M001B04P010L03_F_08,180,56,200,342
M001B04P010L03_F_09,159,36,287,300
M001B04P010L03_F_10,184,33,157,175
M001B04P010L03_F_11,192,46,153,205
M001B04P010L03_F_12,183,49,147,212
M001B04P010L03_F_13,194,42,202,222
M001B04P010L03_F_14,194,41,215,299
M001B04P010L03_F_15,177,37,161,210
M001B04P010L03_F_16,202,41,126,224
M001B04P010L03_F_17,185,27,155,204
M001B04P010L03_F_18,168,35,135,116
M001B04P010L03_F_19,170,49,180,329
M001B04P010L03_F_20,201,48,223,253
M001B04P010L03_F_21,203,35,198,194
M001B04P010L03_F_22,203,36,125,216
M001B04P010L03_F_23,169,40,136,222
M001B04P010L03_F_24,176,38,132,192
M001B04P010L03_G_01,30,7,60,39
M001B04P010L03_G_02,169,28,80,157
M001B04P010L03_G_03,89,23,104,123
M001B04P010L03_G_04,147,28,113,156
M001B04P010L03_G_05,89,20,103,49
M001B04P010L03_G_06,161,44,128,224
M001B04P010L03_G_07,39,10,88,59
M001B04P010L03_G_08,184,61,135,268
M001B04P010L03_G_09,184,45,160,232
M001B04P010L03_G_10,97,24,110,129
M001B04P010L03_G_11,196,6,109,63
M001B04P010L03_G_12,162,36,170,212
M001B04P010L03_G_13,200,48,145,281
M001B04P010L03_G_14,187,32,154,186
M001B04P010L03_G_15,172,42,164,241
M001B04P010L03_G_16,173,40,184,212
M001B04P010L03_G_17,157,21,271,199
M001B04P010L03_G_18,216,30,210,176
M001B04P010L03_G_19,201,30,148,146
M001B04P010L03_G_20,171,49,135,194
M001B04P010L03_G_21,168,19,232,170
M001B04P010L03_G_22,172,26,151,207
M001B04P010L03_G_23,182,36,175,211
M001B04P010L03_G_24,182,35,148,182
M001B04P010L03_H_01,134,24,102,109
M001B04P010L03_H_02,154,31,87,128
M001B04P010L03_H_03,182,42,133,198
M001B04P010L03_H_04,164,48,265,407
M001B04P010L03_H_05,184,32,209,178
M001B04P010L03_H_06,161,41,141,185
M001B04P010L03_H_07,162,26,142,175
M001B04P010L03_H_08,185,37,160,205
M001B04P010L03_H_09,103,36,141,197
M001B04P010L03_H_10,173,6,146,83
M001B04P010L03_H_11,204,30,174,214
M001B04P010L03_H_12,170,45,144,262
M001B04P010L03_H_13,188,15,238,92
M001B04P010L03_H_14,165,62,97,173
M001B04P010L03_H_15,171,42,169,227
M001B04P010L03_H_16,184,38,177,235
M001B04P010L03_H_17,196,17,153,170
M001B04P010L03_H_18,233,26,161,155
M001B04P010L03_H_19,171,37,166,187
M001B04P010L03_H_20,150,22,84,113
M001B04P010L03_H_21,187,18,132,121
M001B04P010L03_H_22,85,4,155,34
M001B04P010L03_H_23,186,46,214,238
M001B04P010L03_H_24,165,13,153,161
M001B04P010L03_I_01,47,5,163,38
M001B04P010L03_I_02,152,41,127,166
M001B04P010L03_I_03,33,4,149,34
M001B04P010L03_I_04,175,38,134,221
M001B04P010L03_I_05,194,16,125,167
M001B04P010L03_I_06,166,27,140,183
M001B04P010L03_I_07,172,37,147,211
M001B04P010L03_I_08,185,21,175,160
M001B04P010L03_I_09,115,11,182,106
M001B04P010L03_I_10,159,50,134,217
M001B04P010L03_I_11,160,15,144,87
M001B04P010L03_I_12,177,29,154,202
M001B04P010L03_I_13,183,50,142,223
M001B04P010L03_I_14,160,42,155,202
M001B04P010L03_I_15,177,41,185,209
M001B04P010L03_I_16,209,30,171,191
M001B04P010L03_I_17,179,31,185,244
M001B04P010L03_I_18,155,33,132,147
M001B04P010L03_I_19,177,4,238,58
M001B04P010L03_I_20,174,39,178,194
M001B04P010L03_I_21,197,31,149,213
M001B04P010L03_I_22,157,37,131,222
M001B04P010L03_I_23,195,37,123,200
M001B04P010L03_I_24,167,39,141,186
M001B04P010L03_J_01,165,18,125,118
M001B04P010L03_J_02,182,32,164,208
M001B04P010L03_J_03,166,33,137,184
M001B04P010L03_J_04,203,20,162,206
M001B04P010L03_J_05,96,25,197,99
M001B04P010L03_J_06,184,41,185,285
M001B04P010L03_J_07,173,32,157,200
M001B04P010L03_J_08,210,30,154,218
M001B04P010L03_J_09,208,41,159,214
M001B04P010L03_J_10,189,40,146,184
M001B04P010L03_J_11,172,40,199,222
M001B04P010L03_J_12,163,43,165,189
M001B04P010L03_J_13,80,2,229,44
M001B04P010L03_J_14,194,41,115,134
M001B04P010L03_J_15,189,40,178,161
M001B04P010L03_J_16,161,37,144,224
M001B04P010L03_J_17,139,32,186,189
M001B04P010L03_J_18,172,15,125,61
M001B04P010L03_J_19,108,20,170,99
M001B04P010L03_J_20,164,45,122,228
M001B04P010L03_J_21,147,11,220,114
M001B04P010L03_J_22,138,32,194,171
M001B04P010L03_J_23,172,32,170,174
M001B04P010L03_J_24,148,47,159,203
M001B04P010L03_K_01,67,13,184,67
M001B04P010L03_K_02,102,29,142,81
M001B04P010L03_K_03,125,29,229,183
M001B04P010L03_K_04,164,38,172,209
M001B04P010L03_K_05,180,37,201,243
M001B04P010L03_K_06,29,9,206,32
M001B04P010L03_K_07,121,13,220,94
M001B04P010L03_K_08,164,24,139,205
M001B04P010L03_K_09,123,12,202,100
M001B04P010L03_K_10,193,48,214,288
M001B04P010L03_K_11,192,47,159,232
M001B04P010L03_K_12,157,41,148,211
M001B04P010L03_K_13,55,0,192,17
M001B04P010L03_K_14,185,28,133,172
M001B04P010L03_K_15,182,32,197,205
M001B04P010L03_K_16,164,51,151,266
M001B04P010L03_K_17,81,12,190,64
M001B04P010L03_K_18,191,44,158,216
M001B04P010L03_K_19,165,12,214,187
M001B04P010L03_K_20,180,43,161,207
M001B04P010L03_K_21,122,21,148,92
M001B04P010L03_K_22,158,34,113,173
M001B04P010L03_K_23,171,36,141,151
M001B04P010L03_K_24,173,29,109,145
M001B04P010L03_L_01,162,35,144,190
M001B04P010L03_L_02,117,11,152,53
M001B04P010L03_L_03,180,60,175,257
M001B04P010L03_L_04,172,37,141,171
M001B04P010L03_L_05,151,34,111,221
M001B04P010L03_L_06,156,12,163,87
M001B04P010L03_L_07,135,6,136,92
M001B04P010L03_L_08,184,25,113,152
M001B04P010L03_L_09,95,5,164,54
M001B04P010L03_L_10,137,42,102,154
M001B04P010L03_L_11,177,1,160,61
M001B04P010L03_L_12,181,31,179,158
M001B04P010L03_L_13,175,45,258,323
M001B04P010L03_L_14,177,33,211,251
M001B04P010L03_L_15,192,6,159,66
M001B04P010L03_L_16,151,7,91,57
M001B04P010L03_L_17,149,39,158,188
M001B04P010L03_L_18,185,25,143,128
M001B04P010L03_L_19,155,30,139,224
M001B04P010L03_L_20,188,34,194,222
M001B04P010L03_L_21,164,38,120,197
M001B04P010L03_L_22,190,44,119,278
M001B04P010L03_L_23,169,35,133,128
M001B04P010L03_L_24,169,24,143,171
M001B04P010L03_M_01,85,19,138,141
M001B04P010L03_M_02,141,24,110,173
M001B04P010L03_M_03,44,1,141,26
M001B04P010L03_M_04,159,25,220,156
M001B04P010L03_M_05,55,8,224,43
M001B04P010L03_M_06,96,25,137,90
M001B04P010L03_M_07,120,35,208,171
M001B04P010L03_M_08,156,32,172,242
M001B04P010L03_M_09,151,14,94,92
M001B04P010L03_M_10,182,21,182,196
M001B04P010L03_M_11,39,2,88,8
M001B04P010L03_M_12,176,29,149,188
M001B04P010L03_M_13,167,27,209,157
M001B04P010L03_M_14,60,5,118,30
M001B04P010L03_M_15,151,26,165,223
M001B04P010L03_M_16,171,20,150,181
M001B04P010L03_M_17,108,19,143,89
M001B04P010L03_M_18,169,40,124,238
M001B04P010L03_M_19,98,19,155,99
M001B04P010L03_M_20,167,33,120,169
