,Focused_Organoids,Blurry_Organoids,Focused_Shrapnel,Blurry_Shrapnel
M001B04P014L07_A_01,140,45,107,113
M001B04P014L07_A_02,147,58,117,160
M001B04P014L07_A_03,130,43,93,140
M001B04P014L07_A_04,156,38,119,98
M001B04P014L07_A_05,154,48,148,186
M001B04P014L07_A_06,139,40,91,104
M001B04P014L07_A_07,137,30,106,89
M001B04P014L07_A_08,161,43,101,172
M001B04P014L07_A_09,130,40,76,102
M001B04P014L07_A_10,132,42,93,136
M001B04P014L07_A_11,159,44,155,121
M001B04P014L07_A_12,149,42,94,117
M001B04P014L07_A_13,156,42,111,161
M001B04P014L07_A_14,152,32,98,101
M001B04P014L07_A_15,142,39,98,185
M001B04P014L07_A_16,118,48,72,121
M001B04P014L07_A_17,146,43,98,141
M001B04P014L07_A_18,121,48,85,124
M001B04P014L07_A_19,123,38,107,106
M001B04P014L07_A_20,133,52,85,163
M001B04P014L07_A_21,129,43,74,147
M001B04P014L07_A_22,113,59,77,172
M001B04P014L07_A_23,111,56,94,185
M001B04P014L07_A_24,116,55,108,150
M001B04P014L07_B_01,144,40,107,139
M001B04P014L07_B_02,154,46,117,168
M001B04P014L07_B_03,159,25,135,149
M001B04P014L07_B_04,148,48,122,176
M001B04P014L07_B_05,137,51,111,177
M001B04P014L07_B_06,142,42,156,193
M001B04P014L07_B_07,154,35,106,172
M001B04P014L07_B_08,130,50,101,136
M001B04P014L07_B_09,154,48,119,179
M001B04P014L07_B_10,141,43,139,191
M001B04P014L07_B_11,136,51,90,173
M001B04P014L07_B_12,164,39,129,159
M001B04P014L07_B_13,121,36,104,111
M001B04P014L07_B_14,132,40,83,120
M001B04P014L07_B_15,149,47,133,194
M001B04P014L07_B_16,132,51,83,108
M001B04P014L07_B_17,151,54,102,187
M001B04P014L07_B_18,164,43,132,143
M001B04P014L07_B_19,136,43,93,139
M001B04P014L07_B_20,135,40,121,146
M001B04P014L07_B_21,125,47,144,193
M001B04P014L07_B_22,148,47,112,146
M001B04P014L07_B_23,125,55,97,136
M001B04P014L07_B_24,129,44,104,136
M001B04P014L07_C_01,158,65,149,142
M001B04P014L07_C_02,151,58,117,231
M001B04P014L07_C_03,154,60,166,186
M001B04P014L07_C_04,171,58,155,223
M001B04P014L07_C_05,151,69,149,169
M001B04P014L07_C_06,127,65,92,137
M001B04P014L07_C_07,164,50,127,160
M001B04P014L07_C_08,181,46,155,188
M001B04P014L07_C_09,186,67,121,166
M001B04P014L07_C_10,149,46,99,144
M001B04P014L07_C_11,180,48,139,185
M001B04P014L07_C_12,170,49,125,222
M001B04P014L07_C_13,157,45,153,205
M001B04P014L07_C_14,188,54,110,197
M001B04P014L07_C_15,167,47,137,166
M001B04P014L07_C_16,175,49,130,186
M001B04P014L07_C_17,140,50,140,162
M001B04P014L07_C_18,164,42,127,161
M001B04P014L07_C_19,189,55,156,142
M001B04P014L07_C_20,146,44,115,176
M001B04P014L07_C_21,172,55,97,198
M001B04P014L07_C_22,136,46,104,173
M001B04P014L07_C_23,63,20,92,33
M001B04P014L07_C_24,169,63,101,193
M001B04P014L07_D_01,151,68,119,160
M001B04P014L07_D_02,155,50,127,195
M001B04P014L07_D_03,195,42,208,232
M001B04P014L07_D_04,172,56,148,230
M001B04P014L07_D_05,151,61,154,246
M001B04P014L07_D_06,135,58,108,168
M001B04P014L07_D_07,183,43,167,195
M001B04P014L07_D_08,174,58,149,213
M001B04P014L07_D_09,167,51,124,188
M001B04P014L07_D_10,168,49,103,142
M001B04P014L07_D_11,166,55,144,194
M001B04P014L07_D_12,181,60,140,192
M001B04P014L07_D_13,175,53,204,251
M001B04P014L07_D_14,194,77,169,371
M001B04P014L07_D_15,155,57,138,250
M001B04P014L07_D_16,172,47,153,191
M001B04P014L07_D_17,169,43,147,147
M001B04P014L07_D_18,156,45,123,160
M001B04P014L07_D_19,193,57,141,190
M001B04P014L07_D_20,185,59,144,263
M001B04P014L07_D_21,181,43,141,187
