,Focused_Organoids,Blurry_Organoids,Focused_Shrapnel,Blurry_Shrapnel
M001W01P008L07_A_01,44,22,8,24
M001W01P008L07_A_02,47,10,16,23
M001W01P008L07_A_03,51,6,10,32
M001W01P008L07_A_04,67,5,13,26
M001W01P008L07_A_05,35,23,10,27
M001W01P008L07_A_06,17,15,3,9
M001W01P008L07_A_07,27,11,6,17
M001W01P008L07_A_08,46,12,9,28
M001W01P008L07_A_09,21,40,0,26
M001W01P008L07_A_10,35,14,15,21
M001W01P008L07_A_11,19,18,0,16
M001W01P008L07_A_12,33,9,4,21
M001W01P008L07_A_13,47,12,13,32
M001W01P008L07_A_14,24,8,4,14
M001W01P008L07_A_15,55,8,11,28
M001W01P008L07_A_16,58,8,34,67
M001W01P008L07_A_17,40,9,9,26
M001W01P008L07_A_18,24,17,2,31
M001W01P008L07_A_19,48,12,4,18
M001W01P008L07_A_20,26,12,3,22
M001W01P008L07_A_21,31,23,9,11
M001W01P008L07_A_22,22,23,4,23
M001W01P008L07_A_23,33,15,4,24
M001W01P008L07_A_24,21,38,4,24
M001W01P008L07_B_01,33,10,5,22
M001W01P008L07_B_02,20,16,1,9
M001W01P008L07_B_03,23,14,0,16
M001W01P008L07_B_04,23,19,0,15
M001W01P008L07_B_05,21,9,2,13
M001W01P008L07_B_06,19,14,5,28
M001W01P008L07_B_07,13,19,1,15
M001W01P008L07_B_08,19,23,0,23
M001W01P008L07_B_09,18,12,2,26
M001W01P008L07_B_10,26,6,3,19
M001W01P008L07_B_11,13,13,3,16
M001W01P008L07_B_12,12,22,0,8
M001W01P008L07_B_13,8,20,1,10
M001W01P008L07_B_14,18,8,2,19
M001W01P008L07_B_15,17,21,1,17
M001W01P008L07_B_16,16,18,0,10
M001W01P008L07_B_17,7,24,1,17
M001W01P008L07_B_18,19,9,3,21
M001W01P008L07_B_19,18,11,4,13
M001W01P008L07_B_20,20,13,1,11
M001W01P008L07_B_21,24,5,2,13
M001W01P008L07_B_22,12,21,0,17
M001W01P008L07_B_23,13,11,1,14
M001W01P008L07_B_24,24,21,3,13
M001W01P008L07_C_01,35,2,13,19
M001W01P008L07_C_02,24,20,1,27
M001W01P008L07_C_03,15,16,2,8
M001W01P008L07_C_04,16,18,2,18
M001W01P008L07_C_05,31,9,1,8
M001W01P008L07_C_06,34,14,4,12
M001W01P008L07_C_07,43,7,2,31
M001W01P008L07_C_08,32,12,2,37
M001W01P008L07_C_09,21,16,1,12
M001W01P008L07_C_10,30,29,0,11
M001W01P008L07_C_11,27,4,3,20
M001W01P008L07_C_12,17,12,4,21
M001W01P008L07_C_13,23,6,1,27
M001W01P008L07_C_14,28,8,1,21
M001W01P008L07_C_15,30,10,1,9
M001W01P008L07_C_16,30,8,3,27
M001W01P008L07_C_17,17,14,0,14
M001W01P008L07_C_18,37,7,5,42
M001W01P008L07_C_19,29,21,6,46
