,Focused_Organoids,Blurry_Organoids,Focused_Shrapnel,Blurry_Shrapnel
M001A03P004L03_A_01,105,32,104,209
M001A03P004L03_A_02,119,20,95,177
M001A03P004L03_A_03,55,34,76,155
M001A03P004L03_A_04,104,45,116,181
M001A03P004L03_A_05,105,36,142,166
M001A03P004L03_A_06,18,13,34,87
M001A03P004L03_A_07,26,9,66,122
M001A03P004L03_A_08,51,21,59,117
M001A03P004L03_A_09,92,65,139,241
M001A03P004L03_A_10,98,27,106,174
M001A03P004L03_A_11,73,34,26,58
M001A03P004L03_A_12,63,20,69,99
M001A03P004L03_A_13,9,29,21,50
M001A03P004L03_A_14,112,11,127,141
M001A03P004L03_A_15,63,23,68,132
M001A03P004L03_A_16,82,15,82,125
M001A03P004L03_A_17,81,20,69,160
M001A03P004L03_A_18,77,28,73,128
M001A03P004L03_A_19,82,22,107,172
M001A03P004L03_A_20,49,13,43,107
M001A03P004L03_A_21,48,11,87,115
M001A03P004L03_A_22,67,22,100,137
M001A03P004L03_A_23,54,14,62,111
M001A03P004L03_A_24,124,36,87,177
M001A03P004L03_B_01,54,20,67,108
M001A03P004L03_B_02,97,22,90,151
M001A03P004L03_B_03,56,15,67,69
M001A03P004L03_B_04,56,23,50,86
M001A03P004L03_B_05,7,3,17,24
M001A03P004L03_B_06,113,22,96,178
M001A03P004L03_B_07,43,12,67,92
M001A03P004L03_B_08,79,29,91,171
M001A03P004L03_B_09,92,29,125,161
M001A03P004L03_B_10,76,17,57,120
M001A03P004L03_B_11,18,3,37,49
M001A03P004L03_B_12,86,13,57,125
M001A03P004L03_B_13,93,18,102,153
M001A03P004L03_B_14,15,8,23,46
M001A03P004L03_B_15,33,21,29,48
M001A03P004L03_B_16,64,18,66,127
M001A03P004L03_B_17,98,21,98,144
M001A03P004L03_B_18,141,20,89,119
M001A03P004L03_B_19,33,23,53,95
M001A03P004L03_B_20,165,24,144,208
M001A03P004L03_B_21,83,8,109,109
M001A03P004L03_B_22,79,38,66,119
M001A03P004L03_B_23,83,29,89,170
M001A03P004L03_B_24,111,32,82,164
M001A03P004L03_C_01,92,17,106,139
M001A03P004L03_C_02,111,20,78,157
M001A03P004L03_C_03,137,9,152,147
M001A03P004L03_C_04,87,29,90,150
M001A03P004L03_C_05,35,14,64,71
M001A03P004L03_C_06,106,17,93,116
M001A03P004L03_C_07,79,29,127,179
M001A03P004L03_C_08,143,33,119,186
M001A03P004L03_C_09,107,20,107,183
M001A03P004L03_C_10,48,9,58,108
M001A03P004L03_C_11,137,16,106,184
M001A03P004L03_C_12,142,19,159,213
M001A03P004L03_C_13,78,21,92,183
M001A03P004L03_C_14,75,12,149,141
M001A03P004L03_C_15,60,5,166,150
M001A03P004L03_C_16,87,32,97,129
M001A03P004L03_C_17,60,16,74,106
M001A03P004L03_C_18,115,21,121,189
M001A03P004L03_C_19,122,36,108,246
M001A03P004L03_C_20,130,17,122,187
M001A03P004L03_C_21,29,26,52,62
M001A03P004L03_C_22,127,17,153,204
