,Focused_Organoids,Blurry_Organoids,Focused_Shrapnel,Blurry_Shrapnel
M001K02P007L06_A_01,138,30,25,44
M001K02P007L06_A_02,108,22,29,56
M001K02P007L06_A_03,165,4,19,44
M001K02P007L06_A_04,111,33,22,23
M001K02P007L06_A_05,78,8,53,31
M001K02P007L06_A_06,134,14,32,35
M001K02P007L06_A_07,165,10,35,61
M001K02P007L06_A_08,157,15,29,41
M001K02P007L06_A_09,145,16,35,74
M001K02P007L06_A_10,157,13,34,42
M001K02P007L06_A_11,140,18,27,46
M001K02P007L06_A_12,144,23,38,53
M001K02P007L06_A_13,103,14,29,40
M001K02P007L06_A_14,114,33,14,34
M001K02P007L06_A_15,101,20,14,35
M001K02P007L06_A_16,106,22,28,36
M001K02P007L06_A_17,121,16,42,82
M001K02P007L06_A_18,86,25,28,44
M001K02P007L06_A_19,95,17,43,49
M001K02P007L06_A_20,148,23,24,45
M001K02P007L06_A_21,142,25,20,53
M001K02P007L06_A_22,126,19,22,49
M001K02P007L06_A_23,107,27,31,46
M001K02P007L06_A_24,128,14,19,46
M001K02P007L06_B_01,115,13,28,34
M001K02P007L06_B_02,126,28,19,49
M001K02P007L06_B_03,137,25,21,88
M001K02P007L06_B_04,135,21,18,71
M001K02P007L06_B_05,61,7,85,152
M001K02P007L06_B_06,165,9,41,72
M001K02P007L06_B_07,71,21,25,34
M001K02P007L06_B_08,154,9,27,56
M001K02P007L06_B_09,139,11,43,63
M001K02P007L06_B_10,155,13,15,41
M001K02P007L06_B_11,164,12,32,56
M001K02P007L06_B_12,150,17,36,70
M001K02P007L06_B_13,160,21,25,65
M001K02P007L06_B_14,140,17,18,63
M001K02P007L06_B_15,135,17,30,89
M001K02P007L06_B_16,131,15,16,41
M001K02P007L06_B_17,111,18,28,56
M001K02P007L06_B_18,99,38,24,47
M001K02P007L06_B_19,107,22,35,45
M001K02P007L06_B_20,100,18,23,51
M001K02P007L06_B_21,125,20,30,88
M001K02P007L06_B_22,106,25,13,54
M001K02P007L06_B_23,93,20,31,76
M001K02P007L06_B_24,115,27,34,55
M001K02P007L06_C_01,154,17,23,62
M001K02P007L06_C_02,153,17,18,39
M001K02P007L06_C_03,136,22,41,175
M001K02P007L06_C_04,166,13,36,43
M001K02P007L06_C_05,173,14,25,45
M001K02P007L06_C_06,166,16,54,47
M001K02P007L06_C_07,170,17,24,96
M001K02P007L06_C_08,195,7,33,36
M001K02P007L06_C_09,205,10,30,79
M001K02P007L06_C_10,172,18,31,58
M001K02P007L06_C_11,207,8,56,168
M001K02P007L06_C_12,151,13,31,75
M001K02P007L06_C_13,152,21,27,108
M001K02P007L06_C_14,162,10,54,54
M001K02P007L06_C_15,172,15,27,61
M001K02P007L06_C_16,161,22,23,51
M001K02P007L06_C_17,172,18,17,52
M001K02P007L06_C_18,75,8,15,42
M001K02P007L06_C_19,116,15,34,60
M001K02P007L06_C_20,85,2,25,36
M001K02P007L06_C_21,55,25,11,29
M001K02P007L06_C_22,65,18,25,36
M001K02P007L06_C_23,80,24,29,156
M001K02P007L06_C_24,145,23,32,52
M001K02P007L06_D_01,138,18,14,44
M001K02P007L06_D_02,136,23,16,51
M001K02P007L06_D_03,148,13,28,59
M001K02P007L06_D_04,160,15,25,62
M001K02P007L06_D_05,69,21,61,77
M001K02P007L06_D_06,167,14,21,89
M001K02P007L06_D_07,134,24,9,69
M001K02P007L06_D_08,175,13,44,174
M001K02P007L06_D_09,164,18,38,144
M001K02P007L06_D_10,179,25,41,97
M001K02P007L06_D_11,170,14,36,96
M001K02P007L06_D_12,174,21,24,174
M001K02P007L06_D_13,159,17,20,88
M001K02P007L06_D_14,162,16,30,170
M001K02P007L06_D_15,191,12,23,56
M001K02P007L06_D_16,121,14,72,124
M001K02P007L06_D_17,66,16,29,50
M001K02P007L06_D_18,52,22,10,56
M001K02P007L06_D_19,54,49,16,62
M001K02P007L06_D_20,67,16,20,40
M001K02P007L06_D_21,52,27,12,69
M001K02P007L06_D_22,62,27,17,54
M001K02P007L06_D_23,82,65,7,78
M001K02P007L06_D_24,56,61,4,43
M001K02P007L06_E_01,127,27,20,56
M001K02P007L06_E_02,170,9,19,49
M001K02P007L06_E_03,158,22,93,153
M001K02P007L06_E_04,174,7,25,45
M001K02P007L06_E_05,110,19,37,46
M001K02P007L06_E_06,176,13,27,84
M001K02P007L06_E_07,181,22,30,71
M001K02P007L06_E_08,202,7,40,48
M001K02P007L06_E_09,167,19,25,55
M001K02P007L06_E_10,160,12,30,58
M001K02P007L06_E_11,191,5,47,89
M001K02P007L06_E_12,176,12,29,71
M001K02P007L06_E_13,161,20,64,223
M001K02P007L06_E_14,190,19,27,123
M001K02P007L06_E_15,164,9,22,46
M001K02P007L06_E_16,145,13,18,60
M001K02P007L06_E_17,185,9,11,51
M001K02P007L06_E_18,183,13,24,99
M001K02P007L06_E_19,184,11,30,45
M001K02P007L06_E_20,181,13,28,74
M001K02P007L06_E_21,51,18,10,40
M001K02P007L06_E_22,64,16,22,52
M001K02P007L06_E_23,151,17,28,85
M001K02P007L06_E_24,169,13,24,68
M001K02P007L06_F_01,136,23,17,52
M001K02P007L06_F_02,128,6,29,68
M001K02P007L06_F_03,168,17,60,182
M001K02P007L06_F_04,178,15,45,154
M001K02P007L06_F_05,168,6,26,69
M001K02P007L06_F_06,167,13,30,56
M001K02P007L06_F_07,102,35,7,58
M001K02P007L06_F_08,190,10,22,63
M001K02P007L06_F_09,170,17,36,107
M001K02P007L06_F_10,176,10,22,46
M001K02P007L06_F_11,72,11,69,133
M001K02P007L06_F_12,169,15,33,62
M001K02P007L06_F_13,165,9,45,112
M001K02P007L06_F_14,188,21,23,66
M001K02P007L06_F_15,178,9,40,74
M001K02P007L06_F_16,175,10,19,77
M001K02P007L06_F_17,189,19,30,58
M001K02P007L06_F_18,184,12,39,87
M001K02P007L06_F_19,161,19,28,63
M001K02P007L06_F_20,184,5,38,70
M001K02P007L06_F_21,66,2,23,34
M001K02P007L06_F_22,62,17,15,35
M001K02P007L06_F_23,131,28,20,44
M001K02P007L06_F_24,126,31,37,100
M001K02P007L06_G_01,151,14,22,55
M001K02P007L06_G_02,184,12,16,69
M001K02P007L06_G_03,190,9,36,58
M001K02P007L06_G_04,167,23,42,151
M001K02P007L06_G_05,172,8,19,59
M001K02P007L06_G_06,179,15,31,58
M001K02P007L06_G_07,183,18,32,66
M001K02P007L06_G_08,179,20,28,56
M001K02P007L06_G_09,160,13,27,83
M001K02P007L06_G_10,180,14,35,60
M001K02P007L06_G_11,181,16,32,113
M001K02P007L06_G_12,173,9,12,72
M001K02P007L06_G_13,168,8,59,126
M001K02P007L06_G_14,180,14,36,53
M001K02P007L06_G_15,176,18,49,202
M001K02P007L06_G_16,157,24,37,104
M001K02P007L06_G_17,173,19,18,56
M001K02P007L06_G_18,189,13,65,136
M001K02P007L06_G_19,159,6,62,99
M001K02P007L06_G_20,179,12,22,86
M001K02P007L06_G_21,70,6,31,55
M001K02P007L06_G_22,59,31,15,66
M001K02P007L06_G_23,142,33,23,51
M001K02P007L06_G_24,168,16,28,59
M001K02P007L06_H_01,158,11,19,48
M001K02P007L06_H_02,140,13,25,48
M001K02P007L06_H_03,189,10,36,40
M001K02P007L06_H_04,177,8,32,51
M001K02P007L06_H_05,163,10,23,91
M001K02P007L06_H_06,171,14,28,104
M001K02P007L06_H_07,145,9,28,61
M001K02P007L06_H_08,179,14,36,98
M001K02P007L06_H_09,173,9,38,59
M001K02P007L06_H_10,157,27,29,91
M001K02P007L06_H_11,178,12,31,132
M001K02P007L06_H_12,185,14,35,127
M001K02P007L06_H_13,172,16,29,146
M001K02P007L06_H_14,184,9,28,79
M001K02P007L06_H_15,133,26,23,60
M001K02P007L06_H_16,173,8,29,54
M001K02P007L06_H_17,35,42,41,314
M001K02P007L06_H_18,163,16,37,99
M001K02P007L06_H_19,140,24,68,249
M001K02P007L06_H_20,178,7,25,72
M001K02P007L06_H_21,173,21,57,153
M001K02P007L06_H_22,72,6,31,48
M001K02P007L06_H_23,163,16,19,74
M001K02P007L06_H_24,172,18,31,52
M001K02P007L06_I_01,122,15,36,44
M001K02P007L06_I_02,171,5,30,58
M001K02P007L06_I_03,176,14,39,110
M001K02P007L06_I_04,183,8,42,45
M001K02P007L06_I_05,175,2,38,57
M001K02P007L06_I_06,157,16,36,64
M001K02P007L06_I_07,152,15,29,52
M001K02P007L06_I_08,175,18,13,72
M001K02P007L06_I_09,173,16,30,114
M001K02P007L06_I_10,156,22,29,137
M001K02P007L06_I_11,182,18,23,51
M001K02P007L06_I_12,172,23,26,52
M001K02P007L06_I_13,172,9,52,84
M001K02P007L06_I_14,170,11,32,62
M001K02P007L06_I_15,170,19,16,69
M001K02P007L06_I_16,186,7,23,73
M001K02P007L06_I_17,84,42,57,129
M001K02P007L06_I_18,167,20,49,100
M001K02P007L06_I_19,179,12,44,71
M001K02P007L06_I_20,179,17,31,81
M001K02P007L06_I_21,66,9,30,76
M001K02P007L06_I_22,83,4,14,41
M001K02P007L06_I_23,69,58,14,46
M001K02P007L06_I_24,138,14,20,66
M001K02P007L06_J_01,165,7,28,58
M001K02P007L06_J_02,172,18,15,50
M001K02P007L06_J_03,165,8,26,72
M001K02P007L06_J_04,169,9,23,36
M001K02P007L06_J_05,99,25,22,38
M001K02P007L06_J_06,180,9,42,112
M001K02P007L06_J_07,191,3,28,73
M001K02P007L06_J_08,173,9,25,52
M001K02P007L06_J_09,156,16,37,75
M001K02P007L06_J_10,173,9,42,136
M001K02P007L06_J_11,190,12,32,35
M001K02P007L06_J_12,159,21,34,80
M001K02P007L06_J_13,172,13,30,68
M001K02P007L06_J_14,136,23,19,50
M001K02P007L06_J_15,170,10,30,59
M001K02P007L06_J_16,181,16,28,74
M001K02P007L06_J_17,159,18,34,74
M001K02P007L06_J_18,186,13,85,203
M001K02P007L06_J_19,170,15,27,66
M001K02P007L06_J_20,177,18,91,181
M001K02P007L06_J_21,56,19,24,41
M001K02P007L06_J_22,62,6,18,22
M001K02P007L06_J_23,144,26,31,69
M001K02P007L06_J_24,118,28,28,63
M001K02P007L06_K_01,112,23,18,47
M001K02P007L06_K_02,161,17,23,77
M001K02P007L06_K_03,185,16,27,95
M001K02P007L06_K_04,160,16,23,46
M001K02P007L06_K_05,165,23,35,54
M001K02P007L06_K_06,177,6,31,37
M001K02P007L06_K_07,188,23,20,42
M001K02P007L06_K_08,165,12,36,118
M001K02P007L06_K_09,188,14,49,124
M001K02P007L06_K_10,186,6,39,44
M001K02P007L06_K_11,185,8,33,49
M001K02P007L06_K_12,164,19,29,67
M001K02P007L06_K_13,148,15,37,66
M001K02P007L06_K_14,156,22,23,60
M001K02P007L06_K_15,159,19,32,59
M001K02P007L06_K_16,174,15,24,102
M001K02P007L06_K_17,175,22,13,49
M001K02P007L06_K_18,173,13,37,66
M001K02P007L06_K_19,149,13,24,58
M001K02P007L06_K_20,162,17,30,78
M001K02P007L06_K_21,167,16,25,62
M001K02P007L06_K_22,76,12,19,61
M001K02P007L06_K_23,144,13,20,43
M001K02P007L06_K_24,136,21,18,59
M001K02P007L06_L_01,137,25,12,56
M001K02P007L06_L_02,165,12,33,46
M001K02P007L06_L_03,158,12,17,58
M001K02P007L06_L_04,164,10,30,74
M001K02P007L06_L_05,169,12,22,44
M001K02P007L06_L_06,160,12,18,51
M001K02P007L06_L_07,129,21,22,39
M001K02P007L06_L_08,171,11,22,39
M001K02P007L06_L_09,147,16,28,103
M001K02P007L06_L_10,168,18,55,150
M001K02P007L06_L_11,165,10,28,81
M001K02P007L06_L_12,163,16,30,74
M001K02P007L06_L_13,167,22,51,198
M001K02P007L06_L_14,169,13,51,187
M001K02P007L06_L_15,110,27,29,132
M001K02P007L06_L_16,161,23,32,119
M001K02P007L06_L_17,160,25,23,50
M001K02P007L06_L_18,161,27,46,96
M001K02P007L06_L_19,141,27,24,69
M001K02P007L06_L_20,168,14,33,98
M001K02P007L06_L_21,70,20,32,121
M001K02P007L06_L_22,43,43,4,36
M001K02P007L06_L_23,139,25,160,595
M001K02P007L06_L_24,60,70,5,32
M001K02P007L06_M_01,148,11,19,44
M001K02P007L06_M_02,140,16,18,44
M001K02P007L06_M_03,167,17,30,91
M001K02P007L06_M_04,167,17,25,39
M001K02P007L06_M_05,147,15,29,43
M001K02P007L06_M_06,184,6,38,83
M001K02P007L06_M_07,159,10,27,35
