,Focused_Organoids,Blurry_Organoids,Focused_Shrapnel,Blurry_Shrapnel
M001K02P004L03_A_01,146,9,14,52
M001K02P004L03_A_02,106,17,24,68
M001K02P004L03_A_03,92,16,12,68
M001K02P004L03_A_04,95,27,22,76
M001K02P004L03_A_05,84,21,14,32
M001K02P004L03_A_06,44,6,14,76
M001K02P004L03_A_07,37,6,45,73
M001K02P004L03_A_08,98,27,12,48
M001K02P004L03_A_09,111,15,6,52
M001K02P004L03_A_10,122,18,15,64
M001K02P004L03_A_11,74,19,23,52
M001K02P004L03_A_12,118,11,5,66
M001K02P004L03_A_13,84,23,8,50
M001K02P004L03_A_14,113,15,5,65
M001K02P004L03_A_15,104,24,11,60
M001K02P004L03_A_16,124,22,17,65
M001K02P004L03_A_17,81,9,94,229
M001K02P004L03_A_18,109,17,17,48
M001K02P004L03_A_19,87,16,13,43
M001K02P004L03_A_20,95,28,11,52
M001K02P004L03_A_21,63,14,62,88
M001K02P004L03_A_22,152,11,13,55
M001K02P004L03_A_23,163,12,17,51
M001K02P004L03_A_24,164,12,14,61
M001K02P004L03_B_01,113,21,19,82
M001K02P004L03_B_02,141,21,12,94
M001K02P004L03_B_03,121,15,21,70
M001K02P004L03_B_04,114,17,12,51
M001K02P004L03_B_05,40,5,25,66
M001K02P004L03_B_06,115,20,13,73
M001K02P004L03_B_07,109,22,20,26
M001K02P004L03_B_08,100,13,11,37
M001K02P004L03_B_09,70,19,26,85
M001K02P004L03_B_10,95,27,10,70
M001K02P004L03_B_11,67,13,15,38
M001K02P004L03_B_12,142,16,5,53
M001K02P004L03_B_13,110,22,8,41
M001K02P004L03_B_14,88,21,12,48
M001K02P004L03_B_15,111,14,12,63
M001K02P004L03_B_16,99,21,19,63
M001K02P004L03_B_17,65,16,58,165
M001K02P004L03_B_18,116,11,13,47
M001K02P004L03_B_19,93,20,8,72
M001K02P004L03_B_20,99,15,5,51
M001K02P004L03_B_21,101,26,7,66
M001K02P004L03_B_22,103,17,9,44
M001K02P004L03_B_23,105,20,5,57
M001K02P004L03_B_24,79,35,14,59
M001K02P004L03_C_01,133,18,12,56
M001K02P004L03_C_02,119,12,8,39
M001K02P004L03_C_03,79,30,7,92
M001K02P004L03_C_04,131,20,8,50
M001K02P004L03_C_05,55,11,12,22
M001K02P004L03_C_06,148,8,15,62
M001K02P004L03_C_07,103,10,24,43
M001K02P004L03_C_08,133,13,12,41
M001K02P004L03_C_09,132,12,17,51
M001K02P004L03_C_10,106,18,19,33
M001K02P004L03_C_11,114,12,5,47
M001K02P004L03_C_12,111,14,23,135
M001K02P004L03_C_13,110,16,11,32
M001K02P004L03_C_14,104,11,26,59
M001K02P004L03_C_15,69,12,14,52
M001K02P004L03_C_16,118,12,10,45
M001K02P004L03_C_17,86,20,21,52
M001K02P004L03_C_18,127,17,26,97
M001K02P004L03_C_19,102,30,15,46
M001K02P004L03_C_20,120,24,18,122
M001K02P004L03_C_21,72,23,15,54
M001K02P004L03_C_22,111,20,12,45
M001K02P004L03_C_23,130,22,23,86
M001K02P004L03_C_24,147,19,17,59
M001K02P004L03_D_01,145,13,9,53
M001K02P004L03_D_02,135,18,6,56
M001K02P004L03_D_03,132,16,4,68
M001K02P004L03_D_04,134,18,19,60
M001K02P004L03_D_05,115,25,17,91
M001K02P004L03_D_06,98,18,9,83
M001K02P004L03_D_07,99,23,12,67
M001K02P004L03_D_08,90,25,12,87
M001K02P004L03_D_09,46,20,8,29
M001K02P004L03_D_10,123,15,7,57
M001K02P004L03_D_11,110,20,9,64
M001K02P004L03_D_12,156,10,17,45
M001K02P004L03_D_13,94,22,7,54
M001K02P004L03_D_14,118,18,6,43
M001K02P004L03_D_15,103,23,14,64
M001K02P004L03_D_16,110,18,20,89
M001K02P004L03_D_17,75,30,8,47
M001K02P004L03_D_18,110,16,12,46
M001K02P004L03_D_19,56,26,18,46
M001K02P004L03_D_20,108,17,16,34
M001K02P004L03_D_21,96,21,12,80
M001K02P004L03_D_22,88,23,8,64
M001K02P004L03_D_23,112,27,4,55
M001K02P004L03_D_24,108,21,12,47
M001K02P004L03_E_01,108,26,10,89
M001K02P004L03_E_02,168,13,12,49
M001K02P004L03_E_03,133,15,11,76
M001K02P004L03_E_04,118,25,10,46
M001K02P004L03_E_05,44,2,51,77
M001K02P004L03_E_06,102,7,18,40
M001K02P004L03_E_07,70,19,8,37
M001K02P004L03_E_08,138,18,7,44
M001K02P004L03_E_09,146,15,10,63
M001K02P004L03_E_10,93,24,38,239
M001K02P004L03_E_11,99,13,19,69
M001K02P004L03_E_12,136,8,11,45
M001K02P004L03_E_13,42,2,47,96
M001K02P004L03_E_14,74,16,9,34
M001K02P004L03_E_15,131,16,10,56
M001K02P004L03_E_16,122,13,15,65
M001K02P004L03_E_17,63,15,23,28
M001K02P004L03_E_18,113,20,12,37
M001K02P004L03_E_19,117,15,14,47
M001K02P004L03_E_20,115,16,9,52
M001K02P004L03_E_21,134,13,11,39
M001K02P004L03_E_22,110,18,8,54
M001K02P004L03_E_23,107,29,7,55
M001K02P004L03_E_24,104,17,12,61
M001K02P004L03_F_01,84,22,5,65
M001K02P004L03_F_02,100,19,15,57
M001K02P004L03_F_03,137,13,13,63
M001K02P004L03_F_04,145,16,13,58
M001K02P004L03_F_05,95,15,12,43
M001K02P004L03_F_06,107,18,3,55
M001K02P004L03_F_07,88,21,21,69
M001K02P004L03_F_08,118,22,16,49
M001K02P004L03_F_09,70,18,9,39
M001K02P004L03_F_10,81,26,12,63
M001K02P004L03_F_11,111,18,11,44
M001K02P004L03_F_12,118,18,9,45
M001K02P004L03_F_13,88,26,13,40
M001K02P004L03_F_14,110,20,7,35
M001K02P004L03_F_15,124,21,9,46
M001K02P004L03_F_16,89,27,14,40
M001K02P004L03_F_17,87,26,15,42
M001K02P004L03_F_18,96,14,8,58
M001K02P004L03_F_19,115,30,18,129
M001K02P004L03_F_20,78,19,31,184
M001K02P004L03_F_21,92,14,9,34
M001K02P004L03_F_22,119,17,12,50
M001K02P004L03_F_23,129,19,11,68
M001K02P004L03_F_24,94,22,5,69
M001K02P004L03_G_01,97,9,28,41
M001K02P004L03_G_02,134,19,3,71
M001K02P004L03_G_03,143,15,40,67
M001K02P004L03_G_04,131,28,13,147
M001K02P004L03_G_05,111,29,7,63
M001K02P004L03_G_06,108,10,12,53
M001K02P004L03_G_07,83,7,19,63
M001K02P004L03_G_08,131,18,11,98
M001K02P004L03_G_09,142,21,8,67
M001K02P004L03_G_10,96,31,6,57
M001K02P004L03_G_11,127,23,6,47
M001K02P004L03_G_12,137,11,15,45
M001K02P004L03_G_13,119,22,8,52
M001K02P004L03_G_14,95,17,15,57
M001K02P004L03_G_15,137,17,9,64
M001K02P004L03_G_16,129,17,10,71
M001K02P004L03_G_17,96,11,13,50
M001K02P004L03_G_18,97,28,11,80
M001K02P004L03_G_19,113,17,13,50
M001K02P004L03_G_20,135,17,15,56
M001K02P004L03_G_21,135,10,17,82
M001K02P004L03_G_22,111,23,15,63
M001K02P004L03_G_23,101,23,22,88
