,Focused_Organoids,Blurry_Organoids,Focused_Shrapnel,Blurry_Shrapnel
D018T01P901L02_A_01,137,66,6,112
D018T01P901L02_A_02,125,72,3,71
D018T01P901L02_A_03,156,32,4,63
D018T01P901L02_A_04,171,30,4,75
D018T01P901L02_A_05,149,62,4,65
D018T01P901L02_A_06,145,51,2,42
D018T01P901L02_A_07,189,32,8,45
D018T01P901L02_A_08,132,27,21,504
D018T01P901L02_A_09,142,52,4,55
D018T01P901L02_A_10,161,40,4,75
D018T01P901L02_A_11,170,48,1,54
D018T01P901L02_A_12,156,26,6,201
D018T01P901L02_A_13,152,47,3,74
D018T01P901L02_A_14,139,61,7,45
D018T01P901L02_A_15,141,60,4,60
D018T01P901L02_A_16,140,48,1,71
D018T01P901L02_A_17,157,35,10,299
D018T01P901L02_A_18,161,34,5,81
D018T01P901L02_A_19,148,39,4,75
D018T01P901L02_A_20,183,33,5,58
D018T01P901L02_A_21,137,43,6,49
D018T01P901L02_A_22,155,32,9,77
D018T01P901L02_A_23,124,66,6,60
D018T01P901L02_A_24,121,42,2,62
D018T01P901L02_B_01,181,49,8,95
D018T01P901L02_B_02,168,30,5,94
D018T01P901L02_B_03,152,38,2,73
D018T01P901L02_B_04,141,57,4,51
D018T01P901L02_B_05,143,25,11,68
D018T01P901L02_B_06,131,58,3,54
D018T01P901L02_B_07,131,73,1,226
D018T01P901L02_B_08,148,44,4,49
D018T01P901L02_B_09,172,43,4,71
D018T01P901L02_B_10,146,43,3,58
D018T01P901L02_B_11,146,52,6,52
D018T01P901L02_B_12,156,41,1,59
D018T01P901L02_B_13,184,42,1,48
D018T01P901L02_B_14,156,42,7,49
D018T01P901L02_B_15,113,146,2,370
D018T01P901L02_B_16,162,41,4,47
D018T01P901L02_B_17,132,33,7,308
D018T01P901L02_B_18,141,39,6,75
D018T01P901L02_B_19,190,35,6,322
D018T01P901L02_B_20,158,41,3,62
D018T01P901L02_B_21,166,61,4,79
D018T01P901L02_B_22,140,58,5,70
D018T01P901L02_B_23,170,38,2,73
D018T01P901L02_B_24,155,31,3,53
D018T01P901L02_C_01,174,45,6,83
D018T01P901L02_C_02,138,49,7,88
D018T01P901L02_C_03,203,29,10,99
D018T01P901L02_C_04,142,56,2,58
D018T01P901L02_C_05,140,37,4,76
D018T01P901L02_C_06,158,43,4,47
D018T01P901L02_C_07,160,27,4,50
D018T01P901L02_C_08,181,21,7,64
D018T01P901L02_C_09,138,12,12,200
D018T01P901L02_C_10,169,43,7,124
D018T01P901L02_C_11,154,58,2,57
D018T01P901L02_C_12,175,42,4,44
D018T01P901L02_C_13,182,38,2,60
D018T01P901L02_C_14,159,24,7,67
D018T01P901L02_C_15,150,46,1,77
D018T01P901L02_C_16,155,55,4,64
D018T01P901L02_C_17,180,36,3,56
D018T01P901L02_C_18,166,24,12,222
D018T01P901L02_C_19,140,44,0,49
D018T01P901L02_C_20,163,40,8,57
D018T01P901L02_C_21,201,21,10,108
D018T01P901L02_C_22,168,32,4,52
D018T01P901L02_C_23,158,45,3,55
D018T01P901L02_C_24,165,35,5,41
D018T01P901L02_D_01,187,46,5,71
D018T01P901L02_D_02,133,62,4,58
D018T01P901L02_D_03,178,21,5,58
D018T01P901L02_D_04,145,54,1,65
D018T01P901L02_D_05,151,26,8,150
D018T01P901L02_D_06,131,49,4,58
D018T01P901L02_D_07,119,31,3,283
D018T01P901L02_D_08,167,31,1,52
D018T01P901L02_D_09,144,12,15,241
D018T01P901L02_D_10,114,51,3,97
D018T01P901L02_D_11,160,45,9,57
D018T01P901L02_D_12,151,56,4,46
D018T01P901L02_D_13,160,43,2,45
D018T01P901L02_D_14,165,50,6,58
D018T01P901L02_D_15,206,33,2,54
D018T01P901L02_D_16,159,57,5,57
D018T01P901L02_D_17,166,35,8,76
D018T01P901L02_D_18,160,33,1,42
D018T01P901L02_D_19,192,24,12,79
D018T01P901L02_D_20,141,57,5,43
D018T01P901L02_D_21,148,43,7,62
D018T01P901L02_D_22,154,46,6,52
D018T01P901L02_D_23,166,27,5,58
D018T01P901L02_D_24,161,48,2,45
D018T01P901L02_E_01,107,37,6,196
D018T01P901L02_E_02,148,52,3,80
D018T01P901L02_E_03,106,90,4,238
D018T01P901L02_E_04,134,61,1,63
D018T01P901L02_E_05,159,39,6,171
D018T01P901L02_E_06,152,35,3,54
D018T01P901L02_E_07,142,61,3,71
D018T01P901L02_E_08,132,72,3,55
D018T01P901L02_E_09,158,32,2,71
D018T01P901L02_E_10,169,39,1,63
D018T01P901L02_E_11,126,68,3,98
D018T01P901L02_E_12,137,75,7,59
D018T01P901L02_E_13,150,55,3,74
D018T01P901L02_E_14,165,36,1,54
D018T01P901L02_E_15,150,44,3,53
D018T01P901L02_E_16,165,32,5,56
D018T01P901L02_E_17,167,42,3,30
D018T01P901L02_E_18,161,28,4,75
D018T01P901L02_E_19,149,52,5,60
D018T01P901L02_E_20,175,25,22,255
D018T01P901L02_E_21,86,60,24,384
D018T01P901L02_E_22,165,35,5,42
D018T01P901L02_E_23,145,43,2,61
D018T01P901L02_E_24,135,40,3,33
D018T01P901L02_F_01,130,26,19,319
D018T01P901L02_F_02,156,34,7,58
D018T01P901L02_F_03,164,43,7,48
D018T01P901L02_F_04,159,33,7,50
D018T01P901L02_F_05,160,47,6,42
D018T01P901L02_F_06,153,37,6,58
D018T01P901L02_F_07,120,19,4,112
D018T01P901L02_F_08,164,31,4,36
D018T01P901L02_F_09,172,35,7,37
D018T01P901L02_F_10,148,18,11,126
D018T01P901L02_F_11,158,36,5,59
D018T01P901L02_F_12,162,48,5,61
D018T01P901L02_F_13,164,49,5,52
D018T01P901L02_F_14,187,37,3,39
D018T01P901L02_F_15,123,75,1,117
D018T01P901L02_F_16,138,59,7,53
D018T01P901L02_F_17,154,22,12,81
D018T01P901L02_F_18,145,54,4,59
D018T01P901L02_F_19,147,47,4,49
D018T01P901L02_F_20,144,65,3,50
D018T01P901L02_F_21,153,40,9,62
D018T01P901L02_F_22,140,51,4,74
D018T01P901L02_F_23,147,56,1,67
D018T01P901L02_F_24,114,37,0,41
D018T01P901L02_G_01,99,47,2,136
D018T01P901L02_G_02,141,70,5,77
D018T01P901L02_G_03,131,33,5,169
D018T01P901L02_G_04,131,37,1,48
D018T01P901L02_G_05,142,33,3,73
D018T01P901L02_G_06,157,56,3,69
D018T01P901L02_G_07,152,62,7,60
D018T01P901L02_G_08,153,41,1,68
D018T01P901L02_G_09,135,57,5,59
D018T01P901L02_G_10,132,34,21,403
D018T01P901L02_G_11,165,57,3,65
D018T01P901L02_G_12,130,56,1,55
D018T01P901L02_G_13,166,29,6,65
D018T01P901L02_G_14,157,54,2,84
D018T01P901L02_G_15,156,41,2,79
D018T01P901L02_G_16,180,35,3,71
D018T01P901L02_G_17,168,24,20,283
D018T01P901L02_G_18,150,38,6,68
