,Focused_Organoids,Blurry_Organoids,Focused_Shrapnel,Blurry_Shrapnel
M001K02P010L03_A_01,118,8,2,48
M001K02P010L03_A_02,131,22,10,60
M001K02P010L03_A_03,140,8,17,44
M001K02P010L03_A_04,117,27,13,54
M001K02P010L03_A_05,127,16,12,72
M001K02P010L03_A_06,52,21,17,89
M001K02P010L03_A_07,42,4,32,82
M001K02P010L03_A_08,138,14,7,54
M001K02P010L03_A_09,126,21,9,60
M001K02P010L03_A_10,143,7,8,43
M001K02P010L03_A_11,96,20,12,77
M001K02P010L03_A_12,144,8,9,48
M001K02P010L03_A_13,114,12,7,76
M001K02P010L03_A_14,163,9,11,54
M001K02P010L03_A_15,144,18,24,114
M001K02P010L03_A_16,130,20,17,55
M001K02P010L03_A_17,82,6,32,151
M001K02P010L03_A_18,119,20,13,41
M001K02P010L03_A_19,112,17,14,45
M001K02P010L03_A_20,145,14,19,27
M001K02P010L03_A_21,112,21,5,39
M001K02P010L03_A_22,138,18,24,203
M001K02P010L03_A_23,112,24,9,49
M001K02P010L03_A_24,116,21,11,74
M001K02P010L03_B_01,105,22,11,64
M001K02P010L03_B_02,126,18,9,60
M001K02P010L03_B_03,109,16,24,67
M001K02P010L03_B_04,114,11,9,61
M001K02P010L03_B_05,40,11,24,74
M001K02P010L03_B_06,110,31,23,96
M001K02P010L03_B_07,116,16,10,39
M001K02P010L03_B_08,78,16,9,50
M001K02P010L03_B_09,75,21,39,132
M001K02P010L03_B_10,133,13,10,60
M001K02P010L03_B_11,64,23,7,29
M001K02P010L03_B_12,100,17,11,44
M001K02P010L03_B_13,97,7,8,30
M001K02P010L03_B_14,93,17,7,31
M001K02P010L03_B_15,111,9,11,33
M001K02P010L03_B_16,106,28,11,44
M001K02P010L03_B_17,75,12,61,164
M001K02P010L03_B_18,105,7,7,56
M001K02P010L03_B_19,106,15,15,49
M001K02P010L03_B_20,121,17,11,53
M001K02P010L03_B_21,130,22,4,59
M001K02P010L03_B_22,107,17,6,48
M001K02P010L03_B_23,100,15,18,47
M001K02P010L03_B_24,96,21,9,29
M001K02P010L03_C_01,127,16,4,56
M001K02P010L03_C_02,142,20,9,55
