,Focused_Organoids,Blurry_Organoids,Focused_Shrapnel,Blurry_Shrapnel
M001W01P014L07_A_01,44,44,4,18
M001W01P014L07_A_02,39,45,4,21
M001W01P014L07_A_03,79,47,11,30
M001W01P014L07_A_04,65,27,3,20
M001W01P014L07_A_05,57,45,2,12
M001W01P014L07_A_06,59,29,5,19
M001W01P014L07_A_07,70,25,6,15
M001W01P014L07_A_08,62,42,5,23
M001W01P014L07_A_09,81,32,12,14
M001W01P014L07_A_10,53,29,8,23
M001W01P014L07_A_11,52,45,4,16
M001W01P014L07_A_12,59,28,7,21
M001W01P014L07_A_13,52,38,6,12
M001W01P014L07_A_14,58,44,4,26
M001W01P014L07_A_15,67,36,5,15
M001W01P014L07_A_16,92,27,9,31
M001W01P014L07_A_17,84,37,6,13
M001W01P014L07_A_18,58,44,3,15
M001W01P014L07_A_19,57,43,5,25
M001W01P014L07_A_20,56,34,3,17
M001W01P014L07_A_21,51,29,2,21
M001W01P014L07_A_22,42,30,1,18
M001W01P014L07_A_23,43,49,1,10
M001W01P014L07_A_24,49,58,0,19
M001W01P014L07_B_01,42,39,2,38
M001W01P014L07_B_02,57,38,3,19
M001W01P014L07_B_03,71,26,2,19
M001W01P014L07_B_04,81,29,2,17
M001W01P014L07_B_05,79,27,5,15
M001W01P014L07_B_06,73,47,1,19
M001W01P014L07_B_07,81,27,5,22
M001W01P014L07_B_08,92,30,8,11
M001W01P014L07_B_09,104,13,14,20
M001W01P014L07_B_10,73,22,5,21
M001W01P014L07_B_11,82,25,4,24
M001W01P014L07_B_12,75,23,6,28
M001W01P014L07_B_13,48,38,5,33
M001W01P014L07_B_14,68,36,30,65
M001W01P014L07_B_15,64,32,3,14
M001W01P014L07_B_16,68,28,0,15
M001W01P014L07_B_17,66,33,5,18
M001W01P014L07_B_18,82,46,12,38
M001W01P014L07_B_19,61,35,3,23
M001W01P014L07_B_20,73,39,6,22
M001W01P014L07_B_21,60,40,2,14
M001W01P014L07_B_22,53,36,0,20
M001W01P014L07_B_23,56,53,2,17
M001W01P014L07_B_24,28,43,2,11
M001W01P014L07_C_01,64,39,8,23
M001W01P014L07_C_02,69,33,2,24
M001W01P014L07_C_03,55,23,18,47
M001W01P014L07_C_04,59,36,4,20
M001W01P014L07_C_05,70,28,8,20
M001W01P014L07_C_06,74,23,4,21
M001W01P014L07_C_07,69,27,8,13
M001W01P014L07_C_08,91,29,5,18
M001W01P014L07_C_09,88,22,6,22
M001W01P014L07_C_10,80,28,9,24
M001W01P014L07_C_11,95,32,6,14
M001W01P014L07_C_12,90,33,13,16
M001W01P014L07_C_13,76,21,4,19
M001W01P014L07_C_14,61,35,6,45
M001W01P014L07_C_15,79,28,6,14
M001W01P014L07_C_16,69,35,4,21
M001W01P014L07_C_17,96,17,5,18
M001W01P014L07_C_18,82,24,1,23
M001W01P014L07_C_19,68,45,9,32
M001W01P014L07_C_20,79,46,2,27
M001W01P014L07_C_21,59,40,5,19
M001W01P014L07_C_22,61,46,3,17
M001W01P014L07_C_23,21,9,7,29
M001W01P014L07_C_24,66,44,5,20
M001W01P014L07_D_01,42,35,2,30
M001W01P014L07_D_02,57,25,5,13
M001W01P014L07_D_03,71,20,5,26
M001W01P014L07_D_04,82,19,7,23
M001W01P014L07_D_05,83,20,3,26
M001W01P014L07_D_06,79,27,5,23
M001W01P014L07_D_07,81,26,6,16
M001W01P014L07_D_08,65,30,4,19
M001W01P014L07_D_09,90,14,7,21
M001W01P014L07_D_10,66,29,8,18
M001W01P014L07_D_11,74,19,6,14
M001W01P014L07_D_12,89,24,8,24
M001W01P014L07_D_13,88,35,1,24
M001W01P014L07_D_14,71,26,4,22
M001W01P014L07_D_15,81,17,5,28
M001W01P014L07_D_16,91,30,1,16
M001W01P014L07_D_17,67,34,3,22
M001W01P014L07_D_18,90,34,4,17
M001W01P014L07_D_19,73,38,13,27
M001W01P014L07_D_20,86,24,2,33
M001W01P014L07_D_21,70,36,2,15
M001W01P014L07_D_22,65,45,1,19
M001W01P014L07_D_23,74,46,2,21
M001W01P014L07_D_24,57,37,4,22
M001W01P014L07_E_01,60,35,3,14
M001W01P014L07_E_02,80,28,10,33
M001W01P014L07_E_03,82,14,7,25
M001W01P014L07_E_04,121,17,29,91
M001W01P014L07_E_05,83,23,8,17
M001W01P014L07_E_06,88,20,5,27
M001W01P014L07_E_07,89,20,11,23
M001W01P014L07_E_08,104,7,10,32
M001W01P014L07_E_09,79,22,4,23
M001W01P014L07_E_10,78,33,4,14
M001W01P014L07_E_11,85,29,3,33
M001W01P014L07_E_12,89,14,15,29
M001W01P014L07_E_13,86,23,4,26
M001W01P014L07_E_14,73,26,15,27
M001W01P014L07_E_15,94,29,10,33
M001W01P014L07_E_16,67,31,2,24
M001W01P014L07_E_17,49,21,8,32
M001W01P014L07_E_18,69,41,1,19
M001W01P014L07_E_19,70,30,2,23
M001W01P014L07_E_20,104,24,5,23
M001W01P014L07_E_21,63,39,2,25
M001W01P014L07_E_22,76,57,2,25
M001W01P014L07_E_23,75,42,4,28
M001W01P014L07_E_24,73,34,5,23
M001W01P014L07_F_01,59,43,2,14
M001W01P014L07_F_02,75,38,4,34
M001W01P014L07_F_03,69,29,6,27
M001W01P014L07_F_04,92,14,5,26
M001W01P014L07_F_05,38,9,35,49
M001W01P014L07_F_06,91,19,5,38
M001W01P014L07_F_07,82,20,11,20
M001W01P014L07_F_08,95,18,16,49
M001W01P014L07_F_09,95,19,4,12
M001W01P014L07_F_10,54,24,14,37
M001W01P014L07_F_11,81,24,5,27
M001W01P014L07_F_12,91,27,12,26
M001W01P014L07_F_13,73,28,4,27
M001W01P014L07_F_14,85,32,8,20
M001W01P014L07_F_15,75,32,2,33
M001W01P014L07_F_16,81,31,4,25
