,Focused_Organoids,Blurry_Organoids,Focused_Shrapnel,Blurry_Shrapnel
M001K02P008L07_A_01,108,27,12,59
M001K02P008L07_A_02,145,13,21,48
M001K02P008L07_A_03,123,26,22,90
M001K02P008L07_A_04,150,16,33,84
M001K02P008L07_A_05,119,17,19,71
M001K02P008L07_A_06,129,12,26,45
M001K02P008L07_A_07,114,19,21,56
M001K02P008L07_A_08,131,11,25,58
M001K02P008L07_A_09,130,12,31,56
M001K02P008L07_A_10,159,8,16,50
M001K02P008L07_A_11,135,18,50,108
M001K02P008L07_A_12,163,9,28,50
M001K02P008L07_A_13,150,12,17,48
M001K02P008L07_A_14,158,22,36,47
M001K02P008L07_A_15,113,17,19,38
M001K02P008L07_A_16,156,14,22,56
M001K02P008L07_A_17,102,15,25,27
M001K02P008L07_A_18,137,14,28,64
M001K02P008L07_A_19,119,9,21,48
M001K02P008L07_A_20,165,12,16,45
M001K02P008L07_A_21,126,25,35,49
M001K02P008L07_A_22,117,17,15,43
M001K02P008L07_A_23,145,27,23,70
M001K02P008L07_A_24,158,13,33,62
M001K02P008L07_B_01,139,19,24,55
M001K02P008L07_B_02,148,20,20,74
M001K02P008L07_B_03,154,9,21,70
M001K02P008L07_B_04,164,23,36,68
M001K02P008L07_B_05,166,22,18,60
M001K02P008L07_B_06,150,16,19,57
M001K02P008L07_B_07,137,23,18,65
M001K02P008L07_B_08,146,12,15,74
M001K02P008L07_B_09,142,19,24,104
M001K02P008L07_B_10,158,22,21,79
M001K02P008L07_B_11,170,9,22,37
M001K02P008L07_B_12,150,24,36,143
M001K02P008L07_B_13,136,22,31,74
M001K02P008L07_B_14,107,22,83,141
M001K02P008L07_B_15,147,14,25,72
M001K02P008L07_B_16,142,16,13,52
M001K02P008L07_B_17,152,19,26,62
M001K02P008L07_B_18,181,18,49,193
M001K02P008L07_B_19,125,32,18,57
M001K02P008L07_B_20,175,20,22,71
M001K02P008L07_B_21,131,14,30,79
M001K02P008L07_B_22,43,36,7,116
M001K02P008L07_B_23,153,33,12,65
M001K02P008L07_B_24,116,33,18,80
M001K02P008L07_C_01,154,14,17,54
M001K02P008L07_C_02,167,13,20,76
M001K02P008L07_C_03,144,13,29,121
M001K02P008L07_C_04,150,18,23,71
M001K02P008L07_C_05,173,9,36,112
M001K02P008L07_C_06,156,15,31,98
M001K02P008L07_C_07,184,10,32,91
M001K02P008L07_C_08,170,23,28,83
M001K02P008L07_C_09,188,19,29,162
M001K02P008L07_C_10,169,27,29,178
M001K02P008L07_C_11,161,38,13,98
M001K02P008L07_C_12,164,22,29,56
M001K02P008L07_C_13,140,17,34,87
M001K02P008L07_C_14,159,19,34,70
M001K02P008L07_C_15,158,14,20,58
M001K02P008L07_C_16,151,24,12,67
M001K02P008L07_C_17,147,26,23,83
M001K02P008L07_C_18,163,16,14,81
M001K02P008L07_C_19,159,21,11,67
M001K02P008L07_C_20,144,17,14,164
M001K02P008L07_C_21,168,32,80,229
M001K02P008L07_C_22,164,23,14,120
M001K02P008L07_C_23,79,53,16,54
M001K02P008L07_C_24,123,46,20,61
M001K02P008L07_D_01,102,34,10,56
M001K02P008L07_D_02,159,23,22,101
M001K02P008L07_D_03,150,20,18,114
M001K02P008L07_D_04,171,16,37,146
M001K02P008L07_D_05,159,15,41,159
M001K02P008L07_D_06,171,16,12,61
M001K02P008L07_D_07,151,18,15,65
M001K02P008L07_D_08,169,18,37,96
M001K02P008L07_D_09,153,11,13,69
M001K02P008L07_D_10,145,36,6,80
M001K02P008L07_D_11,177,9,19,66
M001K02P008L07_D_12,178,16,11,61
M001K02P008L07_D_13,172,14,37,41
M001K02P008L07_D_14,145,17,20,77
M001K02P008L07_D_15,148,20,9,54
M001K02P008L07_D_16,164,25,12,70
M001K02P008L07_D_17,170,12,20,71
M001K02P008L07_D_18,163,14,19,93
M001K02P008L07_D_19,176,21,25,73
M001K02P008L07_D_20,156,20,10,85
M001K02P008L07_D_21,158,24,26,85
M001K02P008L07_D_22,175,14,45,137
M001K02P008L07_D_23,151,20,8,68
M001K02P008L07_D_24,141,30,20,70
M001K02P008L07_E_01,131,18,16,85
M001K02P008L07_E_02,163,16,13,68
M001K02P008L07_E_03,161,12,26,66
M001K02P008L07_E_04,154,16,24,117
M001K02P008L07_E_05,166,12,25,86
M001K02P008L07_E_06,149,12,19,80
M001K02P008L07_E_07,195,10,12,69
M001K02P008L07_E_08,170,14,18,105
M001K02P008L07_E_09,174,18,22,82
M001K02P008L07_E_10,190,19,15,91
M001K02P008L07_E_11,161,20,18,134
M001K02P008L07_E_12,174,19,24,80
M001K02P008L07_E_13,178,13,19,85
M001K02P008L07_E_14,166,10,25,74
M001K02P008L07_E_15,160,24,27,63
M001K02P008L07_E_16,166,18,14,74
M001K02P008L07_E_17,100,48,9,106
M001K02P008L07_E_18,170,20,21,56
M001K02P008L07_E_19,159,12,29,145
M001K02P008L07_E_20,153,32,22,85
M001K02P008L07_E_21,190,3,32,92
M001K02P008L07_E_22,193,14,28,67
M001K02P008L07_E_23,171,16,18,61
M001K02P008L07_E_24,157,14,26,89
M001K02P008L07_F_01,132,18,27,86
M001K02P008L07_F_02,154,8,13,75
M001K02P008L07_F_03,165,6,34,72
M001K02P008L07_F_04,149,21,25,114
M001K02P008L07_F_05,177,24,85,229
M001K02P008L07_F_06,175,9,52,136
M001K02P008L07_F_07,170,20,19,71
M001K02P008L07_F_08,183,18,22,105
M001K02P008L07_F_09,165,36,17,94
M001K02P008L07_F_10,99,39,19,78
M001K02P008L07_F_11,174,23,61,115
M001K02P008L07_F_12,168,22,12,74
M001K02P008L07_F_13,176,14,25,62
M001K02P008L07_F_14,177,16,41,119
M001K02P008L07_F_15,159,22,11,106
M001K02P008L07_F_16,195,13,18,98
M001K02P008L07_F_17,185,30,46,145
M001K02P008L07_F_18,158,17,16,74
M001K02P008L07_F_19,168,13,17,66
M001K02P008L07_F_20,169,18,26,76
M001K02P008L07_F_21,180,13,26,79
M001K02P008L07_F_22,176,12,16,90
