,Focused_Organoids,Blurry_Organoids,Focused_Shrapnel,Blurry_Shrapnel
D018T01P902L03_A_01,157,44,2,68
D018T01P902L03_A_02,160,40,4,82
D018T01P902L03_A_03,156,49,5,75
D018T01P902L03_A_04,145,53,2,82
D018T01P902L03_A_05,72,38,13,497
D018T01P902L03_A_06,114,25,28,346
D018T01P902L03_A_07,162,17,30,360
D018T01P902L03_A_08,155,44,1,57
D018T01P902L03_A_09,200,15,16,81
D018T01P902L03_A_10,182,55,8,61
D018T01P902L03_A_11,176,13,17,291
D018T01P902L03_A_12,156,22,3,69
D018T01P902L03_A_13,168,20,16,270
D018T01P902L03_A_14,179,46,5,53
D018T01P902L03_A_15,151,37,6,67
D018T01P902L03_A_16,156,28,2,55
D018T01P902L03_A_17,124,77,0,58
D018T01P902L03_A_18,176,36,9,60
D018T01P902L03_A_19,203,29,8,77
D018T01P902L03_A_20,165,37,2,57
D018T01P902L03_A_21,124,38,9,208
D018T01P902L03_A_22,184,36,3,49
D018T01P902L03_A_23,156,61,6,67
D018T01P902L03_A_24,162,41,3,69
D018T01P902L03_B_01,211,36,10,120
D018T01P902L03_B_02,155,42,3,52
D018T01P902L03_B_03,182,26,5,48
D018T01P902L03_B_04,170,27,10,68
D018T01P902L03_B_05,82,18,49,446
D018T01P902L03_B_06,168,48,4,53
D018T01P902L03_B_07,134,27,6,182
D018T01P902L03_B_08,144,24,32,386
D018T01P902L03_B_09,164,38,6,64
D018T01P902L03_B_10,198,28,0,79
D018T01P902L03_B_11,94,21,13,228
D018T01P902L03_B_12,150,29,11,303
D018T01P902L03_B_13,194,40,13,69
D018T01P902L03_B_14,151,34,3,53
D018T01P902L03_B_15,138,56,4,86
D018T01P902L03_B_16,157,53,4,71
D018T01P902L03_B_17,156,13,12,213
D018T01P902L03_B_18,211,23,7,62
D018T01P902L03_B_19,183,29,5,49
D018T01P902L03_B_20,192,31,7,68
D018T01P902L03_B_21,163,48,1,52
D018T01P902L03_B_22,161,40,5,102
D018T01P902L03_B_23,152,44,4,73
D018T01P902L03_B_24,174,34,3,52
D018T01P902L03_C_01,186,40,2,66
D018T01P902L03_C_02,146,44,5,105
D018T01P902L03_C_03,161,75,5,73
D018T01P902L03_C_04,180,36,4,64
D018T01P902L03_C_05,112,44,0,108
D018T01P902L03_C_06,166,31,3,74
D018T01P902L03_C_07,165,29,2,81
D018T01P902L03_C_08,184,35,5,60
D018T01P902L03_C_09,147,58,9,171
D018T01P902L03_C_10,110,31,2,95
D018T01P902L03_C_11,182,18,35,261
D018T01P902L03_C_12,149,59,4,60
D018T01P902L03_C_13,177,30,4,52
D018T01P902L03_C_14,183,41,9,72
D018T01P902L03_C_15,192,29,11,81
D018T01P902L03_C_16,177,62,2,57
D018T01P902L03_C_17,179,45,5,81
D018T01P902L03_C_18,183,29,3,67
D018T01P902L03_C_19,184,37,5,46
D018T01P902L03_C_20,170,31,7,66
D018T01P902L03_C_21,87,28,37,495
D018T01P902L03_C_22,179,61,4,75
D018T01P902L03_C_23,169,46,6,64
D018T01P902L03_C_24,157,47,2,53
