,Focused_Organoids,Blurry_Organoids,Focused_Shrapnel,Blurry_Shrapnel
M001A03P007L06_A_01,163,106,57,123
M001A03P007L06_A_02,205,66,118,179
M001A03P007L06_A_03,157,55,82,92
M001A03P007L06_A_04,93,86,38,96
M001A03P007L06_A_05,169,171,295,1493
M001A03P007L06_A_06,150,76,59,127
M001A03P007L06_A_07,139,74,111,221
M001A03P007L06_A_08,139,96,63,158
M001A03P007L06_A_09,133,69,72,124
M001A03P007L06_A_10,133,72,71,114
M001A03P007L06_A_11,102,104,58,112
M001A03P007L06_A_12,139,96,63,125
M001A03P007L06_A_13,173,35,102,132
M001A03P007L06_A_14,155,97,52,128
M001A03P007L06_A_15,117,93,46,106
M001A03P007L06_A_16,100,103,59,116
M001A03P007L06_A_17,128,111,42,219
M001A03P007L06_A_18,113,153,37,306
M001A03P007L06_A_19,109,133,47,234
M001A03P007L06_A_20,161,63,88,137
M001A03P007L06_A_21,120,98,61,198
M001A03P007L06_A_22,101,105,42,120
M001A03P007L06_A_23,75,145,22,144
M001A03P007L06_A_24,102,104,24,107
M001A03P007L06_B_01,139,91,54,128
M001A03P007L06_B_02,120,85,63,118
M001A03P007L06_B_03,162,56,96,126
M001A03P007L06_B_04,130,143,58,796
M001A03P007L06_B_05,172,125,513,1431
M001A03P007L06_B_06,146,97,62,132
M001A03P007L06_B_07,97,61,195,351
M001A03P007L06_B_08,131,87,59,162
M001A03P007L06_B_09,124,165,30,230
M001A03P007L06_B_10,148,64,90,139
M001A03P007L06_B_11,141,109,47,189
M001A03P007L06_B_12,133,104,40,117
M001A03P007L06_B_13,126,99,51,96
M001A03P007L06_B_14,108,118,43,109
M001A03P007L06_B_15,152,131,67,305
M001A03P007L06_B_16,162,119,57,428
M001A03P007L06_B_17,80,133,32,118
M001A03P007L06_B_18,115,113,29,136
M001A03P007L06_B_19,100,183,20,241
M001A03P007L06_B_20,91,138,21,106
M001A03P007L06_B_21,95,129,29,146
M001A03P007L06_B_22,119,107,31,163
M001A03P007L06_B_23,71,159,18,165
M001A03P007L06_B_24,140,104,45,112
M001A03P007L06_C_01,100,115,28,144
M001A03P007L06_C_02,152,92,69,114
M001A03P007L06_C_03,139,100,41,121
M001A03P007L06_C_04,151,84,53,129
M001A03P007L06_C_05,97,140,35,651
M001A03P007L06_C_06,176,79,51,128
M001A03P007L06_C_07,174,79,60,148
M001A03P007L06_C_08,128,92,36,123
M001A03P007L06_C_09,141,83,63,127
M001A03P007L06_C_10,122,101,42,101
M001A03P007L06_C_11,124,84,55,138
M001A03P007L06_C_12,177,72,80,118
M001A03P007L06_C_13,165,95,47,124
M001A03P007L06_C_14,149,112,40,146
M001A03P007L06_C_15,132,107,54,107
M001A03P007L06_C_16,110,143,31,105
M001A03P007L06_C_17,158,57,64,117
M001A03P007L06_C_18,89,4,835,319
M001A03P007L06_C_19,106,0,796,167
M001A03P007L06_C_20,76,0,1010,188
M001A03P007L06_C_21,184,0,1887,377
M001A03P007L06_C_22,133,144,636,1793
M001A03P007L06_C_23,171,89,17,79
M001A03P007L06_C_24,146,104,73,151
M001A03P007L06_D_01,125,100,73,137
M001A03P007L06_D_02,128,93,47,104
M001A03P007L06_D_03,184,76,74,155
M001A03P007L06_D_04,213,69,58,169
M001A03P007L06_D_05,185,340,439,3796
M001A03P007L06_D_06,101,81,22,107
M001A03P007L06_D_07,166,119,22,117
M001A03P007L06_D_08,145,94,56,127
M001A03P007L06_D_09,117,98,22,116
M001A03P007L06_D_10,161,63,71,128
M001A03P007L06_D_11,159,95,51,132
M001A03P007L06_D_12,140,105,33,117
M001A03P007L06_D_13,126,70,34,122
M001A03P007L06_D_14,129,82,28,111
M001A03P007L06_D_15,79,107,13,95
M001A03P007L06_D_16,90,182,19,309
M001A03P007L06_D_17,144,86,31,113
M001A03P007L06_D_18,134,161,815,1916
M001A03P007L06_D_19,67,0,804,153
M001A03P007L06_D_20,127,92,32,101
M001A03P007L06_D_21,95,0,747,157
M001A03P007L06_D_22,187,0,955,242
M001A03P007L06_D_23,87,180,17,541
M001A03P007L06_D_24,197,292,510,2575
M001A03P007L06_E_01,131,111,40,114
M001A03P007L06_E_02,81,106,29,96
M001A03P007L06_E_03,77,185,30,352
M001A03P007L06_E_04,143,86,51,114
M001A03P007L06_E_05,62,219,30,1000
M001A03P007L06_E_06,146,81,22,120
M001A03P007L06_E_07,77,76,14,69
M001A03P007L06_E_08,108,95,32,133
M001A03P007L06_E_09,117,78,49,104
M001A03P007L06_E_10,121,105,37,76
M001A03P007L06_E_11,193,66,74,115
M001A03P007L06_E_12,116,90,34,116
M001A03P007L06_E_13,57,155,21,129
M001A03P007L06_E_14,88,138,17,125
M001A03P007L06_E_15,97,117,15,86
M001A03P007L06_E_16,111,97,19,89
M001A03P007L06_E_17,102,270,11,958
M001A03P007L06_E_18,94,110,21,98
M001A03P007L06_E_19,129,53,39,96
M001A03P007L06_E_20,71,109,13,100
M001A03P007L06_E_21,153,57,684,896
M001A03P007L06_E_22,92,6,965,442
M001A03P007L06_E_23,73,91,11,85
M001A03P007L06_E_24,115,150,25,192
M001A03P007L06_F_01,106,98,14,114
M001A03P007L06_F_02,132,64,37,123
M001A03P007L06_F_03,154,93,35,135
M001A03P007L06_F_04,129,133,27,125
M001A03P007L06_F_05,113,94,25,94
M001A03P007L06_F_06,142,103,43,157
M001A03P007L06_F_07,106,192,9,314
M001A03P007L06_F_08,138,88,30,98
M001A03P007L06_F_09,106,116,16,103
M001A03P007L06_F_10,103,87,21,103
M001A03P007L06_F_11,156,8,295,601
M001A03P007L06_F_12,99,107,16,85
