,Focused_Organoids,Blurry_Organoids,Focused_Shrapnel,Blurry_Shrapnel
M001B04P008L07_A_01,135,39,158,211
M001B04P008L07_A_02,121,46,86,180
M001B04P008L07_A_03,99,38,100,105
M001B04P008L07_A_04,102,22,95,81
M001B04P008L07_A_05,145,47,186,253
M001B04P008L07_A_06,150,35,131,183
M001B04P008L07_A_07,170,30,201,216
M001B04P008L07_A_08,118,45,173,231
M001B04P008L07_A_09,167,44,168,156
M001B04P008L07_A_10,148,31,162,167
M001B04P008L07_A_11,130,36,159,201
M001B04P008L07_A_12,152,40,102,115
M001B04P008L07_A_13,104,28,123,133
M001B04P008L07_A_14,141,46,109,167
M001B04P008L07_A_15,124,30,119,122
M001B04P008L07_A_16,117,38,134,133
M001B04P008L07_A_17,141,36,176,161
M001B04P008L07_A_18,139,35,115,123
M001B04P008L07_A_19,97,34,81,138
M001B04P008L07_A_20,150,36,128,166
M001B04P008L07_A_21,134,44,114,151
M001B04P008L07_A_22,135,30,131,119
M001B04P008L07_A_23,120,45,138,184
M001B04P008L07_A_24,135,35,120,167
M001B04P008L07_B_01,116,54,116,211
M001B04P008L07_B_02,151,51,124,225
M001B04P008L07_B_03,144,55,150,231
M001B04P008L07_B_04,138,46,187,196
M001B04P008L07_B_05,155,61,125,191
M001B04P008L07_B_06,141,51,172,284
M001B04P008L07_B_07,151,36,204,201
M001B04P008L07_B_08,151,29,127,150
M001B04P008L07_B_09,139,45,193,167
M001B04P008L07_B_10,127,35,153,159
M001B04P008L07_B_11,132,43,170,174
M001B04P008L07_B_12,117,40,143,117
M001B04P008L07_B_13,118,38,136,119
M001B04P008L07_B_14,108,48,104,122
M001B04P008L07_B_15,128,42,133,150
M001B04P008L07_B_16,184,42,191,187
M001B04P008L07_B_17,145,34,145,181
M001B04P008L07_B_18,149,35,168,158
M001B04P008L07_B_19,161,40,198,209
M001B04P008L07_B_20,135,52,131,200
M001B04P008L07_B_21,141,39,134,178
M001B04P008L07_B_22,121,32,160,163
M001B04P008L07_B_23,153,54,136,164
M001B04P008L07_B_24,111,42,94,127
M001B04P008L07_C_01,130,44,131,188
M001B04P008L07_C_02,161,58,184,208
M001B04P008L07_C_03,149,32,169,172
