,Focused_Organoids,Blurry_Organoids,Focused_Shrapnel,Blurry_Shrapnel
M001A03P005L04_A_01,71,105,126,1311
M001A03P005L04_A_02,126,34,92,105
M001A03P005L04_A_03,127,75,79,818
M001A03P005L04_A_04,150,33,135,96
M001A03P005L04_A_05,159,52,61,93
M001A03P005L04_A_06,158,23,126,95
M001A03P005L04_A_07,143,47,100,67
M001A03P005L04_A_08,131,29,104,109
M001A03P005L04_A_09,187,38,126,99
M001A03P005L04_A_10,184,25,125,90
M001A03P005L04_A_11,116,1,524,322
M001A03P005L04_A_12,205,15,145,94
M001A03P005L04_A_13,104,21,108,537
M001A03P005L04_A_14,186,34,91,63
M001A03P005L04_A_15,154,39,113,83
M001A03P005L04_A_16,188,35,111,97
M001A03P005L04_A_17,128,40,83,94
M001A03P005L04_A_18,99,71,29,113
M001A03P005L04_A_19,115,49,84,77
M001A03P005L04_A_20,165,36,123,94
M001A03P005L04_A_21,114,50,102,85
M001A03P005L04_A_22,174,45,143,97
M001A03P005L04_A_23,106,60,90,94
M001A03P005L04_A_24,120,48,81,82
M001A03P005L04_B_01,184,23,132,106
M001A03P005L04_B_02,123,51,107,132
M001A03P005L04_B_03,96,56,55,114
M001A03P005L04_B_04,157,24,120,95
M001A03P005L04_B_05,129,29,106,91
M001A03P005L04_B_06,158,38,148,91
M001A03P005L04_B_07,182,26,141,110
M001A03P005L04_B_08,130,34,149,69
M001A03P005L04_B_09,122,49,79,107
M001A03P005L04_B_10,165,32,127,108
M001A03P005L04_B_11,143,33,140,80
M001A03P005L04_B_12,192,33,133,109
M001A03P005L04_B_13,184,40,149,109
M001A03P005L04_B_14,142,40,116,113
M001A03P005L04_B_15,283,12,212,86
M001A03P005L04_B_16,228,22,160,97
M001A03P005L04_B_17,154,35,128,90
M001A03P005L04_B_18,109,59,88,145
M001A03P005L04_B_19,91,36,68,186
M001A03P005L04_B_20,127,45,107,74
M001A03P005L04_B_21,97,53,66,79
M001A03P005L04_B_22,83,48,67,114
M001A03P005L04_B_23,118,51,125,120
M001A03P005L04_B_24,132,45,156,124
M001A03P005L04_C_01,125,58,91,98
M001A03P005L04_C_02,195,29,161,102
M001A03P005L04_C_03,168,3,445,295
M001A03P005L04_C_04,222,26,159,99
M001A03P005L04_C_05,119,21,106,87
M001A03P005L04_C_06,159,28,137,93
M001A03P005L04_C_07,146,34,135,215
M001A03P005L04_C_08,204,35,195,109
M001A03P005L04_C_09,264,17,227,148
M001A03P005L04_C_10,205,15,191,74
M001A03P005L04_C_11,206,18,191,99
M001A03P005L04_C_12,173,39,150,105
M001A03P005L04_C_13,183,34,175,151
M001A03P005L04_C_14,152,23,158,103
M001A03P005L04_C_15,170,17,122,85
M001A03P005L04_C_16,183,40,161,133
M001A03P005L04_C_17,198,19,181,104
M001A03P005L04_C_18,183,32,155,91
M001A03P005L04_C_19,177,35,161,120
M001A03P005L04_C_20,174,28,125,111
M001A03P005L04_C_21,145,61,125,208
M001A03P005L04_C_22,130,70,93,251
M001A03P005L04_C_23,119,49,104,97
M001A03P005L04_C_24,115,40,69,100
M001A03P005L04_D_01,141,41,125,119
M001A03P005L04_D_02,189,29,141,99
M001A03P005L04_D_03,146,68,77,160
M001A03P005L04_D_04,160,31,142,93
M001A03P005L04_D_05,223,46,127,96
M001A03P005L04_D_06,232,23,153,117
M001A03P005L04_D_07,233,27,185,111
M001A03P005L04_D_08,102,59,65,93
M001A03P005L04_D_09,222,30,200,96
M001A03P005L04_D_10,225,23,167,97
M001A03P005L04_D_11,243,13,210,101
M001A03P005L04_D_12,132,62,88,115
M001A03P005L04_D_13,104,63,83,138
M001A03P005L04_D_14,144,42,138,107
M001A03P005L04_D_15,173,43,150,104
M001A03P005L04_D_16,157,32,97,89
M001A03P005L04_D_17,181,33,117,95
M001A03P005L04_D_18,200,21,128,103
M001A03P005L04_D_19,109,56,74,171
M001A03P005L04_D_20,152,36,117,61
M001A03P005L04_D_21,163,62,142,436
M001A03P005L04_D_22,91,46,55,109
M001A03P005L04_D_23,76,89,59,229
M001A03P005L04_D_24,133,29,89,113
M001A03P005L04_E_01,132,62,99,138
M001A03P005L04_E_02,135,26,114,205
M001A03P005L04_E_03,131,22,162,120
M001A03P005L04_E_04,178,29,177,106
M001A03P005L04_E_05,172,26,130,148
M001A03P005L04_E_06,119,43,72,113
M001A03P005L04_E_07,113,99,71,759
M001A03P005L04_E_08,155,32,110,91
M001A03P005L04_E_09,160,46,85,199
M001A03P005L04_E_10,157,45,115,234
M001A03P005L04_E_11,196,23,124,80
M001A03P005L04_E_12,111,56,80,637
M001A03P005L04_E_13,179,22,169,108
M001A03P005L04_E_14,172,20,142,241
M001A03P005L04_E_15,195,7,299,364
M001A03P005L04_E_16,179,10,158,105
M001A03P005L04_E_17,147,63,123,244
M001A03P005L04_E_18,211,28,166,92
M001A03P005L04_E_19,144,54,97,116
M001A03P005L04_E_20,140,40,97,107
M001A03P005L04_E_21,189,34,131,113
M001A03P005L04_E_22,128,41,96,168
M001A03P005L04_E_23,68,125,36,575
M001A03P005L04_E_24,82,55,62,273
M001A03P005L04_F_01,117,91,79,1058
M001A03P005L04_F_02,223,33,140,196
M001A03P005L04_F_03,206,166,119,2195
M001A03P005L04_F_04,182,34,123,90
M001A03P005L04_F_05,257,15,199,125
M001A03P005L04_F_06,269,11,217,138
M001A03P005L04_F_07,176,37,105,108
M001A03P005L04_F_08,222,21,199,114
M001A03P005L04_F_09,231,9,195,104
M001A03P005L04_F_10,229,21,220,105
M001A03P005L04_F_11,152,36,165,83
M001A03P005L04_F_12,217,21,206,121
M001A03P005L04_F_13,173,24,154,92
M001A03P005L04_F_14,170,42,98,78
M001A03P005L04_F_15,205,21,193,97
M001A03P005L04_F_16,132,46,77,99
M001A03P005L04_F_17,218,30,133,131
M001A03P005L04_F_18,137,48,131,90
M001A03P005L04_F_19,209,18,165,105
M001A03P005L04_F_20,150,39,120,96
M001A03P005L04_F_21,128,62,97,164
M001A03P005L04_F_22,109,53,56,256
M001A03P005L04_F_23,124,51,101,105
M001A03P005L04_F_24,43,118,41,683
M001A03P005L04_G_01,129,58,94,273
M001A03P005L04_G_02,69,84,25,225
M001A03P005L04_G_03,218,19,192,145
M001A03P005L04_G_04,84,191,48,864
M001A03P005L04_G_05,167,0,854,542
M001A03P005L04_G_06,192,35,116,105
M001A03P005L04_G_07,104,292,46,2415
M001A03P005L04_G_08,117,33,78,98
M001A03P005L04_G_09,261,19,170,86
M001A03P005L04_G_10,115,113,82,349
M001A03P005L04_G_11,166,66,87,224
M001A03P005L04_G_12,91,51,77,131
M001A03P005L04_G_13,74,36,77,155
M001A03P005L04_G_14,131,54,62,147
M001A03P005L04_G_15,113,6,396,395
M001A03P005L04_G_16,107,40,80,73
M001A03P005L04_G_17,143,50,75,155
M001A03P005L04_G_18,118,55,74,100
M001A03P005L04_G_19,64,192,27,1237
M001A03P005L04_G_20,78,82,34,163
M001A03P005L04_G_21,221,56,618,1235
M001A03P005L04_G_22,81,56,64,77
M001A03P005L04_G_23,58,64,37,131
M001A03P005L04_G_24,93,59,50,89
M001A03P005L04_H_01,41,283,33,1510
M001A03P005L04_H_02,51,76,23,168
M001A03P005L04_H_03,73,170,44,1293
M001A03P005L04_H_04,149,135,92,813
M001A03P005L04_H_05,90,62,59,132
M001A03P005L04_H_06,99,86,76,625
M001A03P005L04_H_07,89,63,54,120
M001A03P005L04_H_08,120,64,69,171
M001A03P005L04_H_09,81,67,63,209
M001A03P005L04_H_10,94,57,74,100
M001A03P005L04_H_11,99,30,69,87
M001A03P005L04_H_12,135,39,84,102
M001A03P005L04_H_13,120,40,66,153
M001A03P005L04_H_14,157,40,103,93
M001A03P005L04_H_15,66,66,25,119
M001A03P005L04_H_16,115,64,88,122
M001A03P005L04_H_17,84,84,38,149
M001A03P005L04_H_18,120,99,67,541
M001A03P005L04_H_19,80,50,41,85
M001A03P005L04_H_20,113,45,89,125
M001A03P005L04_H_21,88,67,44,140
M001A03P005L04_H_22,84,44,56,124
M001A03P005L04_H_23,74,98,46,484
M001A03P005L04_H_24,92,51,60,116
M001A03P005L04_I_01,235,9,309,164
M001A03P005L04_I_02,41,113,20,528
M001A03P005L04_I_03,235,21,167,143
M001A03P005L04_I_04,158,36,112,84
M001A03P005L04_I_05,159,42,72,76
