,Focused_Organoids,Blurry_Organoids,Focused_Shrapnel,Blurry_Shrapnel
D027T01P006L03_A_01,174,29,2,131
D027T01P006L03_A_02,175,27,5,141
D027T01P006L03_A_03,148,40,4,140
D027T01P006L03_A_04,176,19,0,116
D027T01P006L03_A_05,78,56,6,194
D027T01P006L03_A_06,97,39,11,130
D027T01P006L03_A_07,83,40,4,129
D027T01P006L03_A_08,162,23,5,124
D027T01P006L03_A_09,159,34,4,192
D027T01P006L03_A_10,172,17,4,112
D027T01P006L03_A_11,76,36,9,147
D027T01P006L03_A_12,198,21,4,99
D027T01P006L03_A_13,149,31,4,230
D027T01P006L03_A_14,167,23,0,143
D027T01P006L03_A_15,151,31,7,132
D027T01P006L03_A_16,180,49,4,134
D027T01P006L03_A_17,171,28,2,143
D027T01P006L03_A_18,168,26,4,115
D027T01P006L03_A_19,148,37,7,158
D027T01P006L03_A_20,171,30,4,133
D027T01P006L03_A_21,75,27,7,78
D027T01P006L03_A_22,186,20,2,115
D027T01P006L03_A_23,167,25,9,129
D027T01P006L03_A_24,166,36,3,162
D027T01P006L03_B_01,177,21,14,139
D027T01P006L03_B_02,167,42,2,138
D027T01P006L03_B_03,193,11,13,118
D027T01P006L03_B_04,157,36,4,109
D027T01P006L03_B_05,119,50,19,226
D027T01P006L03_B_06,163,30,5,119
D027T01P006L03_B_07,84,52,3,190
D027T01P006L03_B_08,176,27,12,129
D027T01P006L03_B_09,176,25,5,116
D027T01P006L03_B_10,175,20,7,148
D027T01P006L03_B_11,77,30,7,101
D027T01P006L03_B_12,127,51,12,337
D027T01P006L03_B_13,173,26,4,116
D027T01P006L03_B_14,186,16,3,125
D027T01P006L03_B_15,151,41,8,150
D027T01P006L03_B_16,159,22,4,135
D027T01P006L03_B_17,144,31,11,253
D027T01P006L03_B_18,149,39,7,167
D027T01P006L03_B_19,171,29,4,108
D027T01P006L03_B_20,167,36,1,99
D027T01P006L03_B_21,162,34,2,111
D027T01P006L03_B_22,167,32,3,133
D027T01P006L03_B_23,177,28,7,109
D027T01P006L03_B_24,146,45,4,127
D027T01P006L03_C_01,179,22,12,134
D027T01P006L03_C_02,175,25,10,146
D027T01P006L03_C_03,192,39,6,136
D027T01P006L03_C_04,186,28,7,125
D027T01P006L03_C_05,113,41,12,188
D027T01P006L03_C_06,153,24,4,107
D027T01P006L03_C_07,99,32,6,165
D027T01P006L03_C_08,182,22,5,103
D027T01P006L03_C_09,154,39,6,206
D027T01P006L03_C_10,104,38,9,143
D027T01P006L03_C_11,126,30,15,133
D027T01P006L03_C_12,165,18,13,113
D027T01P006L03_C_13,187,15,8,167
D027T01P006L03_C_14,158,33,4,139
D027T01P006L03_C_15,149,31,4,115
D027T01P006L03_C_16,187,30,6,118
D027T01P006L03_C_17,157,34,4,112
D027T01P006L03_C_18,167,25,4,100
D027T01P006L03_C_19,179,23,3,141
D027T01P006L03_C_20,150,48,1,117
