,Focused_Organoids,Blurry_Organoids,Focused_Shrapnel,Blurry_Shrapnel
M001W01P007L06_A_01,60,8,11,19
M001W01P007L06_A_02,51,16,12,29
M001W01P007L06_A_03,39,17,8,18
M001W01P007L06_A_04,44,13,13,10
M001W01P007L06_A_05,21,9,28,40
M001W01P007L06_A_06,34,8,11,13
M001W01P007L06_A_07,36,17,4,15
M001W01P007L06_A_08,35,26,7,24
M001W01P007L06_A_09,42,27,6,24
M001W01P007L06_A_10,27,28,5,24
M001W01P007L06_A_11,45,23,9,15
M001W01P007L06_A_12,77,5,21,25
M001W01P007L06_A_13,35,15,9,22
M001W01P007L06_A_14,32,9,12,9
M001W01P007L06_A_15,47,12,8,18
M001W01P007L06_A_16,28,13,11,16
M001W01P007L06_A_17,32,8,12,13
M001W01P007L06_A_18,35,16,9,21
M001W01P007L06_A_19,33,23,22,35
M001W01P007L06_A_20,30,7,8,11
M001W01P007L06_A_21,54,10,18,8
M001W01P007L06_A_22,66,16,21,17
M001W01P007L06_A_23,23,12,10,11
M001W01P007L06_A_24,39,13,12,16
M001W01P007L06_B_01,64,12,13,28
M001W01P007L06_B_02,56,8,18,17
M001W01P007L06_B_03,20,18,9,16
M001W01P007L06_B_04,21,22,7,8
M001W01P007L06_B_05,19,1,44,51
M001W01P007L06_B_06,17,19,3,3
M001W01P007L06_B_07,6,14,12,21
M001W01P007L06_B_08,30,12,5,15
M001W01P007L06_B_09,19,15,7,17
M001W01P007L06_B_10,31,17,16,19
M001W01P007L06_B_11,57,17,11,34
M001W01P007L06_B_12,38,20,19,64
M001W01P007L06_B_13,30,11,12,24
M001W01P007L06_B_14,35,15,4,12
M001W01P007L06_B_15,29,15,3,10
M001W01P007L06_B_16,55,7,13,31
M001W01P007L06_B_17,31,13,11,9
M001W01P007L06_B_18,39,21,7,23
M001W01P007L06_B_19,42,13,6,21
M001W01P007L06_B_20,57,12,23,37
M001W01P007L06_B_21,28,20,8,9
M001W01P007L06_B_22,25,27,5,17
