,Focused_Organoids,Blurry_Organoids,Focused_Shrapnel,Blurry_Shrapnel
M001W01P908L07_A_01,16,39,6,31
M001W01P908L07_A_02,23,42,2,22
M001W01P908L07_A_03,26,34,7,22
M001W01P908L07_A_04,19,54,2,22
M001W01P908L07_A_05,15,44,4,16
M001W01P908L07_A_06,27,11,4,19
M001W01P908L07_A_07,8,25,1,24
M001W01P908L07_A_08,19,38,1,21
M001W01P908L07_A_09,55,18,16,32
M001W01P908L07_A_10,23,32,5,36
M001W01P908L07_A_11,37,11,9,19
M001W01P908L07_A_12,20,26,0,27
M001W01P908L07_A_13,23,40,3,47
M001W01P908L07_A_14,12,24,3,10
M001W01P908L07_A_15,16,32,0,24
M001W01P908L07_A_16,28,39,10,44
M001W01P908L07_A_17,14,36,5,24
M001W01P908L07_A_18,27,30,11,46
M001W01P908L07_A_19,14,41,6,38
M001W01P908L07_A_20,34,13,10,20
M001W01P908L07_A_21,25,36,3,18
M001W01P908L07_A_22,24,26,11,36
M001W01P908L07_A_23,29,27,6,21
M001W01P908L07_A_24,28,45,12,32
M001W01P908L07_B_01,18,36,0,26
M001W01P908L07_B_02,38,11,14,23
M001W01P908L07_B_03,33,8,9,12
M001W01P908L07_B_04,43,9,15,18
M001W01P908L07_B_05,33,19,6,26
M001W01P908L07_B_06,26,28,0,20
M001W01P908L07_B_07,32,17,7,10
M001W01P908L07_B_08,27,26,11,23
M001W01P908L07_B_09,32,25,6,13
M001W01P908L07_B_10,16,21,5,22
M001W01P908L07_B_11,21,21,6,10
M001W01P908L07_B_12,30,13,5,12
M001W01P908L07_B_13,24,13,9,29
M001W01P908L07_B_14,11,18,4,15
M001W01P908L07_B_15,23,32,11,27
M001W01P908L07_B_16,32,22,9,32
M001W01P908L07_B_17,38,11,10,27
M001W01P908L07_B_18,19,19,3,22
M001W01P908L07_B_19,16,21,3,11
M001W01P908L07_B_20,27,13,8,25
M001W01P908L07_B_21,16,23,2,14
M001W01P908L07_B_22,34,13,8,22
M001W01P908L07_B_23,22,12,4,18
M001W01P908L07_B_24,36,39,6,19
M001W01P908L07_C_01,20,15,0,9
M001W01P908L07_C_02,60,7,16,14
M001W01P908L07_C_03,23,22,7,25
M001W01P908L07_C_04,38,12,5,14
M001W01P908L07_C_05,24,25,4,28
M001W01P908L07_C_06,35,29,7,14
M001W01P908L07_C_07,34,27,11,18
M001W01P908L07_C_08,51,15,16,40
M001W01P908L07_C_09,43,15,5,20
M001W01P908L07_C_10,58,14,7,24
M001W01P908L07_C_11,41,21,10,35
M001W01P908L07_C_12,39,10,9,17
M001W01P908L07_C_13,25,17,3,11
M001W01P908L07_C_14,16,38,2,23
M001W01P908L07_C_15,34,18,4,27
M001W01P908L07_C_16,22,34,4,30
M001W01P908L07_C_17,23,23,1,24
M001W01P908L07_C_18,46,20,6,27
M001W01P908L07_C_19,23,26,6,25
M001W01P908L07_C_20,54,30,6,39
M001W01P908L07_C_21,21,20,0,17
M001W01P908L07_C_22,30,21,5,15
M001W01P908L07_C_23,28,6,11,44
M001W01P908L07_C_24,40,30,8,21
M001W01P908L07_D_01,0,28,0,278
M001W01P908L07_D_02,28,24,2,27
M001W01P908L07_D_03,33,25,2,15
M001W01P908L07_D_04,39,24,10,23
M001W01P908L07_D_05,20,20,0,11
M001W01P908L07_D_06,37,22,3,29
M001W01P908L07_D_07,55,6,15,21
M001W01P908L07_D_08,19,23,7,16
M001W01P908L07_D_09,31,24,5,17
M001W01P908L07_D_10,24,11,4,23
M001W01P908L07_D_11,36,16,8,16
M001W01P908L07_D_12,34,8,8,17
M001W01P908L07_D_13,28,29,2,23
M001W01P908L07_D_14,61,15,10,22
M001W01P908L07_D_15,50,25,9,23
M001W01P908L07_D_16,54,8,16,31
M001W01P908L07_D_17,45,24,8,19
M001W01P908L07_D_18,34,30,11,25
M001W01P908L07_D_19,26,17,5,34
M001W01P908L07_D_20,57,9,12,31
M001W01P908L07_D_21,35,23,5,18
M001W01P908L07_D_22,15,27,1,29
M001W01P908L07_D_23,40,15,2,16
M001W01P908L07_D_24,18,30,2,26
M001W01P908L07_E_01,17,51,6,31
M001W01P908L07_E_02,51,15,14,20
M001W01P908L07_E_03,26,28,4,20
M001W01P908L07_E_04,37,11,10,22
M001W01P908L07_E_05,21,23,2,26
M001W01P908L07_E_06,40,13,12,24
M001W01P908L07_E_07,43,8,3,32
M001W01P908L07_E_08,41,22,5,33
M001W01P908L07_E_09,33,13,5,34
M001W01P908L07_E_10,17,15,1,11
M001W01P908L07_E_11,18,38,1,18
M001W01P908L07_E_12,32,12,7,14
M001W01P908L07_E_13,35,14,14,22
M001W01P908L07_E_14,30,14,4,18
M001W01P908L07_E_15,32,14,15,38
M001W01P908L07_E_16,25,9,6,20
M001W01P908L07_E_17,14,25,3,9
M001W01P908L07_E_18,17,30,2,18
M001W01P908L07_E_19,18,22,7,19
M001W01P908L07_E_20,38,10,8,16
M001W01P908L07_E_21,38,27,8,9
M001W01P908L07_E_22,42,12,17,18
M001W01P908L07_E_23,33,13,12,22
M001W01P908L07_E_24,16,30,1,41
M001W01P908L07_F_01,28,42,5,22
M001W01P908L07_F_02,16,21,3,10
M001W01P908L07_F_03,16,27,2,7
M001W01P908L07_F_04,12,19,2,9
M001W01P908L07_F_05,18,9,1,10
M001W01P908L07_F_06,41,16,23,40
M001W01P908L07_F_07,33,17,15,32
M001W01P908L07_F_08,18,32,1,20
M001W01P908L07_F_09,29,35,5,28
M001W01P908L07_F_10,54,6,15,45
M001W01P908L07_F_11,43,9,7,16
M001W01P908L07_F_12,14,30,1,21
M001W01P908L07_F_13,21,19,7,32
M001W01P908L07_F_14,39,18,10,40
M001W01P908L07_F_15,64,6,17,34
M001W01P908L07_F_16,26,17,5,25
M001W01P908L07_F_17,62,6,19,38
M001W01P908L07_F_18,47,16,12,26
M001W01P908L07_F_19,16,43,1,16
M001W01P908L07_F_20,31,26,5,16
M001W01P908L07_F_21,18,13,0,20
M001W01P908L07_F_22,20,22,4,13
M001W01P908L07_F_23,19,17,4,16
M001W01P908L07_F_24,22,38,4,23
M001W01P908L07_G_01,32,28,3,24
M001W01P908L07_G_02,29,23,5,12
M001W01P908L07_G_03,39,9,4,17
M001W01P908L07_G_04,45,13,12,22
M001W01P908L07_G_05,34,17,8,19
M001W01P908L07_G_06,36,18,7,23
M001W01P908L07_G_07,27,19,7,16
M001W01P908L07_G_08,36,27,12,34
M001W01P908L07_G_09,32,19,13,25
M001W01P908L07_G_10,38,32,8,17
M001W01P908L07_G_11,32,15,20,39
M001W01P908L07_G_12,31,19,16,22
M001W01P908L07_G_13,49,19,4,25
M001W01P908L07_G_14,39,14,5,38
M001W01P908L07_G_15,24,26,1,22
M001W01P908L07_G_16,32,13,2,19
M001W01P908L07_G_17,31,14,10,23
M001W01P908L07_G_18,26,34,0,17
M001W01P908L07_G_19,22,13,4,18
M001W01P908L07_G_20,22,27,4,25
M001W01P908L07_G_21,50,4,11,17
M001W01P908L07_G_22,22,19,1,18
M001W01P908L07_G_23,36,9,9,18
M001W01P908L07_G_24,20,32,3,8
M001W01P908L07_H_01,5,17,0,32
M001W01P908L07_H_02,19,23,2,11
M001W01P908L07_H_03,19,23,1,14
M001W01P908L07_H_04,12,23,1,21
M001W01P908L07_H_05,51,13,15,46
M001W01P908L07_H_06,26,23,5,26
M001W01P908L07_H_07,44,19,7,28
M001W01P908L07_H_08,40,12,15,24
M001W01P908L07_H_09,38,25,9,19
M001W01P908L07_H_10,18,36,4,23
M001W01P908L07_H_11,12,21,2,13
M001W01P908L07_H_12,22,16,8,26
M001W01P908L07_H_13,16,20,1,8
M001W01P908L07_H_14,21,20,4,5
M001W01P908L07_H_15,14,24,0,18
M001W01P908L07_H_16,34,12,12,20
M001W01P908L07_H_17,9,38,1,18
M001W01P908L07_H_18,50,6,11,17
M001W01P908L07_H_19,9,30,2,15
M001W01P908L07_H_20,26,17,1,16
