,Focused_Organoids,Blurry_Organoids,Focused_Shrapnel,Blurry_Shrapnel
D015T01P902L03_A_01,139,21,2,129
D015T01P902L03_A_02,132,32,7,135
D015T01P902L03_A_03,82,17,4,187
D015T01P902L03_A_04,132,20,0,135
D015T01P902L03_A_05,147,30,6,344
D015T01P902L03_A_06,184,16,9,325
D015T01P902L03_A_07,133,15,21,245
D015T01P902L03_A_08,113,72,2,119
D015T01P902L03_A_09,165,17,3,175
D015T01P902L03_A_10,146,12,0,108
D015T01P902L03_A_11,153,23,7,188
D015T01P902L03_A_12,136,20,0,129
D015T01P902L03_A_13,111,16,10,167
D015T01P902L03_A_14,137,23,3,127
D015T01P902L03_A_15,124,23,3,135
D015T01P902L03_A_16,135,24,4,131
D015T01P902L03_A_17,160,20,3,147
D015T01P902L03_A_18,136,29,4,143
D015T01P902L03_A_19,178,13,8,125
D015T01P902L03_A_20,149,22,3,151
D015T01P902L03_A_21,88,23,5,238
D015T01P902L03_A_22,134,15,3,139
D015T01P902L03_A_23,121,21,4,123
D015T01P902L03_A_24,147,25,5,120
D015T01P902L03_B_01,86,24,4,239
D015T01P902L03_B_02,130,22,11,123
D015T01P902L03_B_03,147,11,6,124
D015T01P902L03_B_04,128,30,3,194
D015T01P902L03_B_05,149,40,1,354
D015T01P902L03_B_06,159,13,7,94
D015T01P902L03_B_07,155,20,14,121
D015T01P902L03_B_08,150,28,6,134
D015T01P902L03_B_09,146,21,4,139
D015T01P902L03_B_10,141,17,4,174
D015T01P902L03_B_11,134,21,10,199
D015T01P902L03_B_12,152,32,1,371
D015T01P902L03_B_13,136,16,3,126
D015T01P902L03_B_14,152,25,3,106
D015T01P902L03_B_15,184,28,3,142
D015T01P902L03_B_16,131,21,1,154
D015T01P902L03_B_17,129,15,11,169
D015T01P902L03_B_18,97,41,1,152
D015T01P902L03_B_19,146,21,5,145
D015T01P902L03_B_20,190,9,9,114
D015T01P902L03_B_21,126,23,3,126
D015T01P902L03_B_22,137,23,3,138
D015T01P902L03_B_23,146,24,3,145
D015T01P902L03_B_24,149,20,7,128
D015T01P902L03_C_01,153,34,4,101
D015T01P902L03_C_02,147,16,4,168
D015T01P902L03_C_03,168,61,7,251
D015T01P902L03_C_04,137,17,4,156
D015T01P902L03_C_05,182,24,9,335
D015T01P902L03_C_06,135,25,5,210
D015T01P902L03_C_07,171,24,4,159
D015T01P902L03_C_08,144,16,3,127
D015T01P902L03_C_09,110,16,6,203
D015T01P902L03_C_10,219,11,7,142
D015T01P902L03_C_11,195,5,26,253
D015T01P902L03_C_12,150,13,3,127
D015T01P902L03_C_13,121,23,7,140
D015T01P902L03_C_14,206,15,16,117
D015T01P902L03_C_15,218,15,9,104
D015T01P902L03_C_16,151,17,5,124
D015T01P902L03_C_17,173,21,11,148
D015T01P902L03_C_18,143,18,4,154
D015T01P902L03_C_19,129,30,7,178
D015T01P902L03_C_20,137,25,3,144
D015T01P902L03_C_21,135,26,8,232
D015T01P902L03_C_22,133,22,3,135
D015T01P902L03_C_23,126,24,3,125
D015T01P902L03_C_24,146,20,3,149
D015T01P902L03_D_01,178,22,5,125
D015T01P902L03_D_02,190,28,4,98
D015T01P902L03_D_03,139,23,2,173
D015T01P902L03_D_04,116,22,4,178
D015T01P902L03_D_05,145,15,6,142
D015T01P902L03_D_06,109,33,4,150
D015T01P902L03_D_07,121,25,5,150
D015T01P902L03_D_08,132,27,2,178
D015T01P902L03_D_09,167,15,9,101
D015T01P902L03_D_10,123,24,2,121
D015T01P902L03_D_11,127,22,2,136
D015T01P902L03_D_12,134,24,3,136
D015T01P902L03_D_13,162,18,10,122
D015T01P902L03_D_14,116,38,8,189
D015T01P902L03_D_15,167,14,6,130
D015T01P902L03_D_16,129,21,4,157
D015T01P902L03_D_17,139,17,4,143
D015T01P902L03_D_18,180,14,22,202
D015T01P902L03_D_19,163,13,8,114
D015T01P902L03_D_20,165,17,11,121
D015T01P902L03_D_21,113,29,3,161
D015T01P902L03_D_22,126,29,2,163
D015T01P902L03_D_23,131,15,2,132
D015T01P902L03_D_24,128,17,3,132
D015T01P902L03_E_01,151,15,1,166
D015T01P902L03_E_02,200,20,7,128
D015T01P902L03_E_03,142,9,12,144
