,Focused_Organoids,Blurry_Organoids,Focused_Shrapnel,Blurry_Shrapnel
D004T01P009L08_A_01,89,41,98,107
D004T01P009L08_A_02,186,4,31,58
D004T01P009L08_A_03,159,9,21,55
D004T01P009L08_A_04,188,6,84,145
D004T01P009L08_A_05,141,4,160,385
D004T01P009L08_A_06,90,7,162,361
D004T01P009L08_A_07,193,6,39,84
D004T01P009L08_A_08,226,3,31,92
D004T01P009L08_A_09,65,45,61,118
D004T01P009L08_A_10,206,1,40,84
D004T01P009L08_A_11,199,7,63,112
D004T01P009L08_A_12,110,29,250,254
D004T01P009L08_A_13,212,1,45,117
D004T01P009L08_A_14,92,16,143,312
D004T01P009L08_A_15,38,31,120,176
D004T01P009L08_A_16,111,21,128,183
D004T01P009L08_A_17,176,9,30,89
D004T01P009L08_A_18,214,1,38,63
D004T01P009L08_A_19,211,5,34,90
D004T01P009L08_A_20,201,4,80,180
D004T01P009L08_A_21,214,4,45,87
D004T01P009L08_A_22,201,3,22,78
D004T01P009L08_A_23,223,2,47,100
D004T01P009L08_A_24,222,5,39,82
D004T01P009L08_B_01,207,4,39,78
D004T01P009L08_B_02,78,10,73,102
D004T01P009L08_B_03,200,5,27,75
D004T01P009L08_B_04,227,2,37,106
D004T01P009L08_B_05,80,7,260,315
D004T01P009L08_B_06,197,1,43,66
D004T01P009L08_B_07,174,10,49,137
D004T01P009L08_B_08,222,6,28,74
D004T01P009L08_B_09,221,3,40,84
D004T01P009L08_B_10,223,7,29,75
D004T01P009L08_B_11,210,2,47,83
D004T01P009L08_B_12,206,3,34,79
D004T01P009L08_B_13,188,7,35,69
D004T01P009L08_B_14,207,2,43,91
D004T01P009L08_B_15,188,5,42,92
D004T01P009L08_B_16,155,10,110,194
D004T01P009L08_B_17,206,7,41,78
D004T01P009L08_B_18,205,7,52,121
D004T01P009L08_B_19,61,9,221,179
D004T01P009L08_B_20,85,30,237,311
D004T01P009L08_B_21,101,9,161,221
D004T01P009L08_B_22,162,12,110,216
D004T01P009L08_B_23,207,4,39,92
D004T01P009L08_B_24,202,4,52,131
D004T01P009L08_C_01,138,26,56,117
D004T01P009L08_C_02,142,6,121,195
D004T01P009L08_C_03,214,2,26,104
D004T01P009L08_C_04,189,6,35,105
D004T01P009L08_C_05,209,14,73,101
D004T01P009L08_C_06,179,2,30,99
D004T01P009L08_C_07,188,4,34,68
D004T01P009L08_C_08,169,6,39,107
D004T01P009L08_C_09,206,8,36,73
D004T01P009L08_C_10,207,3,37,103
D004T01P009L08_C_11,229,4,48,112
D004T01P009L08_C_12,183,11,72,208
D004T01P009L08_C_13,195,1,37,77
D004T01P009L08_C_14,212,2,38,89
D004T01P009L08_C_15,119,3,169,127
D004T01P009L08_C_16,206,1,36,93
D004T01P009L08_C_17,206,1,33,65
D004T01P009L08_C_18,184,4,33,70
D004T01P009L08_C_19,202,1,42,88
D004T01P009L08_C_20,203,3,50,99
D004T01P009L08_C_21,185,6,59,102
D004T01P009L08_C_22,193,2,35,78
D004T01P009L08_C_23,205,3,32,84
D004T01P009L08_C_24,208,7,54,110
D004T01P009L08_D_01,189,5,36,80
D004T01P009L08_D_02,183,6,32,89
D004T01P009L08_D_03,204,5,45,88
D004T01P009L08_D_04,186,4,38,79
D004T01P009L08_D_05,189,1,40,92
D004T01P009L08_D_06,208,2,40,89
D004T01P009L08_D_07,183,2,38,85
D004T01P009L08_D_08,194,2,49,74
D004T01P009L08_D_09,195,9,35,99
D004T01P009L08_D_10,232,1,33,86
D004T01P009L08_D_11,205,2,44,88
D004T01P009L08_D_12,188,9,42,82
D004T01P009L08_D_13,222,5,42,103
D004T01P009L08_D_14,185,3,49,148
D004T01P009L08_D_15,203,3,39,80
D004T01P009L08_D_16,154,7,56,125
D004T01P009L08_D_17,180,3,41,68
D004T01P009L08_D_18,193,2,36,73
D004T01P009L08_D_19,182,4,46,92
D004T01P009L08_D_20,182,3,44,75
D004T01P009L08_D_21,199,6,27,72
D004T01P009L08_D_22,217,2,50,87
D004T01P009L08_D_23,186,5,58,127
D004T01P009L08_D_24,188,8,36,79
D004T01P009L08_E_01,169,3,38,68
D004T01P009L08_E_02,125,7,77,212
D004T01P009L08_E_03,178,5,47,91
D004T01P009L08_E_04,177,1,50,104
D004T01P009L08_E_05,188,5,66,137
D004T01P009L08_E_06,183,6,46,98
D004T01P009L08_E_07,231,2,52,103
D004T01P009L08_E_08,133,7,121,175
D004T01P009L08_E_09,210,6,33,107
D004T01P009L08_E_10,186,1,57,146
D004T01P009L08_E_11,196,4,41,123
D004T01P009L08_E_12,206,3,65,149
D004T01P009L08_E_13,199,2,30,77
D004T01P009L08_E_14,172,3,46,109
D004T01P009L08_E_15,207,5,60,110
D004T01P009L08_E_16,209,5,44,85
D004T01P009L08_E_17,202,1,50,78
D004T01P009L08_E_18,209,4,46,80
D004T01P009L08_E_19,196,4,102,224
D004T01P009L08_E_20,53,25,163,330
D004T01P009L08_E_21,207,5,32,81
D004T01P009L08_E_22,187,4,74,90
D004T01P009L08_E_23,195,3,29,83
D004T01P009L08_E_24,169,11,54,125
D004T01P009L08_F_01,174,6,47,109
D004T01P009L08_F_02,183,5,34,67
D004T01P009L08_F_03,194,2,34,100
D004T01P009L08_F_04,217,2,57,148
D004T01P009L08_F_05,102,5,194,324
D004T01P009L08_F_06,235,2,38,83
D004T01P009L08_F_07,207,4,31,79
D004T01P009L08_F_08,185,5,38,91
D004T01P009L08_F_09,77,15,80,156
D004T01P009L08_F_10,199,3,72,89
D004T01P009L08_F_11,201,8,51,106
D004T01P009L08_F_12,202,3,45,92
D004T01P009L08_F_13,173,5,134,253
D004T01P009L08_F_14,206,3,60,95
D004T01P009L08_F_15,168,5,61,90
D004T01P009L08_F_16,180,1,35,80
D004T01P009L08_F_17,173,2,42,62
D004T01P009L08_F_18,198,3,33,80
D004T01P009L08_F_19,192,3,50,91
D004T01P009L08_F_20,193,4,37,81
D004T01P009L08_F_21,130,7,151,177
D004T01P009L08_F_22,168,4,36,74
D004T01P009L08_F_23,197,6,31,73
D004T01P009L08_F_24,187,7,34,86
D004T01P009L08_G_01,218,2,23,98
D004T01P009L08_G_02,100,1,146,132
D004T01P009L08_G_03,195,4,28,84
D004T01P009L08_G_04,172,17,77,220
D004T01P009L08_G_05,198,3,28,62
D004T01P009L08_G_06,204,5,39,78
