,Focused_Organoids,Blurry_Organoids,Focused_Shrapnel,Blurry_Shrapnel
M001K02P009L02_A_01,177,35,50,286
M001K02P009L02_A_02,143,45,7,86
M001K02P009L02_A_03,111,28,11,53
M001K02P009L02_A_04,156,11,14,44
M001K02P009L02_A_05,169,22,14,68
M001K02P009L02_A_06,156,22,12,45
M001K02P009L02_A_07,149,20,10,50
M001K02P009L02_A_08,129,27,9,62
M001K02P009L02_A_09,184,17,13,84
M001K02P009L02_A_10,162,14,16,45
M001K02P009L02_A_11,162,13,20,92
M001K02P009L02_A_12,154,23,13,60
M001K02P009L02_A_13,152,21,16,63
M001K02P009L02_A_14,117,25,8,29
M001K02P009L02_A_15,164,23,13,49
M001K02P009L02_A_16,166,18,11,49
M001K02P009L02_A_17,136,13,17,73
M001K02P009L02_A_18,124,45,3,67
M001K02P009L02_A_19,186,14,14,30
M001K02P009L02_A_20,143,18,13,43
M001K02P009L02_A_21,135,25,11,54
M001K02P009L02_A_22,162,18,16,91
M001K02P009L02_A_23,155,12,13,41
M001K02P009L02_A_24,176,46,36,284
M001K02P009L02_B_01,167,10,15,41
M001K02P009L02_B_02,153,26,17,62
M001K02P009L02_B_03,139,17,12,54
M001K02P009L02_B_04,139,23,6,56
M001K02P009L02_B_05,153,11,11,41
M001K02P009L02_B_06,148,6,16,26
M001K02P009L02_B_07,85,20,12,22
M001K02P009L02_B_08,142,19,10,44
M001K02P009L02_B_09,148,29,21,191
M001K02P009L02_B_10,141,18,14,40
M001K02P009L02_B_11,138,21,8,33
M001K02P009L02_B_12,144,15,11,38
M001K02P009L02_B_13,148,29,12,33
M001K02P009L02_B_14,155,13,42,107
M001K02P009L02_B_15,97,15,16,30
M001K02P009L02_B_16,140,23,13,42
M001K02P009L02_B_17,128,22,10,45
M001K02P009L02_B_18,137,34,15,135
M001K02P009L02_B_19,98,31,29,96
M001K02P009L02_B_20,145,14,12,128
M001K02P009L02_B_21,140,15,7,42
M001K02P009L02_B_22,151,20,9,58
M001K02P009L02_B_23,137,31,10,34
M001K02P009L02_B_24,152,24,4,49
M001K02P009L02_C_01,172,24,13,42
M001K02P009L02_C_02,110,49,4,43
M001K02P009L02_C_03,158,16,23,48
M001K02P009L02_C_04,154,20,13,46
M001K02P009L02_C_05,137,35,7,40
M001K02P009L02_C_06,137,15,7,61
M001K02P009L02_C_07,131,32,10,39
M001K02P009L02_C_08,175,14,18,78
M001K02P009L02_C_09,159,27,9,45
M001K02P009L02_C_10,143,18,5,41
M001K02P009L02_C_11,148,28,7,58
M001K02P009L02_C_12,165,18,9,92
M001K02P009L02_C_13,141,23,15,57
M001K02P009L02_C_14,144,16,15,41
M001K02P009L02_C_15,139,9,12,39
M001K02P009L02_C_16,154,7,26,63
M001K02P009L02_C_17,116,46,10,82
M001K02P009L02_C_18,131,4,12,46
M001K02P009L02_C_19,138,27,13,73
M001K02P009L02_C_20,151,10,16,68
M001K02P009L02_C_21,131,18,10,68
M001K02P009L02_C_22,151,27,9,35
M001K02P009L02_C_23,161,18,6,46
M001K02P009L02_C_24,159,16,11,35
M001K02P009L02_D_01,137,12,15,66
M001K02P009L02_D_02,153,17,8,54
M001K02P009L02_D_03,188,15,12,52
M001K02P009L02_D_04,153,19,12,39
M001K02P009L02_D_05,149,16,23,81
M001K02P009L02_D_06,170,21,20,124
M001K02P009L02_D_07,119,12,20,33
M001K02P009L02_D_08,169,11,13,48
M001K02P009L02_D_09,83,17,5,34
M001K02P009L02_D_10,150,19,11,68
M001K02P009L02_D_11,147,22,7,49
M001K02P009L02_D_12,156,25,8,50
M001K02P009L02_D_13,141,19,7,31
M001K02P009L02_D_14,123,13,8,40
M001K02P009L02_D_15,92,28,16,48
M001K02P009L02_D_16,145,19,9,43
M001K02P009L02_D_17,146,15,8,44
M001K02P009L02_D_18,152,11,10,78
M001K02P009L02_D_19,100,21,9,37
M001K02P009L02_D_20,170,20,12,46
M001K02P009L02_D_21,170,14,13,45
M001K02P009L02_D_22,144,18,11,60
M001K02P009L02_D_23,150,14,34,185
