,Focused_Organoids,Blurry_Organoids,Focused_Shrapnel,Blurry_Shrapnel
M001K02P006L05_A_01,95,14,22,43
M001K02P006L05_A_02,153,17,14,66
M001K02P006L05_A_03,122,14,19,49
M001K02P006L05_A_04,154,14,21,85
M001K02P006L05_A_05,130,13,23,66
M001K02P006L05_A_06,139,28,14,65
M001K02P006L05_A_07,129,28,14,59
M001K02P006L05_A_08,156,19,9,94
M001K02P006L05_A_09,129,18,8,64
M001K02P006L05_A_10,128,24,20,57
M001K02P006L05_A_11,129,17,15,59
M001K02P006L05_A_12,123,22,17,52
M001K02P006L05_A_13,139,19,11,74
M001K02P006L05_A_14,127,14,13,80
M001K02P006L05_A_15,110,21,24,44
M001K02P006L05_A_16,114,14,16,55
M001K02P006L05_A_17,142,13,21,48
M001K02P006L05_A_18,133,14,14,59
M001K02P006L05_A_19,113,18,22,57
M001K02P006L05_A_20,139,11,9,72
M001K02P006L05_A_21,112,29,14,41
M001K02P006L05_A_22,131,17,13,40
M001K02P006L05_A_23,127,18,23,65
M001K02P006L05_A_24,36,13,39,104
M001K02P006L05_B_01,141,15,11,53
M001K02P006L05_B_02,140,18,10,83
M001K02P006L05_B_03,131,21,12,58
M001K02P006L05_B_04,139,37,8,45
M001K02P006L05_B_05,135,14,59,355
M001K02P006L05_B_06,128,17,16,50
M001K02P006L05_B_07,142,20,14,65
M001K02P006L05_B_08,126,22,9,77
M001K02P006L05_B_09,148,14,16,86
M001K02P006L05_B_10,146,24,6,59
M001K02P006L05_B_11,129,23,7,62
M001K02P006L05_B_12,121,19,10,63
M001K02P006L05_B_13,165,25,16,73
M001K02P006L05_B_14,148,17,18,71
M001K02P006L05_B_15,127,26,9,94
M001K02P006L05_B_16,151,21,15,86
M001K02P006L05_B_17,146,33,10,73
M001K02P006L05_B_18,166,20,16,68
M001K02P006L05_B_19,141,14,10,69
M001K02P006L05_B_20,125,17,14,40
M001K02P006L05_B_21,122,19,15,56
M001K02P006L05_B_22,128,15,13,58
M001K02P006L05_B_23,114,31,8,50
M001K02P006L05_B_24,81,8,57,121
