,Focused_Organoids,Blurry_Organoids,Focused_Shrapnel,Blurry_Shrapnel
M001A03P014L07_A_01,122,59,72,184
M001A03P014L07_A_02,149,33,104,169
M001A03P014L07_A_03,155,31,132,138
M001A03P014L07_A_04,160,32,120,166
M001A03P014L07_A_05,154,39,107,141
M001A03P014L07_A_06,165,21,107,154
M001A03P014L07_A_07,161,34,120,163
M001A03P014L07_A_08,140,47,99,165
M001A03P014L07_A_09,148,30,110,110
M001A03P014L07_A_10,158,39,123,161
M001A03P014L07_A_11,170,35,97,148
M001A03P014L07_A_12,142,27,114,140
M001A03P014L07_A_13,180,39,95,155
M001A03P014L07_A_14,169,51,150,188
M001A03P014L07_A_15,193,38,134,213
M001A03P014L07_A_16,141,38,93,114
M001A03P014L07_A_17,123,40,101,182
M001A03P014L07_A_18,176,41,139,182
M001A03P014L07_A_19,150,33,111,168
M001A03P014L07_A_20,151,37,89,169
M001A03P014L07_A_21,157,41,79,120
M001A03P014L07_A_22,155,36,91,141
M001A03P014L07_A_23,171,64,169,324
M001A03P014L07_A_24,155,27,97,144
M001A03P014L07_B_01,147,42,105,173
M001A03P014L07_B_02,159,51,137,169
M001A03P014L07_B_03,159,62,145,196
M001A03P014L07_B_04,173,32,96,188
M001A03P014L07_B_05,141,50,123,208
M001A03P014L07_B_06,156,47,107,167
M001A03P014L07_B_07,156,37,109,151
M001A03P014L07_B_08,166,40,101,188
M001A03P014L07_B_09,171,40,129,206
M001A03P014L07_B_10,167,46,115,154
M001A03P014L07_B_11,150,47,88,150
M001A03P014L07_B_12,184,28,98,170
M001A03P014L07_B_13,153,46,109,196
M001A03P014L07_B_14,153,38,94,144
M001A03P014L07_B_15,166,52,109,140
M001A03P014L07_B_16,169,28,107,187
M001A03P014L07_B_17,156,27,115,150
M001A03P014L07_B_18,160,34,119,146
M001A03P014L07_B_19,153,51,100,182
M001A03P014L07_B_20,142,54,109,173
M001A03P014L07_B_21,156,28,117,131
M001A03P014L07_B_22,179,23,121,177
M001A03P014L07_B_23,160,34,88,138
M001A03P014L07_B_24,168,28,95,164
M001A03P014L07_C_01,150,39,78,192
M001A03P014L07_C_02,127,41,83,137
M001A03P014L07_C_03,142,34,89,133
M001A03P014L07_C_04,162,41,109,180
M001A03P014L07_C_05,159,36,124,187
M001A03P014L07_C_06,154,37,128,177
M001A03P014L07_C_07,154,48,135,214
M001A03P014L07_C_08,160,36,111,215
M001A03P014L07_C_09,169,32,137,164
M001A03P014L07_C_10,142,51,141,203
M001A03P014L07_C_11,138,34,97,119
M001A03P014L07_C_12,137,28,139,188
M001A03P014L07_C_13,166,30,112,141
M001A03P014L07_C_14,158,50,129,192
M001A03P014L07_C_15,157,37,107,173
M001A03P014L07_C_16,163,27,119,196
M001A03P014L07_C_17,176,31,149,139
M001A03P014L07_C_18,142,41,114,195
M001A03P014L07_C_19,175,35,126,180
M001A03P014L07_C_20,167,36,118,153
M001A03P014L07_C_21,140,47,102,174
M001A03P014L07_C_22,181,24,124,164
M001A03P014L07_C_23,89,33,123,87
M001A03P014L07_C_24,172,38,99,173
M001A03P014L07_D_01,117,47,65,103
M001A03P014L07_D_02,151,55,92,169
M001A03P014L07_D_03,157,37,134,155
M001A03P014L07_D_04,164,42,151,195
M001A03P014L07_D_05,145,51,109,190
M001A03P014L07_D_06,147,42,124,183
M001A03P014L07_D_07,161,37,111,187
M001A03P014L07_D_08,152,40,130,191
M001A03P014L07_D_09,152,40,92,134
M001A03P014L07_D_10,140,43,85,202
M001A03P014L07_D_11,146,28,106,152
M001A03P014L07_D_12,165,38,149,187
M001A03P014L07_D_13,179,30,122,186
M001A03P014L07_D_14,157,45,144,263
M001A03P014L07_D_15,168,35,115,191
M001A03P014L07_D_16,147,28,85,143
M001A03P014L07_D_17,159,29,93,134
M001A03P014L07_D_18,165,24,102,140
M001A03P014L07_D_19,155,32,118,153
M001A03P014L07_D_20,160,37,94,132
M001A03P014L07_D_21,146,31,100,145
M001A03P014L07_D_22,157,43,75,136
M001A03P014L07_D_23,154,46,117,235
M001A03P014L07_D_24,155,44,88,142
M001A03P014L07_E_01,146,52,124,183
M001A03P014L07_E_02,159,35,142,187
M001A03P014L07_E_03,159,35,82,160
M001A03P014L07_E_04,167,36,137,169
M001A03P014L07_E_05,175,49,119,186
M001A03P014L07_E_06,157,31,118,158
M001A03P014L07_E_07,164,31,98,173
M001A03P014L07_E_08,156,24,93,117
M001A03P014L07_E_09,147,38,87,143
M001A03P014L07_E_10,164,34,129,159
M001A03P014L07_E_11,160,31,145,154
M001A03P014L07_E_12,169,28,127,177
M001A03P014L07_E_13,148,45,128,202
M001A03P014L07_E_14,156,30,96,179
M001A03P014L07_E_15,144,27,115,161
M001A03P014L07_E_16,156,26,122,147
M001A03P014L07_E_17,146,78,159,232
M001A03P014L07_E_18,144,20,117,145
M001A03P014L07_E_19,172,26,118,130
M001A03P014L07_E_20,168,38,114,175
M001A03P014L07_E_21,165,44,97,139
M001A03P014L07_E_22,146,30,98,125
M001A03P014L07_E_23,170,48,86,170
M001A03P014L07_E_24,158,41,111,144
M001A03P014L07_F_01,150,35,96,140
M001A03P014L07_F_02,123,56,160,183
M001A03P014L07_F_03,141,26,101,143
M001A03P014L07_F_04,172,24,124,151
M001A03P014L07_F_05,150,27,91,181
M001A03P014L07_F_06,155,43,126,175
M001A03P014L07_F_07,153,33,140,149
M001A03P014L07_F_08,140,28,125,211
M001A03P014L07_F_09,147,46,97,181
M001A03P014L07_F_10,134,60,180,221
M001A03P014L07_F_11,164,29,122,141
M001A03P014L07_F_12,184,26,119,160
M001A03P014L07_F_13,159,33,153,182
M001A03P014L07_F_14,144,37,143,164
M001A03P014L07_F_15,154,30,92,148
M001A03P014L07_F_16,157,38,127,177
M001A03P014L07_F_17,155,28,112,183
M001A03P014L07_F_18,143,41,98,176
M001A03P014L07_F_19,157,33,100,157
M001A03P014L07_F_20,154,31,108,140
M001A03P014L07_F_21,147,41,114,150
M001A03P014L07_F_22,145,48,109,146
M001A03P014L07_F_23,136,55,103,207
M001A03P014L07_F_24,190,22,124,194
M001A03P014L07_G_01,147,34,79,108
M001A03P014L07_G_02,144,35,122,178
M001A03P014L07_G_03,118,48,94,200
M001A03P014L07_G_04,132,31,110,169
M001A03P014L07_G_05,166,40,128,167
M001A03P014L07_G_06,152,16,96,134
M001A03P014L07_G_07,154,38,137,169
M001A03P014L07_G_08,159,37,118,157
M001A03P014L07_G_09,167,38,108,191
M001A03P014L07_G_10,173,31,125,144
M001A03P014L07_G_11,124,15,369,81
M001A03P014L07_G_12,166,35,121,175
M001A03P014L07_G_13,177,29,120,242
M001A03P014L07_G_14,157,17,108,132
M001A03P014L07_G_15,161,47,129,204
M001A03P014L07_G_16,174,36,126,186
M001A03P014L07_G_17,157,31,90,122
M001A03P014L07_G_18,164,39,102,127
M001A03P014L07_G_19,168,36,131,176
M001A03P014L07_G_20,153,47,112,213
M001A03P014L07_G_21,187,36,123,184
M001A03P014L07_G_22,149,46,82,149
M001A03P014L07_G_23,155,41,135,207
M001A03P014L07_G_24,179,63,173,297
M001A03P014L07_H_01,140,58,57,164
M001A03P014L07_H_02,131,45,130,181
M001A03P014L07_H_03,140,30,72,112
M001A03P014L07_H_04,158,38,123,202
M001A03P014L07_H_05,167,29,132,165
M001A03P014L07_H_06,139,30,165,210
M001A03P014L07_H_07,162,37,115,204
M001A03P014L07_H_08,137,52,102,155
M001A03P014L07_H_09,148,26,93,138
M001A03P014L07_H_10,167,35,113,229
M001A03P014L07_H_11,157,42,115,176
M001A03P014L07_H_12,168,32,131,156
M001A03P014L07_H_13,133,60,130,195
M001A03P014L07_H_14,154,55,110,197
M001A03P014L07_H_15,154,29,101,163
M001A03P014L07_H_16,170,27,138,172
M001A03P014L07_H_17,136,35,91,187
M001A03P014L07_H_18,149,33,129,142
M001A03P014L07_H_19,133,46,82,173
M001A03P014L07_H_20,136,48,109,195
M001A03P014L07_H_21,138,47,92,193
M001A03P014L07_H_22,123,43,93,141
M001A03P014L07_H_23,82,56,57,65
M001A03P014L07_H_24,152,27,97,144
M001A03P014L07_I_01,177,38,101,190
M001A03P014L07_I_02,160,44,141,191
M001A03P014L07_I_03,134,36,123,180
M001A03P014L07_I_04,148,56,106,163
M001A03P014L07_I_05,177,29,169,188
M001A03P014L07_I_06,155,24,150,168
M001A03P014L07_I_07,163,32,107,172
M001A03P014L07_I_08,159,40,128,175
M001A03P014L07_I_09,156,41,174,259
M001A03P014L07_I_10,175,37,166,185
M001A03P014L07_I_11,143,37,136,156
M001A03P014L07_I_12,143,34,114,170
M001A03P014L07_I_13,165,28,136,205
M001A03P014L07_I_14,146,35,124,168
M001A03P014L07_I_15,143,44,145,192
M001A03P014L07_I_16,183,35,128,157
M001A03P014L07_I_17,151,35,99,136
M001A03P014L07_I_18,162,26,107,138
M001A03P014L07_I_19,149,39,125,175
M001A03P014L07_I_20,151,41,106,176
M001A03P014L07_I_21,129,56,125,207
M001A03P014L07_I_22,154,31,91,188
M001A03P014L07_I_23,100,69,76,147
M001A03P014L07_I_24,157,28,119,171
M001A03P014L07_J_01,155,41,114,171
M001A03P014L07_J_02,132,42,97,153
M001A03P014L07_J_03,148,38,146,119
M001A03P014L07_J_04,135,41,139,208
M001A03P014L07_J_05,158,35,131,228
M001A03P014L07_J_06,133,47,126,130
M001A03P014L07_J_07,169,56,141,242
M001A03P014L07_J_08,153,42,173,172
M001A03P014L07_J_09,153,22,142,158
M001A03P014L07_J_10,162,45,134,233
M001A03P014L07_J_11,167,25,191,211
M001A03P014L07_J_12,185,37,150,223
M001A03P014L07_J_13,133,29,105,188
M001A03P014L07_J_14,155,54,101,146
M001A03P014L07_J_15,153,34,141,206
M001A03P014L07_J_16,159,47,128,180
M001A03P014L07_J_17,145,28,127,160
M001A03P014L07_J_18,156,37,113,197
M001A03P014L07_J_19,147,28,83,113
M001A03P014L07_J_20,155,34,119,129
M001A03P014L07_J_21,150,27,117,157
M001A03P014L07_J_22,147,44,89,132
M001A03P014L07_J_23,117,31,93,70
M001A03P014L07_J_24,154,36,108,169
M001A03P014L07_K_01,177,5,187,102
M001A03P014L07_K_02,152,34,108,188
M001A03P014L07_K_03,141,40,133,167
M001A03P014L07_K_04,172,40,155,228
M001A03P014L07_K_05,154,36,173,272
M001A03P014L07_K_06,171,24,107,155
M001A03P014L07_K_07,160,30,169,212
M001A03P014L07_K_08,164,31,118,177
M001A03P014L07_K_09,175,49,152,208
M001A03P014L07_K_10,141,41,144,193
M001A03P014L07_K_11,139,34,112,152
M001A03P014L07_K_12,156,28,160,230
M001A03P014L07_K_13,159,44,126,182
M001A03P014L07_K_14,164,36,117,200
M001A03P014L07_K_15,145,50,130,228
M001A03P014L07_K_16,165,34,132,165
M001A03P014L07_K_17,160,39,106,146
M001A03P014L07_K_18,153,35,108,133
M001A03P014L07_K_19,155,45,87,143
M001A03P014L07_K_20,166,44,126,180
M001A03P014L07_K_21,153,34,146,131
M001A03P014L07_K_22,164,53,120,167
M001A03P014L07_K_23,141,44,97,164
M001A03P014L07_K_24,152,59,131,207
M001A03P014L07_L_01,143,77,138,272
M001A03P014L07_L_02,145,51,177,234
M001A03P014L07_L_03,144,50,142,193
M001A03P014L07_L_04,130,40,112,146
M001A03P014L07_L_05,152,44,129,156
M001A03P014L07_L_06,160,20,155,156
M001A03P014L07_L_07,145,36,110,142
M001A03P014L07_L_08,153,37,139,180
M001A03P014L07_L_09,173,21,162,211
M001A03P014L07_L_10,168,46,128,194
M001A03P014L07_L_11,167,41,159,201
M001A03P014L07_L_12,161,34,164,225
M001A03P014L07_L_13,165,50,153,204
M001A03P014L07_L_14,158,42,131,200
M001A03P014L07_L_15,144,34,118,186
M001A03P014L07_L_16,152,12,140,166
M001A03P014L07_L_17,158,45,197,179
M001A03P014L07_L_18,148,48,158,204
M001A03P014L07_L_19,130,41,131,190
M001A03P014L07_L_20,150,34,101,153
M001A03P014L07_L_21,163,40,91,133
M001A03P014L07_L_22,134,47,90,148
M001A03P014L07_L_23,149,51,68,181
M001A03P014L07_L_24,178,27,81,112
M001A03P014L07_M_01,131,63,69,185
M001A03P014L07_M_02,150,34,106,163
M001A03P014L07_M_03,127,39,108,166
M001A03P014L07_M_04,128,46,131,158
M001A03P014L07_M_05,150,37,137,183
M001A03P014L07_M_06,153,43,115,193
M001A03P014L07_M_07,152,40,97,246
M001A03P014L07_M_08,86,4,261,53
M001A03P014L07_M_09,157,44,135,177
M001A03P014L07_M_10,137,32,102,152
M001A03P014L07_M_11,122,20,174,186
M001A03P014L07_M_12,138,23,98,161
M001A03P014L07_M_13,147,35,126,138
M001A03P014L07_M_14,148,42,110,194
M001A03P014L07_M_15,150,18,113,153
M001A03P014L07_M_16,135,28,90,155
M001A03P014L07_M_17,129,35,125,160
M001A03P014L07_M_18,171,20,128,146
M001A03P014L07_M_19,134,39,90,165
M001A03P014L07_M_20,142,52,115,197
M001A03P014L07_M_21,164,45,125,219
M001A03P014L07_M_22,151,33,98,152
M001A03P014L07_M_23,94,16,263,75
M001A03P014L07_M_24,157,25,139,194
M001A03P014L07_N_01,134,60,121,227
M001A03P014L07_N_02,141,47,151,238
M001A03P014L07_N_03,151,40,98,168
M001A03P014L07_N_04,137,32,145,151
M001A03P014L07_N_05,140,45,114,185
M001A03P014L07_N_06,144,42,124,203
M001A03P014L07_N_07,137,35,113,150
M001A03P014L07_N_08,156,25,116,131
M001A03P014L07_N_09,161,34,216,233
M001A03P014L07_N_10,157,30,145,228
M001A03P014L07_N_11,162,44,172,209
M001A03P014L07_N_12,131,28,94,141
M001A03P014L07_N_13,159,27,159,139
M001A03P014L07_N_14,148,27,129,124
M001A03P014L07_N_15,148,30,135,176
M001A03P014L07_N_16,165,32,166,213
M001A03P014L07_N_17,150,41,156,169
M001A03P014L07_N_18,142,30,85,93
M001A03P014L07_N_19,142,41,93,152
M001A03P014L07_N_20,122,22,82,94
M001A03P014L07_N_21,154,32,143,169
M001A03P014L07_N_22,134,35,118,114
M001A03P014L07_N_23,153,37,97,108
M001A03P014L07_N_24,136,32,91,155
M001A03P014L07_O_01,149,40,123,176
M001A03P014L07_O_02,142,42,157,178
M001A03P014L07_O_03,128,3,193,88
M001A03P014L07_O_04,143,42,103,175
M001A03P014L07_O_05,144,33,133,197
M001A03P014L07_O_06,158,33,143,190
M001A03P014L07_O_07,167,51,158,218
M001A03P014L07_O_08,129,50,137,310
M001A03P014L07_O_09,160,49,149,218
M001A03P014L07_O_10,148,49,100,147
M001A03P014L07_O_11,166,31,107,166
M001A03P014L07_O_12,167,67,140,181
M001A03P014L07_O_13,144,41,134,205
M001A03P014L07_O_14,161,31,117,182
M001A03P014L07_O_15,147,58,170,249
M001A03P014L07_O_16,190,49,148,227
M001A03P014L07_O_17,174,25,105,144
M001A03P014L07_O_18,171,51,150,208
M001A03P014L07_O_19,160,60,109,204
M001A03P014L07_O_20,172,27,118,135
M001A03P014L07_O_21,163,28,154,206
M001A03P014L07_O_22,175,31,114,169
M001A03P014L07_O_23,153,25,98,134
M001A03P014L07_O_24,165,29,72,108
M001A03P014L07_P_01,138,47,133,252
M001A03P014L07_P_02,116,32,107,172
M001A03P014L07_P_03,119,44,108,223
M001A03P014L07_P_04,174,37,114,150
M001A03P014L07_P_05,155,28,120,142
M001A03P014L07_P_06,138,18,121,114
M001A03P014L07_P_07,166,50,182,240
M001A03P014L07_P_08,163,35,130,174
M001A03P014L07_P_09,158,50,113,197
M001A03P014L07_P_10,162,33,125,173
M001A03P014L07_P_11,131,22,129,123
M001A03P014L07_P_12,166,31,128,212
M001A03P014L07_P_13,174,31,131,212
M001A03P014L07_P_14,191,31,138,143
M001A03P014L07_P_15,143,26,103,131
M001A03P014L07_P_16,163,30,144,182
M001A03P014L07_P_17,164,37,123,213
M001A03P014L07_P_18,166,39,116,199
M001A03P014L07_P_19,172,32,150,215
M001A03P014L07_P_20,159,42,113,134
M001A03P014L07_P_21,167,46,123,206
M001A03P014L07_P_22,145,39,64,100
M001A03P014L07_P_23,172,20,104,137
M001A03P014L07_P_24,144,23,87,133
