,Focused_Organoids,Blurry_Organoids,Focused_Shrapnel,Blurry_Shrapnel
M001A03P006L05_A_01,94,83,38,121
M001A03P006L05_A_02,163,76,114,396
M001A03P006L05_A_03,218,17,150,89
M001A03P006L05_A_04,127,156,80,718
M001A03P006L05_A_05,151,91,87,156
M001A03P006L05_A_06,124,119,53,137
M001A03P006L05_A_07,97,120,48,116
M001A03P006L05_A_08,130,92,73,145
M001A03P006L05_A_09,166,65,89,148
M001A03P006L05_A_10,171,20,117,120
M001A03P006L05_A_11,204,26,144,133
M001A03P006L05_A_12,197,17,157,115
M001A03P006L05_A_13,160,53,96,130
M001A03P006L05_A_14,216,18,168,139
M001A03P006L05_A_15,182,28,100,134
M001A03P006L05_A_16,137,81,79,156
M001A03P006L05_A_17,174,81,104,144
M001A03P006L05_A_18,219,65,140,137
M001A03P006L05_A_19,156,62,125,155
M001A03P006L05_A_20,166,71,82,137
M001A03P006L05_A_21,179,80,84,154
M001A03P006L05_A_22,154,76,67,128
M001A03P006L05_A_23,203,94,105,182
M001A03P006L05_A_24,62,52,197,525
M001A03P006L05_B_01,164,117,58,156
M001A03P006L05_B_02,181,77,113,247
M001A03P006L05_B_03,215,59,107,154
M001A03P006L05_B_04,140,93,44,155
M001A03P006L05_B_05,150,39,103,142
M001A03P006L05_B_06,169,81,87,195
M001A03P006L05_B_07,218,64,132,202
M001A03P006L05_B_08,174,49,103,149
M001A03P006L05_B_09,203,29,154,114
M001A03P006L05_B_10,159,71,151,141
M001A03P006L05_B_11,218,9,174,143
M001A03P006L05_B_12,193,36,133,122
M001A03P006L05_B_13,236,35,169,150
M001A03P006L05_B_14,123,40,78,109
M001A03P006L05_B_15,153,45,34,140
M001A03P006L05_B_16,156,50,124,137
M001A03P006L05_B_17,165,46,95,124
M001A03P006L05_B_18,203,17,176,131
M001A03P006L05_B_19,197,33,121,146
M001A03P006L05_B_20,180,36,105,126
M001A03P006L05_B_21,168,62,82,125
M001A03P006L05_B_22,138,99,46,164
M001A03P006L05_B_23,142,79,57,134
M001A03P006L05_B_24,147,63,62,106
M001A03P006L05_C_01,151,127,60,171
M001A03P006L05_C_02,197,49,116,125
M001A03P006L05_C_03,179,71,101,157
M001A03P006L05_C_04,163,73,83,133
M001A03P006L05_C_05,211,53,123,156
M001A03P006L05_C_06,218,73,119,171
M001A03P006L05_C_07,175,88,66,149
M001A03P006L05_C_08,194,91,104,181
M001A03P006L05_C_09,123,114,46,176
M001A03P006L05_C_10,255,53,136,159
M001A03P006L05_C_11,204,38,190,159
M001A03P006L05_C_12,250,33,167,185
M001A03P006L05_C_13,250,91,131,181
M001A03P006L05_C_14,204,56,138,172
M001A03P006L05_C_15,239,57,179,164
M001A03P006L05_C_16,150,309,126,2141
M001A03P006L05_C_17,183,68,107,153
M001A03P006L05_C_18,249,28,185,164
M001A03P006L05_C_19,210,65,132,172
M001A03P006L05_C_20,158,81,80,159
M001A03P006L05_C_21,186,62,106,150
M001A03P006L05_C_22,196,97,87,149
M001A03P006L05_C_23,169,64,103,146
M001A03P006L05_C_24,110,132,46,263
M001A03P006L05_D_01,129,128,43,132
M001A03P006L05_D_02,123,94,61,145
M001A03P006L05_D_03,100,286,95,1393
M001A03P006L05_D_04,167,93,74,158
M001A03P006L05_D_05,250,53,143,166
M001A03P006L05_D_06,193,61,137,186
M001A03P006L05_D_07,242,58,125,151
M001A03P006L05_D_08,194,86,61,222
M001A03P006L05_D_09,163,77,99,147
M001A03P006L05_D_10,163,73,113,154
M001A03P006L05_D_11,210,52,94,155
M001A03P006L05_D_12,223,62,149,156
M001A03P006L05_D_13,179,88,103,177
M001A03P006L05_D_14,186,80,96,138
M001A03P006L05_D_15,230,70,139,220
M001A03P006L05_D_16,228,52,162,193
M001A03P006L05_D_17,166,77,79,139
M001A03P006L05_D_18,175,80,84,170
M001A03P006L05_D_19,251,52,132,157
M001A03P006L05_D_20,231,72,132,162
M001A03P006L05_D_21,140,0,1401,190
M001A03P006L05_D_22,101,0,1242,102
